	ini注释名称	副本分组场景刷新属性包	对象类型	Npc类型	实力包编号	AI类型	表现AI包编号	是否转身	模型编号	模型半径	图片	材质类型	脚本编号	级别	怪物强度	跑步速度	修为经验	掉落	技能表	主动被动	响应范围	走路速度	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	鼠标形状	模型缩放	武器名称	武器持握方式	武器类型	出生状态	随机动作	刷新时间	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	能否移动	是否停止AI	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	AI编辑包	直接触发	格挡方式(-1表示不格挡)	存在时间	防御概率	连招表	播放的动作名	npc等待时间	只关心距离脱离战斗	使用轻功	穿云纵速度	是否可以战斗
npcclone001102	入口守卫		AttackNpc	2	1	1	1		npc\fbnpc00001b	0.95423	icon\monster\fbnpc00001.png			53	1	5				1	0.5	1.5	0	2	1500	60	1800	npc_foundplayer	0	20										-1	1																npcclone001100		0	0	0				2000	20	1000		5	1			0					-1									
npcclone001016	木桩		AttackNpc	2		1	1		npc\itemnpc004	0.58715	icon\monster\itemnpc004.png			60	2	0				1	10	1.5	0	2	1500	60	1800	npc_foundplayer	0	0										-1	4																	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	1	0	0				1500	20	1000		5	1			0					-1									
npcclone001020	石门		AttackNpc	2		1	1		npc\fbmac00008	8.910808	icon\monster\fbmac00008.png			160	2	0.2				1	3	1.5	0	0	1500	60	1800	npc_foundplayer	0	0										-1	4																	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	1	0	0				1500	20	1000		5	1			0.1					-1									
npcclone001018	水蛭王		AttackNpc	2		1	1		npc\fbnpc00010	0.98995	icon\monster\fbnpc00004.png			60	2	5				1	1	1.5	0	2	1500	60	1800	npc_foundplayer	0	0										-1	1																	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0				1500	20	1000		5	1			0					-1									
npcclone001052	任务		AttackNpc	2	12	1	1		npc\monster122	0.989951	icon\monster\monster122.png			50	2	5				1	10	1.5	0	2	1500	60	1800	npc_foundplayer	0	4										-1	1																	npcclone001026;npcclone001010;npcclone001011;npcclone001017;npcclone001019;npcclone001007;npcclone001027;npcclone001032;npcclone001033;npcclone001043;npcclone001044;npcclone001045;npcclone001047;npcclone001048;npcclone001049;npcclone001009;npcclone001046;npcclone001028;npcclone001029;npcclone001030;npcclone001031;npcclone001034;npcclone001035;npcclone001036;npcclone001037;npcclone001038;npcclone001039;npcclone001040;npcclone001014;npcclone001015;npcclone001050;npcclone001051;npcclone001013;npcclone001041;npcclone001042	0	0	0				1500	20	1000		5	1			0					-1									
npcclone001057	可疑的匪徒		AttackNpc	2	1	1	1		npc\monster123	0.93808	icon\monster\monster123.png			53	1	5				1	10	1.5	0	2	1500	60	1800	npc_foundplayer	0	5						hand1_1	0			-1																			0	0	0	0	0		1500	20	1000		5	1			0					-1									
																																																																																							
	//龙门客栈副本NPC																																																																																						
npcclone002000	测试弓箭手		AttackNpc	2	45	1	4		npc\fbnpc00033	0.975	icon\monster\monster121.png			46	2	6		JYchushiMon001	"Clone017_jianyu,1,1"	0	45	1.3	0	2	1500	60	1800	npc_foundplayer	0	50						hand1_1				-1	0																		0	0	0				1500		1000		3	1			0		Clone017_shejian			-1									
npcclone002001	沙漠蝎		AttackNpc	2	45	1	1	0	npc\monster013	0.555	icon\monster\monster013.png			55	2	5			"xgdu_01,1,10;clone002_normal18,1,10;clone002_normal17,1,10"	1	100	1.5	0	2	1500	60	1800		0	1										-1	0																		0	0	0				1500	20	1000		5	1			50					-1									
npcclone002002	沙漠领地蝎		AttackNpc	2	45	1	1	0	npc\monster013	0.555	icon\monster\monster013.png			59	3	5			"xgdu_01,1,10;clone002_normal18,1,10;clone002_normal17,1,10"	0	100	1.5	0	2	1500	60	1800		0	1										-1	0																		0	0	0				1500	20	1000		5	1			50					-1									
npcclone002003	沙漠蜥蜴1		AttackNpc	2	45	1	1	0	npc\worldnpc1105	0.955	icon\funcnpc\worldnpc1105.png			55	2	5			"xgdu_01,1,10;clone002_normal18,1,10;clone002_normal17,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		1	1	0				1500	20	1000		5	1			0					-1									
npcclone002004	沙漠蜥蜴2		AttackNpc	2	45	1	1	0	npc\worldnpc1106	0.955	icon\funcnpc\worldnpc1106.png			55	2	5			"xgdu_01,1,10;clone002_normal18,1,10;clone002_normal17,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		1	1	0				1500	20	1000		5	1			0					-1									
npcclone002005	骆驼		AttackNpc	2	1	1	1	0	npc\worldnpc1104	0.955	icon\funcnpc\worldnpc1104.png			55	1	5			"clone002_normal18,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		1	1	0				1500	20	1000		5	1			0					-1									
npcclone002006	沙莽		AttackNpc	2	45	1	1	0	npc\worldnpc1107	0.955	icon\monster\monster060.png		npc\clone\clone002\npcclone002006.lua	55	2	5			"clone002_normal18,1,10;clone002_normal17,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			50					-1									
npcclone002007	沙漠饿狼		AttackNpc	2	45	1	1	0	npc\petm_c_1500	0.955	icon\monster\monster009.png			56	2	5			"clone002_normal18,1,10;clone002_normal17,1,10"	0	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002008			AttackNpc	2	45	1	1	0	npc\	0.955	icon\monster\monster013.png			57	2	5				1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002009			AttackNpc	2	45	1	1	0	npc\	0.955	icon\monster\monster013.png			57	2	5				1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002010	锦衣卫埋伏怪		PlayActNpc	2	45	1	1	0	npc\fb_monster308y	0.955	icon\monster\monster308.png		npc\monster\PlayActNpc.lua	57	2	5		LongmMon001	"clone001_xg_fanwei1,1,10;clone002_normal15,1,10;clone002_normal12,1,10;clone002_normal02,1,10"	1	30	1.5	0	2	1500	60	1800	npc_foundplayer	0	0						hand1_1	0	appear		-1	0																bossclone002006;bossclone002012;bossclone002016;funnpcclone002007;funnpcclone002008;funnpcclone002001		0	0	0				1500	20	1000		5	1			100					-1									
npcclone002011	江湖埋伏怪		PlayActNpc	2	45	1	1	0	npc\fb_monster247	0.955	icon\monster\monster247.png		npc\monster\PlayActNpc.lua	57	2	5		LongmMon001	"clone001_xg_fanwei1,1,10;clone002_normal15,1,10;clone002_normal12,1,10;clone002_normal08,1,10"	1	30	1.5	0	2	1500	60	1800	npc_foundplayer	0	0						hand1_1	0	appear		-1	0																funnpcclone002027;bossclone002009;bossclone002010		0	0	0				1500	20	1000		5	1			100					-1									
npcclone002012	马贼埋伏怪		PlayActNpc	2	45	1	1	0	npc\fb_monster074	0.955	icon\monster\monster074.png		npc\monster\PlayActNpc.lua	57	2	5		LongmMon001	"clone001_xg_fanwei1,1,10;clone002_normal15,1,10;clone002_normal12,1,10;clone002_normal01,1,10"	1	30	1.5	0	2	1500	60	1800	npc_foundplayer	0	0						blade1_1	1	appear		-1	0																bossclone002017;bossclone002014;bossclone002027;bossclone002015;bossclone002028		0	0	0				1500	20	1000		5	1			100					-1									
npcclone002043	锦衣卫骑兵(召唤）	150	AttackNpc	2	45	1	1	0	npc\monster121	1.058118	icon\monster\monster121.png			57	2	5			"clone002_normal18,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1						hand1_1	0			-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002044	胡人刀兵(召唤）	151	AttackNpc	2	45	1	1	0	npc\fbnpc00031	0.877861	icon\monster\fbnpc00031.png			57	2	5			"clone002_normal18,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002045	边关卫兵(召唤）	152	AttackNpc	2	45	1	1	0	npc\fbnpc00036	2.09859	icon\monster\fbnpc00036.png			57	2	5			"clone002_normal18,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002046	边关卫兵(召唤）	153	AttackNpc	2	45	1	1	0	npc\fbnpc00036	2.09859	icon\monster\fbnpc00036.png			57	2	5			"clone002_normal18,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002047	传令兵(召唤）	154	AttackNpc	2	45	1	1	0	npc\fbnpc00036	2.09859	icon\monster\fbnpc00036.png			57	2	7			"clone002_normal18,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002051	边关刀盾手	155	AttackNpc	2	45	1	1	0	npc\fbfunnpc00005	0.989951	icon\monster\fbfunnpc00005.png			57	2	5		LongmMon001	"clone002_normal04,1,10;clone002_normal06,1,10;clone002_normal07,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1	AI_clone002_01									-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002052	戌兵弓箭手	156	AttackNpc	2	45	1	1	0	npc\fbnpc00033b	1.09859	icon\monster\fbnpc00033.png			57	2	5		LongmMon001	"clone002_normal04,1,10;clone002_normal06,1,10;clone002_normal07,1,10;clone002_normal05,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1	AI_clone002_02									-1	0																		0	0	0	1			1500	20	1000		5	1			0					-1									
npcclone002053	边关卫兵(召唤）	157	AttackNpc	2	45	1	1	0	npc\fbnpc00036	2.09859	icon\monster\fbnpc00036.png			55	2	5			"clone002_normal18,1,10"	0	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1	AI_clone002_03									-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002054	胡人刀兵(召唤）	158	AttackNpc	2	45	1	1	0	npc\fbnpc00031	0.877861	icon\monster\fbnpc00031.png		npc\clone\clone002\gotosomewhere.lua	55	2	7			"clone002_normal18,1,10"	1	1	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		1	0	0				1500	20	1000		5	1			0					-1									
npcclone002055	胡人百夫长	159	AttackNpc	2	59	1	1	0	npc\monster478	1.095	icon\monster\monster478.png			57	2	7		LongmMon001	"clone002_normal12,1,10;clone002_normal14,1,10;clone002_normal18,1,10;clone002_normal11,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1	AI_clone002_06									-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002056	胡人守备官	160	AttackNpc	2	59	1	1	0	npc\monster477	1.095	icon\monster\monster477.png			57	2	6		LongmMon001	"clone002_normal12,1,10;clone002_normal14,1,10;clone002_normal18,1,10;clone002_normal05,1,10"	1	100	1.5	0	2	1500	60	1800	npc_foundplayer	0	1	AI_clone002_07									-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002057	胡人弓弩手	161	AttackNpc	2	45	1	1	0	npc\fbnpc00033	1.09859	icon\monster\fbnpc00033.png			57	2	0		LongmMon001	"clone002_normal04,1,10;clone002_normal14,1,10;clone002_normal18,1,10;clone002_normal11,1,10"	1	50	0	0	2	1500	60	1800	npc_foundplayer	0	1	AI_clone002_05									-1	0																		0	0	0	1			1500	20	1000		5	1			0					-1									
npcclone002058	好吃的狼	162	AttackNpc	2	45	1	1	0	npc\petm_c_1500	0.955	icon\monster\monster009.png			57	2	5		LongmMon001	"clone002_normal18,1,10;clone002_normal17,1,10;clone002_normal11,1,10"	1	50	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002059	斫镇卫兵	163	AttackNpc	2	45	1	1	0	npc\fbnpc00036b	1.09859	icon\monster\fbnpc00036.png			56	2	5		LongmMon001	"clone002_normal04,1,50;clone002_normal14,1,50;clone002_normal13,1,30"	0	25	1.5	0	2	1500	60	1800	npc_foundplayer	0	1	clone002_041									-1	0																		0	0	0				1500	20	1000		5	1			100					-1									
npcclone002060	胡人刀兵(任务2069）	164	AttackNpc	2	45	1	1	0	npc\fbnpc00031	0.877861	icon\monster\fbnpc00031.png			55	2	5			"clone002_normal08,1,50;clone002_normal10,1,50;clone002_normal13,1,30"	1	10	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			0					-1									
npcclone002061	胡人弓弩手(任务2069)	165	AttackNpc	2	45	1	1	0	npc\fbnpc00033	1.09859	icon\monster\fbnpc00033.png			55	2	0			"clone002_normal08,1,50;clone002_normal10,1,50;clone002_normal13,1,30;clone002_normal06,1,30"	0	50	0	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0	1			1500	20	1000		5	1			20					-1									
npcclone002062	胡人百夫长(任务2069)	166	AttackNpc	2	45	1	1	0	npc\monster478	1.095	icon\monster\monster478.png			55	2	5			"clone002_normal08,1,50;clone002_normal10,1,50;clone002_normal08,1,30;clone002_normal06,1,30"	0	50	1.5	0	2	1500	60	1800	npc_foundplayer	0	1					lsp_r_npcitem356	lstuff1_1	33	stand		-1	0																		0	0	0				1500	20	1000		5	1			20					-1									
npcclone002063	西域商人护卫（任务2053）		AttackNpc	2	45	1	1	0	npc\fbnpc00031	0.877861	icon\funcnpc\fbnpc00031.png			55	2	5			"clone002_normal08,1,50;clone002_normal10,1,50;clone002_normal13,1,30;clone002_normal10,1,30"	0	10	1.5	0	2	1500	60	1800	npc_foundplayer	0	1										-1	0																		0	0	0				1500	20	1000		5	1			20					-1									
brokennpc002001	桌椅		AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem001	1.877861				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002002			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem002	1.877862				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002003			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem003	1.877863				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002004			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem004	1.877864				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002005			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem005	1.877865				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002006			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem006	1.877866				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002007			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem007	1.877867				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002008			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem008	1.877868				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002009			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem009	1.877869				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002010			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem010	1.87787				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002011			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem011	1.877871				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002012			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem012	1.877872				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002013			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem013	1.877873				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002014			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem014	1.877874				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002015			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem015	1.877875				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002016			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem016	1.877876				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002017			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem017	1.877877				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002018			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem018	1.877878				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002019			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem019	1.877879				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002020			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem020	1.87788				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002021			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem021	1.877881				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002022			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem022	1.877882				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002023			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem023	1.877883				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002024			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem024	1.877884				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002025			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem025	1.877885				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
brokennpc002026			AttackNpc	172	34	1	0	1	npc\brokennpc\brokenitem026	1.877886				55	1	0				1	5	0	1	2	2000	60000	600000		0	1										-1	4																		1	1	0	1	1										0					-1									
