NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	实力包编号	AI类型	表现AI包编号	NPC类型	是否转身	模型编号	模型半径	图片	材质类型	脚本编号	级别	怪物强度	跑步速度	修为经验	掉落	掉落数量	技能表	主动被动	响应范围	走路速度	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	缩放	武器名称	武器持握方式	武器类型	出生状态	随机动作	刷新时间	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	碰撞时对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	不能移动	攻击防御比重	防御概率	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	接任务表	交任务表	善恶参数	时间轴	格挡方式(-1表示不格挡)	破防几率	破防使用技能	格挡CD	使用轻功	轻功使用概率(默认为0)	脱战回血	连招表	加载蓝条	黑幕对话	不会反击	动作集	无受击动作（1不播放）	上半身受击动作（1不播放）	NPC优先显示	动态图标	商店ID	天气包	是否可见	动态副本积分	动态buff包	动态技能包	动态副本限制套路标志	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
bossclone001315	穆道人（高）	BossNpc	268	543	7	1	340		npc\fbboss00002	0.951906	icon\monster\fbboss00002.png		npc\clone\clone001\bossclone001002.lua	70	4	7			10	"clone001_mudaoren_bmsg_C,1,0;clone001_mudaoren_hgdf_C,1,0;clone001_mudaoren_ljfs_C,1,0;clone001_nhg_C,1,0;clone001_pxcyz_C,1,0;clone001_mudaoren_01_C,1,0;clone001_mudaoren_02_C,1,0;clone001_mudaoren_03_C,1,0;clone001_mudaoren_04_C,1,0;clone001_mudaoren_05_C,1,0;clone001_mudaoren_06_C,1,0;clone001_mudaoren_07_C,1,0;clone001_kuangbao_C,1,0"	0	15	1.5	1	2	3600	300	7200								sword1_1				-1					2													funnpcclone001001	bossclone001011;bossclone001008;bossclone001007;bossclone001005;bossclone001018	0	0	0		90	-1	2000	20	1000	1		35				1			1001		249	1			2		5			20									1	1													
																																																																																																																
npcclone001012	豹卫头领	BossNpc		102	7	1	3		npc\monster189	0.938074	icon\monster\monster189.png		npc\clone\clone001\npcclone001012.lua	52	3	5					0	15	1.5	1	2	3600	300	7200												-1					2													funnpcclone001001		0	0	0		100	-1	2000	20	1000	1		10							1001						2					20									1	1													
bossclone001020	童子	BossNpc		102	7	1	3		npc\monster102a	0.75	icon\monster\monster102.png		npc\clone\clone001\liuhetongzi.lua	52	3	5					0	15	1.5	1	2	3	3	3								hand1_1				-1					2													funnpcclone001001		0	0	0		100	-1	2000	20	1000	1		10							1001						2					20									1	1													
																																																																																																																
	//武当出师副本																																																																																																															
bossclone001020	童子	BossNpc		102	7	1	340		npc\monster102a	1	icon\monster\monster102.png		npc\clone\clone001\liuhetongzi.lua	52	10	5					0	15	1.5	1	2	3	1	1								hand1_1				-1					2													funnpcclone001001		0	0	0		100	-1	2000	20	1000	1		10							1001						2		17			20			4						1	1													
BossClone007001	桑书云	BossNpc	469	300	7	1	340		npc\fbboss00121	1	icon\monster\fbboss00121.png		npc\clone\clone007\bossclone007001.lua	60	10	6				"clone007_ssy_ymfz,1,0;clone007_ssy_ynsy,1,0;clone007_ssy_snxy,1,0;clone007_ssy_sds,1,0;clone007_ssy_ctwy,1,0;clone007_ssy_01,1,5;"	0	20	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"	s_r_245_default	sword1_1	2	stand		-1					2																				-1	2000	20	1000	1		10			40	1		clone007_normal_ssy	2		412				2	108	17	30	clone007_ssy_xuzhao	20	15	50	4						1	1													
BossClone007003	陆寒山	BossNpc	470	300	7	1	340		npc\fbboss00123	1	icon\monster\fbboss00123.png		npc\clone\clone007\bossclone007003.lua	58	10	6				"clone007_lhs_qmlw,1,0;clone007_lhs_dbtx,1,0;clone007_lhs_dmsz,1,0;clone007_lhs_xxdf,1,0;clone007_lhs_01,1,5;clone007_luhanshan04,1,0;"	0	20	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand1_1	0	stand		-1					1																				-1	2000	20	1000	1		10			40	1		clone007_normal_lhs	1061		413				2	105	17	30	clone007_lhs_xuzhao	20	15	50	4						1	1													
BossClone007002	甲	BossNpc	471	297	7	1	340		npc\worldnpc544	1	icon\funcnpc\worldnpc544.png		npc\clone\clone007\bossclone007002.lua	52	10	6				"clone007_jia_01,1,0;clone007_jia_02,1,0"	0	20	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"	dk_r_650	dknife2_1		stand		-1					1																				-1	2000	20	1000	1		10			60	1			1061		535				2		17			20	15	50	4						1	1													
BossClone007018	乙	BossNpc	472	297	7	1	340		npc\fbboss00124	1	icon\monster\fbboss00124.png		npc\clone\clone007\bossclone007018.lua	51	10	6				"clone007_yi_01,1,0;clone007_yi_02,1,0"	0	20	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"	db_rl_npcitem024	dax1_1	11	stand		-1					1																				-1	2000	20	1000	1		10			60	1			1061		538				2		17			20	15	50	4						1	1													
BossClone007019	丙	BossNpc	473	297	7	1	340		npc\fbboss00124	1	icon\monster\fbboss00124.png		npc\clone\clone007\bossclone007019.lua	51	10	6				"clone007_yi_01,1,0;clone007_yi_02,1,0"	0	20	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		blade1_1	1	stand		-1					1																				-1	2000	20	1000	1		10			60	1			1061		539				2		17			20	15	50	4						1	1													
BossClone007009p	苍松道长(普通）	BossNpc	474	299	7	1	340		npc\fbboss00125	1	icon\monster\fbboss00125.png		npc\clone\clone007\bossclone007009.lua	54	10	6				"clone007_csdz_yqlj,1,0;clone007_csdz_zjqw,1,0;clone007_csdz_dch,1,0;clone007_csdz_dmfx,1,0;clone007_csdz_qws,1,0;clone007_csdz_01,1,5;Clone007_NpcZhenFa_xjdz,1,0;clone007_csdz_xdfy,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		sword2_1	2	stand		-1					2																	1			-1	2000	20	1000	1		10			0	1		clone007_normal_csdz	2		414				2	101	17	30	clone007_csdz_xuzhao	20	15	50	4						1	1													
BossClone007010p	无为道长(普通）	BossNpc	475	300	7	1	340		npc\fbboss00126	1	icon\monster\fbboss00126.png		npc\clone\clone007\bossclone007010.lua	60	10	6				"clone007_wwdz_lqw,1,0;clone007_wwdz_typt,1,0;clone007_wwdz_tyst,1,0;clone007_wwdz_yjys,1,0;clone007_wwdz_xmzj,1,0;clone007_wwdz_01,1,5;clone007_wwdz_dkcx,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand2_1	0	stand		-1					2																	0			-1	2000	20	1000	1		10			0	1		clone007_normal_wwdz	1069		415				2	99	17	30	clone007_wwdz_xuzhao	20	15	50	4						1	1													
BossClone007011p	圆通道长(普通）	BossNpc	476	299	7	1	340		npc\fbboss00127	1	icon\monster\fbboss00127.png		npc\clone\clone007\bossclone007011.lua	55	10	6				"clone007_ytdz_tgbdb,1,0;clone007_ytdz_ylcl,1,0;clone007_ytdz_yhcs,1,0;clone007_ytdz_smzn,1,0;clone007_ytdz_smzx,1,0;clone007_ytdz_01,1,5;clone007_ytdz_jtdd,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand3_1	0	stand		-1					2																	1			-1	2000	20	1000	1		10			30	1		clone007_normal_ytdz	2		416				2	97	17	30	clone007_ytdz_xuzhao	20			4						1	1													
BossClone007012p	玄真道长(普通）	BossNpc	477	299	7	1	340		npc\fbboss00131	1	icon\monster\fbboss00131.png		npc\clone\clone007\bossclone007012.lua	51	10	6				"clone007_xzdz_tg1s,1,0;clone007_xzdz_tg2s,1,0;clone007_xzdz_dlqx,1,0;clone007_xuanzhen_04,1,0;clone_xuanzhen_shui,1,0;clone_xuanzhen_huo,1,0;clone_xuanzhen_tu,1,0;clone_xuanzhen_mu,1,0;clone_xuanzhen_jin,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"				stand		-1					2																	1			-1	2000	20	1000	1		10			0	1		clone007_normal_xzdz	2		417				2		17	30	clone007_xzdz_xuzhao	20	15	50	4						1	1													
BossClone007013p	剑(普通）	BossNpc	478	299	7	1	340		npc\fbboss00129	1	icon\monster\fbboss00129.png			56	10	4.5				"clone007_ts_tsjz01,1,0;clone007_ts_dbcj,1,0;clone007_ts_scdx,1,0;clone007_ts_zrjh,1,0;clone007_ts_yszl,1,0;clone007_ts_xczr,1,0;clone007_ts_tsjz02,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					1																				-1	2000	20	1000	1		10			0	1		clone007_normal_ts	2		418				2	103	17	30	clone007_ts_xuzhao	20			4						1	1													
BossClone007014p	巨石(普通）	BossNpc	479	16	0	1	340		npc\brokennpc\brokenitem065	1	icon\monster\fbboss00130.png		npc\clone\clone007\bossclone007014.lua	50	10	0				"clone007_luoshi,1,0;clone007_luoshi_b,1,0;"	1	0	0	1	2	1800	10	3600	npc_foundplayer											-1					1																				-1	2000	20	1000	1		10			0	1			1061		536				2	95	17			20			4						1	1													
BossClone007009k	苍松道长（困难）	BossNpc		182	7	1	340		npc\fbboss00125	1	icon\monster\fbboss00125.png		npc\clone\clone007\bossclone007009.lua	62	10	6				"clone007_csdz_yqlj_k,1,0;clone007_csdz_dch_k,1,0;clone007_csdz_zjqw_k,1,0;clone007_csdz_qws_k,1,0;clone007_csdz_xdfy_k,1,0;clone007_csdz_01_k,1,5'clone007_csdz_dmfx,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		sword2_1	2			-1					2																				-1	2000	20	1000	1		10			0	1			2		422				2	283	5	30	clone007_csdz_xuzhao_k	20	15	50	4						1	1													
BossClone007010k	无为道长（困难）	BossNpc		182	7	1	340		npc\fbboss00126	1	icon\monster\fbboss00126.png		npc\clone\clone007\bossclone007010.lua	63	10	6				"clone007_wwdz_tyst_k,1,0;clone007_wwdz_yjys,1,0;clone007_wwdz_typt_k,1,0;clone007_wwdz_lqw_k,1,0;clone007_wwdz_xmzj,1,0;clone007_wwdz_01_k,1,5;clone007_wwdz_dkcx,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand2_1	0			-1					2																				-1	2000	20	1000	1		10			0	1			2		595				2	282	5	30	clone007_wwdz_xuzhao_k	20	15	50	4						1	1													
BossClone007011k	圆通道长（困难）	BossNpc		182	7	1	340		npc\fbboss00127	1	icon\monster\fbboss00127.png		npc\clone\clone007\bossclone007011.lua	64	10	6				"clone007_ytdz_tgbdb_k,1,0;clone007_ytdz_ylcl_k,1,0;clone007_ytdz_yhcs_k,1,0;clone007_ytdz_smzz,1,0;clone007_ytdz_jtdd,1,0;clone007_ytdz_01_k,1,5;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand3_1	0			-1					2																				-1	2000	20	1000	1		10			30	1			2		596				2	280	5	30	clone007_ytdz_xuzhao_k	20			4						1	1													
BossClone007012k	玄真道长（困难）	BossNpc		182	7	1	340		npc\fbboss00131	1	icon\monster\fbboss00131.png		npc\clone\clone007\bossclone007012.lua	61	10	6				"clone007_xzdz_01_k,1,5;clone007_xzdz_dlqx,1,0;clone007_xzdz_tg1s,1,0;clone007_xzdz_tg2s,1,0;clone007_xuanzhen_04,1,0;clone_xuanzhen_shui,1,0;clone_xuanzhen_huo,1,0;clone_xuanzhen_tu,1,0;clone_xuanzhen_mu,1,0;clone_xuanzhen_jin,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					2																				-1	2000	20	1000	1		10			0	1		clone007_noratt	2		597				2		5	30	clone007_xzdz_xuzhao_k	20	15	50	4						1	1													
BossClone007013k	剑（困难）	BossNpc		182	7	1	340		npc\fbboss00129	1	icon\monster\fbboss00129.png			65	10	4.5				"clone007_ts_xczr_k,1,0;clone007_ts_tsjz01,1,0;clone007_ts_yszl_k,1,0;clone007_ts_dbcj_k,1,0;clone007_ts_tsjz02,1,0;clone007_ts_scdx,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					1																				-1	2000	20	1000	1		10			0	1			2		598				2	285	5	30	clone007_ts_xuzhao_k	20			4						1	1													
BossClone007014k	巨石（困难）	BossNpc		16	0	1	340		npc\brokennpc\brokenitem065	1	icon\monster\fbboss00130.png		npc\clone\clone007\bossclone007014.lua	61	10	0				"clone007_luoshi,1,0;clone007_luoshi_b,1,0;"	1	0	0	1	2	1800	10	3600	npc_foundplayer											-1					1																				-1	2000	20	1000	1		10			0	1			1061		410				2	95	5			20			4						1	1													
BossClone007009d	苍松道长（地狱）	BossNpc		188	7	1	340		npc\fbboss00125	1	icon\monster\fbboss00125.png		npc\clone\clone007\bossclone007009.lua	67	10	6				"clone007_csdz_yqlj_d,1,0;clone007_csdz_dch_d,1,0;clone007_csdz_zjqw_d,1,0;clone007_csdz_qws_d,1,0;clone007_csdz_xdfy_d,1,0;clone007_csdz_dmfx_d,1,0;clone007_csdz_01_d,1,5;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		sword2_1	2			-1					2																				-1	2000	20	1000	1		10			0	1			2		600				2	293	5	30	clone007_csdz_xuzhao_d	20	15	50	4						1	1													
BossClone007010d	无为道长（地狱）	BossNpc		188	7	1	340		npc\fbboss00126	1	icon\monster\fbboss00126.png		npc\clone\clone007\bossclone007010.lua	67	10	6				"clone007_wwdz_lqw_d,1,0;clone007_wwdz_typt_d,1,0;clone007_wwdz_tyst_d,1,0;clone007_wwdz_yjys_d,1,0;clone007_wwdz_xmzj_d,1,0;clone007_wwdz_01,1,5;clone007_wwdz_dkcx,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand2_1	0			-1					2																				-1	2000	20	1000	1		10			0	1			2		601				2	292	5	30	clone007_wwdz_xuzhao_d	20	15	50	4						1	1													
BossClone007011d	圆通道长（地狱）	BossNpc		188	7	1	340		npc\fbboss00127	1	icon\monster\fbboss00127.png		npc\clone\clone007\bossclone007011.lua	68	10	6				"clone007_ytdz_tgbdb_d,1,0;clone007_ytdz_ylcl_d,1,0;clone007_ytdz_yhcs_d,1,0;clone007_ytdz_smzz_d,1,0;clone007_ytdz_jtdd_d,1,0;clone007_ytdz_01_d,1,5;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand3_1	0			-1					2																				-1	2000	20	1000	1		10			30	1			2		602				2	290	5	30	clone007_ytdz_xuzhao_d	20			4						1	1													
BossClone007012d	玄真道长（地狱）	BossNpc		182	7	1	340		npc\fbboss00131	1	icon\monster\fbboss00131.png		npc\clone\clone007\bossclone007012.lua	66	10	6				"clone007_xzdz_01_d,1,5;clone007_xzdz_dlqx,1,0;clone007_xzdz_tg1s,1,0;clone007_xzdz_tg2s,1,0;clone007_xuanzhen_04,1,0;clone_xuanzhen_shui,1,0;clone_xuanzhen_huo,1,0;clone_xuanzhen_tu,1,0;clone_xuanzhen_mu,1,0;clone_xuanzhen_jin,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					2																				-1	2000	20	1000	1		10			0	1		clone007_noratt	2		603				2		5	30	clone007_xzdz_xuzhao_d	20	15	50	4						1	1													
BossClone007013d	剑（地狱）	BossNpc		188	7	1	340		npc\fbboss00129	1	icon\monster\fbboss00129.png			68	10	4.5				"clone007_ts_xczr_d,1,0;clone007_ts_tsjz01,1,0;clone007_ts_yszl_d,1,0;clone007_ts_dbcj_k,1,0;clone007_ts_tsjz02,1,0;clone007_ts_scdx_d,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					1																				-1	2000	20	1000	1		10			0	1			2		604				2	295	5	30	clone007_ts_xuzhao_d	20			4						1	1													
BossClone007014d	巨石（地狱）	BossNpc		16	0	1	340		npc\brokennpc\brokenitem065	1	icon\monster\fbboss00130.png		npc\clone\clone007\bossclone007014.lua	66	10	0				"clone007_luoshi,1,0;clone007_luoshi_b,1,0;"	1	0	0	1	2	1800	10	3600	npc_foundplayer											-1					1																				-1	2000	20	1000	1		10			0	1			1061		410				2	95	5			20			4						1	1													
BossClone007009x	苍松道长（修罗）	BossNpc		16	7	1	340		npc\fbboss00125	1	icon\monster\fbboss00125.png		npc\clone\clone007\bossclone007009.lua	66	10	6				"clone007_cangsong_01,1,0;clone007_cangsong_02,1,0;clone007_cangsong_03,1,0;clone007_cangsong_04,1,0;clone007_cangsong_05,1,0;clone007_cangsong_06,1,0;clone007_cangsong_07,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		sword2_1	2			-1					2																				-1	2000	20	1000	1		10			0	1			2						2		5			20	15	50	4						1	1													
BossClone007010x	无为道长（修罗）	BossNpc		16	7	1	340		npc\fbboss00126	1	icon\monster\fbboss00126.png		npc\clone\clone007\bossclone007010.lua	66	10	6				"clone007_wwdz_lqw_d,1,0;clone007_wwdz_typt_d,1,0;clone007_wwdz_tyst_d,1,0;clone007_wwdz_yjys_d,1,0;clone007_wwdz_xmzj_d,1,0;clone007_wwdz_01,1,5;clone007_wwdz_dkcx_d,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand2_1	0			-1					2																				-1	2000	20	1000	1		10			0	1			2						2		5			20	15	50	4						1	1													
BossClone007011x	圆通道长（修罗）	BossNpc		16	7	1	340		npc\fbboss00127	1	icon\monster\fbboss00127.png		npc\clone\clone007\bossclone007011.lua	66	10	6				"clone007_yuantong_01,1,0;clone007_yuantong_02,1,0;clone007_yuantong_03,1,0;clone007_yuantong_04,1,0;clone007_yuantong_05,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		hand3_1	0			-1					2																				-1	2000	20	1000	1		10			30	1			2						2		5			20			4						1	1													
BossClone007012x	玄真道长（修罗）	BossNpc		16	7	1	340		npc\fbboss00131	1	icon\monster\fbboss00131.png		npc\clone\clone007\bossclone007012.lua	66	10	6				"clone007_xuanzhen_01,1,0;clone007_xuanzhen_02,1,0;clone007_xuanzhen_03,1,0;clone007_xuanzhen_04,1,0;clone_xuanzhen_shui,1,0;clone_xuanzhen_huo,1,0;clone_xuanzhen_tu,1,0;clone_xuanzhen_mu,1,0;clone_xuanzhen_jin,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					2																				-1	2000	20	1000	1		10			0	1		clone007_noratt	2						2		5			20	15	50	4						1	1													
BossClone007013x	剑（修罗）	BossNpc		16	7	1	340		npc\fbboss00129	1	icon\monster\fbboss00129.png			66	10	4.5				"clone007_tianshu_01,1,0;clone007_tianshu_02,1,0;clone007_tianshu_03,1,0;clone007_tianshu_04,1,0;clone007_tianshu_05,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"						-1					1																				-1	2000	20	1000	1		10			0	1			2						2		5			20			4						1	1													
BossClone007014x	巨石（修罗）	BossNpc		16	0	1	340		npc\brokennpc\brokenitem065	1	icon\monster\fbboss00130.png		npc\clone\clone007\bossclone007014.lua	66	10	0				"clone007_luoshi,1,0;clone007_luoshi_b,1,0;"	1	0	0	1	2	1800	10	3600	npc_foundplayer											-1					1																				-1	2000	20	1000	1		10			0	1			1061		410				2	95	5			20			4						1	1													
																																																																																																																
BossClone007016	向九尘比招	BossNpc		16	7	1	340		npc\worldnpc053	1	icon\funcnpc\worldnpc053.png		npc\clone\clone007\bossclone007016.lua	52	10	6					0	15	2	1	2	1800	300	3600								hand3_1	0	stand		-1					2																				-1	2000	20	1000	1		10			0				2		448				2		5			20			4						1	1													
BossClone007004	乙任务用	BossNpc		16	7	1	3		npc\monster243	1	icon\monster\monster243.png		npc\clone\clone007\wd_task_boss_1.lua	5	10	6					0	15	2	0	2	1800	300	3600	npc_foundplayer							hand1_1	0	stand		-1					1													FunnpcClone007101				1			-1	1500	20	1000	1		10			20				2						2		5			20			4						1	1													
BossClone007005	丙任务用	BossNpc		16	7	1	3		npc\worldnpc543	1	icon\funcnpc\worldnpc543.png		npc\clone\clone007\wd_task_boss_1.lua	5	10	6					0	15	2	0	2	1800	300	3600	npc_foundplayer							hand2_1	0	stand		-1					1													FunnpcClone007101				1			-1	1500	20	1000	1		10			20				2						2		5			20			4						1	1													
BossClone007006	丁	BossNpc		16	7	1	3		npc\fbboss00124	1	icon\monster\fbboss00124.png		npc\clone\clone007\bossclone007006.lua	5	10	6					0	15	2	1	2	1800	300	3600	npc_foundplayer											-1																									-1	1500	20	1000	1		10			0										2		5			20			4						1	1													
BossClone007007	戊	BossNpc		16	7	1	3		npc\fbboss00124	1	icon\monster\fbboss00125.png		npc\clone\clone007\bossclone007007.lua	5	10	6					0	15	2	1	2	1800	300	3600	npc_foundplayer											-1																									-1	1500	20	1000	1		10			0										2		5			20			4						1	1													
BossClone007008	己	BossNpc		16	7	1	3		npc\fbboss00124	1	icon\monster\fbboss00126.png		npc\clone\clone007\bossclone007008.lua	5	10	6					0	15	2	1	2	1800	300	3600	npc_foundplayer											-1																									-1	1500	20	1000	1		10			0										2		5			20			4						1	1													
BossClone007015	假向九尘开密道	BossNpc		16	7	1	3		npc\worldnpc053	1	icon\funcnpc\worldnpc053.png		npc\clone\clone007\bossclone007015.lua	5	10	6					0	15	2	1	2	1800	300	3600												-1																									-1	1500	20	1000	1		10			0										2		5			20			4						1	1													
BossClone007017	假向九尘地宫	CommonNpc		16	0	1	166		npc\worldnpc053	1	icon\funcnpc\worldnpc053.png		npc\clone\clone007\bossclone007017.lua	5	10	6					0	15	2	1	2	1800	300	3600								hand1_1	0	stand		-1																									-1	1500	20	1000	1		10			0										2		5			20			4						1	1													
BossClone007020	曲意	BossNpc		16	7	1	3		npc\worldnpc054	1	icon\funcnpc\worldnpc054.png		npc\clone\clone007\bossclone007020.lua	50	10	6								1	2	1800	300	3600								hand1_1	0	stand		-1																									-1	1500	20	1000	1		10			0										2		5			20			4						1	1													
BossClone007021	互掐npc测试男	BossNpc		16	7	1	3		npc\worldnpc053	1	icon\funcnpc\worldnpc053.png		npc\clone\clone007\bossclone007021.lua	50	10	6				"bossclone002002_01,1,10;bossclone002002_02,1,10;bossclone002002_03,1,10;bossclone002003_01,1,10;bossclone002003_02,1,10;bossclone002003_03,1,10;bossclone002004_01,1,10;bossclone002004_02,1,10;bossclone002004_03,1,10;bossclone002005_01,1,10;bossclone002005_02,1,10;bossclone002005_03,1,10;bossclone002006_01,1,10;bossclone002006_02,1,10;bossclone002006_03,1,10;"	0	10	2	1	2	1800	300	3600								hand1_1	0			-1					1061																	1			-1	1500	20	1000	1		10			0				1061	"1062,0"					2		5			20			4						1	1													
BossClone007022	互掐npc测试女	BossNpc		16	7	1	3		npc\worldnpc054	1	icon\funcnpc\worldnpc054.png		npc\clone\clone007\bossclone007022.lua	50	10	6				"bossclone002002_01,1,10;bossclone002002_02,1,10;bossclone002002_03,1,10;bossclone002003_01,1,10;bossclone002003_02,1,10;bossclone002003_03,1,10;bossclone002004_01,1,10;bossclone002004_02,1,10;bossclone002004_03,1,10;bossclone002005_01,1,10;bossclone002005_02,1,10;bossclone002005_03,1,10;bossclone002006_01,1,10;bossclone002006_02,1,10;bossclone002006_03,1,10;"	0	10	2	1	2	1800	300	3600								hand1_1	0			-1					1062																	1			-1	1500	20	1000	1		10			0				1062	"1061,0"					2		5			20			4						1	1													
bossclone007031d	陆机（地狱）	BossNpc		188	7	1	3		npc\worldnpc229.ini	1	icon\monster\monster102.png		npc\clone\clone007\bossclone007031.lua	69	10	5				"clone007_lj_qtfy,1,0;clone007_lj_ryhc,1,0;clone007_lj_qybl,1,0;clone007_lj_qyyy,1,0;clone007_lj_tjlh,1,0;clone007_lj_01,1,5;clone007_lj_yyjs,1,0;"	0	6	2	1	2	1800	300	3600						"1.4,1.4,1.4"		hand1_1	0			-1					1061																				-1	2000	20	1000	1		10			0				2	"1062,0"	606				2	300	5	30	clone007_lj_xuzhao	20	15	50	4						1	1													
bossclone007031x	陆机（修罗）	BossNpc		102	7	1	3		npc\worldnpc229.ini	1	icon\monster\monster102.png		npc\clone\clone007\bossclone007031.lua	66	10	5					0	6	2	1	2	1800	300	3600						"1.4,1.4,1.4"		hand1_1	0			-1					1061																				-1	2000	20	1000	1		10			0				2	"1062,0"					2		5			20	15	50	4						1	1													
bossclone007032d	璇玑道长（地狱）	BossNpc		188	7	1	3		npc\fbboss00121	1	icon\monster\fbboss00121.png		npc\clone\clone007\bossclone007032.lua	69	10	5				"clone007_xjdz_tjpq,1,0;clone007_xjdz_jlch,1,0;clone007_xjdz_yyqj,1,0;clone007_xjdz_dxdl,1,0;clone007_xjdz_01,1,5;clone007_xjdz_jgsz,1,0;"	0	15	2	1	2	1800	300	3600	npc_foundplayer					"1.4,1.4,1.4"		sword1_1	2	stand		-1					1																				-1	2000	20	1000	1		10			0				2		607				2	302	5	30	clone007_xjdz_xuzhao	20	15	50	4						1	1													
