NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	AI编辑包	触发条件	世界触发器相关	存在时间	触发高度
EventNpc10347	EventNpc	晒谷场	npc\worldnpc140	47	4	15		2	10347	1							
EventNpc10348	EventNpc	卧佛处	npc\worldnpc140	47	4	10		2	10348	1							
EventNpc10310	EventNpc	桂花树	npc\worldnpc141	47	4	15		2	10310	1							
																	
																	
	日常任务用触发点																
																	
	成都押镖任务用触发点																
EventNpc14126	EventNpc	南蛮集市	npc\worldnpc140	47	4	8	55	1	14126	1							
EventNpc14127	EventNpc	徐家庄	npc\worldnpc140	47	4	8	56	1	14127	1							
EventNpc14128	EventNpc	沈家堡	npc\worldnpc140	47	4	8	57	1	14128	1							
EventNpc14129	EventNpc	武侯祠	npc\worldnpc140	47	4	8	58	1	14129	1							
EventNpc14130	EventNpc	丐帮驻地	npc\worldnpc140	47	4	8	59	1	14130	1							
EventNpc14131	EventNpc	青羊宫	npc\worldnpc140	47	4	8	60	1	14131	1							
EventNpc14132	EventNpc	二仙庵	npc\worldnpc140	47	4	8	61	1	14132	1							
EventNpc14133	EventNpc	杜甫草堂	npc\worldnpc140	47	4	8	62	1	14133	1							
EventNpc14134	EventNpc	浣花剑派	npc\worldnpc140	47	4	8	63	1	14134	1							
EventNpc14135	EventNpc	南宫世家	npc\worldnpc140	47	4	8	64	1	14135	1							
EventNpc14136	EventNpc	南蛮集市	npc\worldnpc140	47	4	8	65	1	14136	1							
EventNpc14137	EventNpc	徐家庄	npc\worldnpc140	47	4	8	66	1	14137	1							
EventNpc14138	EventNpc	沈家堡	npc\worldnpc140	47	4	8	67	1	14138	1							
EventNpc14139	EventNpc	武侯祠	npc\worldnpc140	47	4	8	68	1	14139	1							
EventNpc14140	EventNpc	丐帮驻地	npc\worldnpc140	47	4	8	69	1	14140	1							
EventNpc14141	EventNpc	青羊宫	npc\worldnpc140	47	4	8	70	1	14141	1							
EventNpc14142	EventNpc	二仙庵	npc\worldnpc140	47	4	8	71	1	14142	1							
EventNpc14143	EventNpc	杜甫草堂	npc\worldnpc140	47	4	8	72	1	14143	1							
EventNpc14144	EventNpc	浣花剑派	npc\worldnpc140	47	4	8	73	1	14144	1							
EventNpc14145	EventNpc	南宫世家	npc\worldnpc140	47	4	8	74	1	14145	1							
EventNpc14146	EventNpc	唐门	npc\worldnpc140	47	4	8	75	1	14146	1							
EventNpc14147	EventNpc	向阳坡	npc\worldnpc140	47	4	8	76	1	14147	1							
EventNpc14148	EventNpc	念萝坝	npc\worldnpc140	47	4	8	77	1	14148	1							
EventNpc14149	EventNpc	峨眉	npc\worldnpc140	47	4	8	78	1	14149	1							
EventNpc14150	EventNpc	千灯镇	npc\worldnpc140	47	4	8	79	1	14150	1							
																	
EventNpc14176	EventNpc	南蛮集市	npc\worldnpc140	47	4	8	80	1	14176	1							
EventNpc14177	EventNpc	徐家庄	npc\worldnpc140	47	4	8	81	1	14177	1							
EventNpc14178	EventNpc	沈家堡	npc\worldnpc140	47	4	8	82	1	14178	1							
EventNpc14179	EventNpc	武侯祠	npc\worldnpc140	47	4	8	83	1	14179	1							
EventNpc14180	EventNpc	丐帮驻地	npc\worldnpc140	47	4	8	84	1	14180	1							
EventNpc14181	EventNpc	青羊宫	npc\worldnpc140	47	4	8	85	1	14181	1							
EventNpc14182	EventNpc	二仙庵	npc\worldnpc140	47	4	8	86	1	14182	1							
EventNpc14183	EventNpc	杜甫草堂	npc\worldnpc140	47	4	8	87	1	14183	1							
EventNpc14184	EventNpc	浣花剑派	npc\worldnpc140	47	4	8	88	1	14184	1							
EventNpc14185	EventNpc	南宫世家	npc\worldnpc140	47	4	8	89	1	14185	1							
EventNpc14186	EventNpc	南蛮集市	npc\worldnpc140	47	4	8	90	1	14186	1							
EventNpc14187	EventNpc	徐家庄	npc\worldnpc140	47	4	8	91	1	14187	1							
EventNpc14188	EventNpc	沈家堡	npc\worldnpc140	47	4	8	92	1	14188	1							
EventNpc14189	EventNpc	武侯祠	npc\worldnpc140	47	4	8	93	1	14189	1							
EventNpc14190	EventNpc	丐帮驻地	npc\worldnpc140	47	4	8	94	1	14190	1							
EventNpc14191	EventNpc	青羊宫	npc\worldnpc140	47	4	8	95	1	14191	1							
EventNpc14192	EventNpc	二仙庵	npc\worldnpc140	47	4	8	96	1	14192	1							
EventNpc14193	EventNpc	杜甫草堂	npc\worldnpc140	47	4	8	97	1	14193	1							
EventNpc14194	EventNpc	浣花剑派	npc\worldnpc140	47	4	8	98	1	14194	1							
EventNpc14195	EventNpc	南宫世家	npc\worldnpc140	47	4	8	99	1	14195	1							
EventNpc14196	EventNpc	唐门	npc\worldnpc140	47	4	8	100	1	14196	1							
EventNpc14197	EventNpc	向阳坡	npc\worldnpc140	47	4	8	101	1	14197	1							
EventNpc14198	EventNpc	峨眉	npc\worldnpc140	47	4	8	102	1	14198	1							
EventNpc14199	EventNpc	千灯镇	npc\worldnpc140	47	4	8	103	1	14199	1							
EventNpc14200	EventNpc	念萝坝	npc\worldnpc140	47	4	8	104	1	14200	1							
EventNpc34581_1	EventNpc	苏州找小孩	npc\worldnpc140	47	4	8		2	34581	1	2						
EventNpc34581_2	EventNpc	苏州找小孩	npc\worldnpc140	47	4	8		2	34581	1	3						
EventNpc34584_1	EventNpc	桃花阵	npc\worldnpc140	47	4	8		2	34584	1	2						
EventNpc34584_2	EventNpc	桃花阵	npc\worldnpc140	47	4	8		2	34584	1	4						
EventNpc34587	EventNpc	桃花阵	npc\worldnpc140	47	4	8		2	34587	1	2						
																	
																	
																	
																	
																	
																	
Event06001	EventNpc	丐帮余灵	npc\worldnpc140	47	4	8		2	44062	1	1						
Event06002	EventNpc	丐帮伏魔神婆	npc\worldnpc140	47	4	8		2	44133	1	1						
																	
																	
Event42009	EventNpc	长乐门途中	npc\worldnpc140	47	4	8	135	1	42009	1	2						
Event42034	EventNpc	 三岔口	npc\worldnpc141	47	4	8	137	1	42034	1	2						
Event42013	EventNpc	长乐门物资	npc\worldnpc141	47	4	8	138	1	42013	1	2						
EventNpc42004	EventNpc	祥云村	npc\worldnpc140	47	4	8		2	42008	1	3						
EventNpc42017	EventNpc	村口	npc\worldnpc140	47	4	8		2	42017	1	1						
EventNpc42028	EventNpc	四处探寻	npc\worldnpc140	47	4	8		2	42028	1	1						
EventNpc42020	EventNpc	伏安家	npc\worldnpc140	47	4	8		2	42020	1	1						
Event48058	EventNpc	毒蛙出没地	npc\worldnpc140	47	4	8		2	48058	1							
Event48037	EventNpc	焚烧过的痕迹	npc\worldnpc140	47	4	8		2	48038	1	2						
Event48140	EventNpc	血迹	npc\worldnpc140	47	4	8		2	48140	1							
Event48162	EventNpc	浣花剑派弟子尸体	npc\worldnpc140	47	4	8		2	48162	1	2						
EventNpc48086	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		5	48086	1							
EventNpc48107	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		2	48107	1							
EventNpc48228	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		2	48228	1	2						
EventNpc48233	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		2	48233	1							
EventNpc48249	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		2	48249	1							
EventNpc48255	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		5	48255	1							
EventNpc48267	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		5	48267	1							
EventNpc48274	EventNpc	枫晚林某触发点	npc\worldnpc140	47	4	8		5	48274	1							
EventNpc48296	EventNpc	慕容山庄内	npc\worldnpc140	47	4	8		5	48296	1							
EventNpc48304	EventNpc	藏宝阁 	npc\worldnpc140	47	4	8		5	48304	1							
EventNpc48331	EventNpc	君子堂某触发点	npc\worldnpc140	47	4	8		5	48330	1							
EventNpc48335	EventNpc	君子堂	npc\worldnpc140	47	4	8		5	48335	1							
EventNpc48365	EventNpc	极乐谷某触发点	npc\worldnpc140	47	4	8		5	48365	1							
EventNpc48415	EventNpc	极乐谷某触发点	npc\worldnpc140	47	4	8		5	48415	1							
EventNpc48402	EventNpc	极乐谷某触发点	npc\worldnpc140	47	4	8		5	48402	1							
EventNpc22740	EventNpc	营帐和粮草	npc\worldnpc141	47	4	8		5	22740	1							
EventNpc22759	EventNpc	王庭内	npc\worldnpc141	47	4	8		2	22759	1	1						
EventNpc86406	EventNpc	牛车	npc\worldnpc142	47	4	8		2	86406	1							
EventNpc30061	EventNpc	四处走走	npc\worldnpc140	47	4	8		2	30061	1							
EventNpc30072	EventNpc	风铃谷	npc\worldnpc140	47	4	8		2	30072	1							
EventNpc30077	EventNpc	君子堂	npc\worldnpc140	47	4	8		2	30077	1							
EventNpc30051	EventNpc	太湖水域	npc\worldnpc140	47	4	8		2	30051	1	1						
EventNpc30091	EventNpc	苏州	npc\worldnpc140	47	4	8		2	30091	1							
EventNpc30098	EventNpc	叹息城	npc\worldnpc140	47	4	8		2	30098	1							
EventNpc30109	EventNpc	马道	npc\worldnpc140	47	4	8		2	30109	1							
EventNpc30115	EventNpc	江湖人	npc\worldnpc140	47	4	8		2	30115	1							
EventNpc30120	EventNpc	江湖人	npc\worldnpc140	47	4	8		2	30120	1							
EventNpc30122	EventNpc	江湖人	npc\worldnpc140	47	4	8	89	4	30122	1							
EventNpc30142	EventNpc	看看	npc\worldnpc140	47	4	8	105	4	30142	1	3						
EventNpc30385	EventNpc	打探	npc\worldnpc140	47	4	8		2	30385	1	3						
EventNpc30389	EventNpc	丐帮	npc\worldnpc140	47	4	8		2	30389	1	3						
EventNpc30396	EventNpc	丐帮	npc\worldnpc140	47	4	8		2	30396	1	1						
EventNpc30398-1	EventNpc	西村幕林	npc\worldnpc140	47	4	8		2	30398	1	1						
EventNpc30398-2	EventNpc	琴音	npc\worldnpc140	47	4	8		2	30398	1	4						
EventNpc30402	EventNpc	琴音	npc\worldnpc140	47	4	8		2	30402	1	3						
EventNpc30409	EventNpc	燕门世家	npc\worldnpc140	47	4	8		2	30409	1	3						
EventNpc30416	EventNpc	燕门世家	npc\worldnpc140	47	4	8		2	30416	1	1						
EventNpc30418	EventNpc	房间	npc\worldnpc140	47	4	8		2	30418	1	2						
EventNpc30421	EventNpc	西村幕林	npc\worldnpc140	47	4	8		2	30421	1	1						
EventNpc30425	EventNpc	白飞飞	npc\worldnpc140	47	4	8		2	30425	1	1						
EventNpc30724	EventNpc	下山	npc\worldnpc140	47	4	8		2	30724	1	3						
EventNpc30737	EventNpc	前行	npc\worldnpc140	47	4	8		2	30737	1	2						
EventNpc30739	EventNpc	自己走	npc\worldnpc140	47	4	8		2	30739	1	2						
EventNpc30750	EventNpc	北方	npc\worldnpc140	47	4	8		2	30750	1	1						
EventNpc30753	EventNpc	酒馆	npc\worldnpc140	47	4	8		2	30753	1	4						
EventNpc30755	EventNpc	逃亡	npc\worldnpc140	47	4	8		2	30755	1	3						
EventNpc26580	EventNpc	东方世家	npc\worldnpc140	47	4	8		2	26580	1	1						
EventNpc26584	EventNpc	北方	npc\worldnpc140	47	4	8		2	26584	1	1						
EventNpc26589	EventNpc	西宁镇	npc\worldnpc140	47	4	8		2	26589	1	1						
EventNpc26590	EventNpc	守将	npc\worldnpc140	47	4	8		2	26590	1	1						
EventNpc26612	EventNpc	草药	npc\worldnpc140	47	4	8		2	26612	1	2						
EventNpc26615	EventNpc	城里	npc\worldnpc140	47	4	8		2	26615	1	1						
EventNpc44549	EventNpc	萧别情	npc\worldnpc140	47	4	8		2	44549	1	1						
EventNpc22180	EventNpc	成都城	npc\worldnpc140	47	4	8		2	22180	1	1						
EventNpc22182	EventNpc	祠堂	npc\worldnpc140	47	4	8		2	22182	1	4						
EventNpc30013	EventNpc	铁匠铺	npc\worldnpc140	47	4	8		2	30013	1	1						
																	
																	
EventNpc34621	EventNpc	燕京	npc\worldnpc140	47	4	8		2	34621	1	2						
EventNpc34627_1	EventNpc	34627	npc\worldnpc140	47	4	8		2	34627	1	2						
EventNpc34627_2	EventNpc	34627	npc\worldnpc140	47	4	8		2	34627	1	4						
EventNpc34628	EventNpc	34628	npc\worldnpc140	47	4	8		2	34628	1	1						
EventNpc34629	EventNpc	34629	npc\worldnpc140	47	4	8		2	34629	1	4						
EventNpc34630	EventNpc	34630	npc\worldnpc140	47	4	8		4	34630	1	2						
EventNpc34633	EventNpc	34633	npc\worldnpc140	47	4	8		2	34633	1	1						
																	
																	
																	
																	
																	
EventNpc30206	EventNpc	洛阳	npc\worldnpc140	47	4	8		2	30206	1							
EventNpc30219	EventNpc	与黄厚交谈	npc\worldnpc140	47	4	8		2	30219	1							
EventNpc30229	EventNpc	神机老人住处	npc\worldnpc140	47	4	8		2	30229	1							
EventNpc30362	EventNpc	峨眉弟子	npc\worldnpc140	47	4	8		2	30362	1							
EventNpc30364	EventNpc	悦来客栈	npc\worldnpc140	47	4	8		2	30364	1							
EventNpc30377	EventNpc	慕容万代	npc\worldnpc140	47	4	8		2	30377	1							
EventNpc30374	EventNpc	调查	npc\worldnpc140	47	4	8		2	30374	1							
EventNpc30367	EventNpc	苏州城内	npc\worldnpc140	47	4	8		2	30367	1							
EventNpc26627	EventNpc	逃亡居庸关	npc\worldnpc140	47	4	8		2	26627	1							
EventNpc26637	EventNpc	询问番天邦下落	npc\worldnpc140	47	4	8		2	26637	1							
EventNpc26638	EventNpc	夺回粮食	npc\worldnpc140	47	4	8		2	26638	1							
EventNpc26639	EventNpc	寻找被掳女子	npc\worldnpc140	47	4	8		2	26639	1							
EventNpc26649	EventNpc	追上丐帮弟子	npc\worldnpc140	47	4	8		2	26649	1							
EventNpc26652_1	EventNpc	满族营地1	npc\worldnpc140	47	4	8		2	26652	1							
EventNpc26652_2	EventNpc	满族营地2	npc\worldnpc140	47	4	8		2	26652	1							
EventNpc26663_1	EventNpc	前往武当1	npc\worldnpc140	47	4	8		2	26663	1							
EventNpc26663_2	EventNpc	前往武当2	npc\worldnpc140	47	4	8		2	26663	1							
EventNpc26672_1	EventNpc	前往武当3	npc\worldnpc140	47	4	8		2	26672	1							
EventNpc26672_2	EventNpc	前往武当4	npc\worldnpc141	47	4	8		2	26672	1							
																	
EventNpc34299	EventNpc	四处侦查	npc\worldnpc140	47	4	8		2	34299	1							
EventNpc34308	EventNpc	星宿门前	npc\worldnpc140	47	4	8		2	34308	1							
EventNpc26059	EventNpc	洛阳2-女子前	npc\worldnpc140	47	4	8		2	26059	1	2						
EventNpc26061	EventNpc	洛阳2-抛尸处	npc\worldnpc140	47	4	8		2	26061	1							
EventNpc26069	EventNpc	洛阳2-前面不远	npc\worldnpc140	47	4	8		2	26069	1	1						
EventNpc26071	EventNpc	洛阳2-黑风老妖	npc\worldnpc140	47	4	4	87	4	26071	1	2						
EventNpc26108	EventNpc	洛阳3-炉灶触发点	npc\worldnpc140	47	4	8		2	26108	1							
EventNpc34208	EventNpc	成都5-初到二仙庵	npc\worldnpc140	47	4	8		2	34208	1	1						
EventNpc34222	EventNpc	成都5-回到霓裳宫	npc\worldnpc140	47	4	8		2	34222	1	1						
EventNpc40001	EventNpc	峨眉初始	npc\worldnpc140	47	4	8	98	4	40001	1	1						
EventNpc44116	EventNpc	前往万兽山庄	npc\worldnpc141	47	4	8		2	44116	1	1						
EventNpc44139	EventNpc	返回丐帮	npc\worldnpc142	47	4	8		2	44139	1	1						
EventNpc40041	EventNpc	去找水净师太	npc\worldnpc140	47	4	8	153	4	40041	1	3						
																	
																	
EventNpc46001	EventNpc	夏烟湖	npc\worldnpc140	47	4	8	83	4	46001	1							
EventNpc46021	EventNpc	陆云霄	npc\worldnpc140	47	4	8		2	46021	1	1						
EventNpc46099	EventNpc	李渡镇	npc\worldnpc140	47	4	8		2	46099	1	1						
EventNpc46109	EventNpc	小草屋	npc\worldnpc140	47	4	8		2	46109	1	1						
EventNpc46115	EventNpc	唐鹫出没地	npc\worldnpc140	47	4	8		2	46115	1	1						
EventNpc46122	EventNpc	河边	npc\worldnpc140	47	4	8		2	46115	1	1						
EventNpc46128	EventNpc	小树林	npc\worldnpc140	47	4	8		2	46128	1	1						
EventNpc46170	EventNpc	张琼芸附近	npc\worldnpc140	47	4	8		2	46170	1	1						
EventNpc46173	EventNpc	山道前	npc\worldnpc140	47	4	8		2	46173	1	1						
EventNpc46450	EventNpc	五仙教据点	npc\worldnpc140	47	4	8		5	46450	1	1						
EventNpc46459	EventNpc	隐藏触发点	npc\worldnpc140	47	4	8		5	46459	1	1						
EventNpc46203	EventNpc	赵干将住处	npc\worldnpc140	47	4	8		2	46203	1	1						
EventNpc46209	EventNpc	赵干将遇袭处	npc\worldnpc140	47	4	8		2	46209	1	1						
																	
EventNpc44295_1	EventNpc	查探地点1	npc\worldnpc140	47	4	8		2	44295	1	1						
EventNpc44295_2	EventNpc	查探地点2	npc\worldnpc140	47	4	8		2	44295	1	2						
EventNpc44295_3	EventNpc	查探地点3	npc\worldnpc140	47	4	8		2	44295	1	3						
																	
EventNpc42110	EventNpc	狰狞面具附近	npc\worldnpc140	47	4	8		2	42110	1	1						
EventNpc42114	EventNpc	嗜酒鬼附近	npc\worldnpc140	47	4	8		2	42114	1	1						
EventNpc42117	EventNpc	嗜酒鬼胞弟附近	npc\worldnpc140	47	4	8		2	42117	1	1						
EventNpc42124	EventNpc	崔鸣来遇恶赌鬼亲信	npc\worldnpc140	47	4	8	176	1	42124	1	3						
EventNpc42127	EventNpc	张世均遇见好色鬼亲信	npc\worldnpc140	47	4	8	177	1	42127	1	1						
EventNpc42129	EventNpc	崔鸣来带玩家杀好色鬼	npc\worldnpc140	47	4	8	178	1	42129	1	1						
EventNpc42132	EventNpc	护送崔鸣来自动提交	npc\worldnpc140	47	4	8		2	42132	1	1						
EventNpc42140	EventNpc	给恶赌鬼下毒	npc\worldnpc140	47	4	8		2	42140	1	1						
EventNpc42022	EventNpc	比武台	npc\worldnpc141	47	4	8		2	42022	1	1						
EventNpc42152	EventNpc	使用稀灵粉	npc\worldnpc140	47	4	8		2	42152	1	1						
EventNpc42153	EventNpc	遇见受伤乞丐	npc\worldnpc140	47	4	8		5	42153	1	1						
EventNpc42169	EventNpc	寻到宝藏地点	npc\worldnpc140	47	4	8		5	42169	1	1						
																	
EventNpc42219	EventNpc	扫地打水	npc\worldnpc140	47	4	8		2	42219	1	1						
																	
EventNpc42639	EventNpc	送守卫到安全处的安全处	npc\worldnpc140	47	4	8		5	42639	1	2						
EventNpc42641	EventNpc	刷出少林峨眉极乐弟子	npc\worldnpc140	47	4	8		5	42641	1	3						
EventNpc42637	EventNpc	放捕兽夹地点	npc\worldnpc141	47	4	8		2	42637	1	1						
																	
EventNpc44008	EventNpc	野狗触发点	npc\worldnpc140	47	4	3		2	44008	1	1						
EventNpc44009	EventNpc	公鸡触发点	npc\worldnpc140	47	4	20		4	44009	1							
EventNpc44014	EventNpc	林蚁巢穴触发点	npc\worldnpc140	47	4	3		2	44014	1	1						
EventNpc44015_1	EventNpc	尸体附近触发点1	npc\worldnpc140	47	4	5		2	44014	1	3						
EventNpc44015_2	EventNpc	尸体附近触发点2	npc\worldnpc140	47	4	3		2	44014	1	4						
EventNpc44030	EventNpc	官兵触发点	npc\worldnpc140	47	4	3	138	4	44030	1	2						
EventNpc44031	EventNpc	花银册藏匿处	npc\worldnpc140	47	4	3		2	44031	1	1						
EventNpc44040	EventNpc	流霸触发点	npc\worldnpc140	47	4	3		2	44041	1	1						
EventNpc44042	EventNpc	石长老	npc\worldnpc140	47	4	3	113	4	44042	1	2						
EventNpc44055	EventNpc	养鸡处触发点	npc\worldnpc140	47	4	3		2	44055	1	1						
EventNpc44061	EventNpc	地主家丁触发点	npc\worldnpc140	47	4	3		2	44061	1	1						
EventNpc44068	EventNpc	司徒金霸家触发点	npc\worldnpc140	47	4	3		2	44068	1	1						
EventNpc44080	EventNpc	柴无能触发点	npc\worldnpc140	47	4	3		2	44080	1	1						
EventNpc44087	EventNpc	铁手门触发点	npc\worldnpc140	47	4	3		2	44085	1	1						
EventNpc44077	EventNpc	释放毒烟触发点	npc\worldnpc140	47	4	3		4	44077	1							
EventNpc44087_1	EventNpc	刷怪1	npc\worldnpc140	47	4	10	200	1	44087	1							
EventNpc44087_2	EventNpc	刷怪2	npc\worldnpc140	47	4	10	201	1	44087	1							
EventNpc44089	EventNpc	草丛触发点	npc\worldnpc140	47	4	3		2	44089	1	1						
EventNpc44099_1	EventNpc	草丛触发点	npc\worldnpc140	47	4	3		2	44099	1	1						
EventNpc44099_2	EventNpc	猫头鹰加蛇触发点	npc\worldnpc140	47	4	3		2	44099	1	2						
EventNpc44121	EventNpc	12接头触发点	npc\worldnpc140	47	4	3		2	44121	1	2						
EventNpc44125	EventNpc	信喉舍触发点	npc\worldnpc140	47	4	3		2	44125	1	1						
EventNpc44127	EventNpc	书房触发点	npc\worldnpc140	47	4	3		2	44127	1	1						
EventNpc44027	EventNpc	水	npc\worldnpc140	47	4	3		2	44027	1	3						
EventNpc44028	EventNpc	水	npc\worldnpc140	47	4	3		2	44027	1	3						
																	
EventNpc44447	EventNpc	昆仑山下	npc\worldnpc140	47	4	8		2	44447	1	1						
EventNpc44461	EventNpc	冰雪	npc\worldnpc140	47	4	8		2	44461	1	1						
EventNpc44475_1	EventNpc	剑池绿石1	npc\worldnpc140	47	4	3		2	44475	1	1						
EventNpc44475_2	EventNpc	剑池绿石2	npc\worldnpc140	47	4	3		2	44475	1	2						
EventNpc44475_3	EventNpc	剑池绿石3	npc\worldnpc140	47	4	3		2	44475	1	3						
EventNpc44489_1	EventNpc	放置捕兽夹1	npc\worldnpc140	47	4	8		2	44489	1	3						
EventNpc44489_2	EventNpc	放置捕兽夹2	npc\worldnpc140	47	4	8		2	44489	1	4						
EventNpc44494	EventNpc	熊洞附近	npc\worldnpc140	47	4	8		2	44494	1	3						
EventNpc44502	EventNpc	肉汤锅	npc\worldnpc140	47	4	8		2	44502	1	3						
EventNpc44530	EventNpc	驿站附近	npc\worldnpc140	47	4	8		2	44530	1	1						
EventNpc22496	EventNpc	往前走	npc\worldnpc140	47	4	8		2	22496	1	2						
EventNpc22505	EventNpc	回去	npc\worldnpc140	47	4	8		2	22505	1	1						
EventNpc22518	EventNpc	下山	npc\worldnpc140	47	4	8		2	22518	1	2						
EventNpc22520	EventNpc	向前走	npc\worldnpc140	47	4	8		2	22520	1	2						
																	
EventNpc44350	EventNpc	丐帮侦查地点	npc\worldnpc140	47	4	8		2	44350	1	1						
EventNpc44351	EventNpc	丐帮侦查地点2	npc\worldnpc140	47	4	8		2	44351	1	1						
EventNpc44399	EventNpc	沙耶佳引诱地点	npc\worldnpc140	47	4	8		4	44399	1	3						
EventNpc44160	EventNpc	丹霞沼泽触发点	npc\worldnpc140	47	4	3		2	44160	1	1						
EventNpc44155	EventNpc	武当后山触发点	npc\worldnpc140	47	4	3		2	44155	1	1						
EventNpc44200	EventNpc	偶遇女乞丐触发点	npc\worldnpc140	47	4	3		2	44200	1	1						
EventNpc44205	EventNpc	窥探田触发点	npc\worldnpc140	47	4	3	80	4	44205	1	6145						
EventNpc44242	EventNpc	泛黄触发1	npc\worldnpc140	47	4	3		2	44242	1	1						
EventNpc44255	EventNpc	泛黄触发2	npc\worldnpc140	47	4	3		2	44255	1	2						
EventNpc44256	EventNpc	泛黄触发3	npc\worldnpc140	47	4	3	81	4	44256	1	6186						
EventNpc44259	EventNpc	公告触发点	npc\worldnpc140	47	4	3		2	44259	1	1						
EventNpc22444	EventNpc	结拜触发点	npc\worldnpc140	47	4	3	82	4	22444	1	3239						
EventNpc22625	EventNpc	义兄前触发点	npc\worldnpc140	47	4	3		2	22625	1	1						
EventNpc22633	EventNpc	张丹枫前触发点	npc\worldnpc140	47	4	3		2	22633	1	1						
EventNpc22641_1	EventNpc	寺庙触发点	npc\worldnpc140	47	4	3		2	22641	1	1						
EventNpc22641_2	EventNpc	使用道具触发点	npc\worldnpc140	47	4	3		2	22641	1	2						
EventNpc22643	EventNpc	东方凌少前触发点	npc\worldnpc140	47	4	3		2	22643	1	2						
EventNpc22647	EventNpc	获奖剧情触发点	npc\worldnpc140	47	4	3	85	4	22647	1	2						
EventNpc24053	EventNpc	千灯河边舀水点	npc\worldnpc140	47	4	1			24053	1							
																	
																	
																	
EventNpc80666	EventNpc	浇树触发点	npc\worldnpc140	47	4	3		2	80666	1	1						
EventNpc80608	EventNpc	劈柴触发点	npc\worldnpc140	47	4	3		2	80608	1	1						
