NPC±àºÅ	¶ÔÏóÀàÐÍ	Ãû³Æ	Ä£ÐÍ±àºÅ			NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯¶¯×÷Ãû	¶ÁÌõÊ±¼ä(ms)	µôÂä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä£¨s£©	×î´óÏûÊ§Ê±¼ä(s)	±¦Ïä¿ªÆôÇ°ÌØÐ§	±¦Ïä¿ªÆôºóÌØÐ§	Ô¿³×ÊýÁ¿	Ô¿³×id	NPCÌØÐ§Ãû³Æ	Êó±êÐÎ×´	¿ªÆôÌõ¼þ	Ëõ·Å	·ÖÅäÀàÐÍ	´æÔÚÊ±¼ä	´óÌÓÉ±×¨ÓÃ	ÍÅ¶ÓÏÔÊ¾µÀ¾ß																
BoxTG2501	BoxNpc	ÑªÓ°×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_25	6000	6000						28			1																			
BoxTG2502	BoxNpc	ÕÔÕÔ¹ÃÄï	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_25	6000	6000						28			1																			
BoxTG2503	BoxNpc	ºÚÊÖ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_25	6000	6000						28			1																			
BoxTG2504	BoxNpc	ÀúÇå¿ñ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_25	6000	6000						28			1																			
BoxTG2505	BoxNpc	ºÕÁ¬èµ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_25	6000	6000						28			1																			
BoxTG2506	BoxNpc	»ôçÊ·ï	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_25	6000	6000						28			1																			
BoxTG251	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia25	6000	6000						28			2																			
BoxTG252	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi25	6000	6000						28			2																			
BoxTG253	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing25	6000	6000						28			2																			
																																											
		//ÇØÍõ¸®																																									
BoxTG2601	BoxNpc	Öì¾¸	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_26	6000	6000						28			1																			
BoxTG2602	BoxNpc	ÀÏÌ«¾ý	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_26	6000	6000						28			1																			
BoxTG2603	BoxNpc	ÓÀ³É¹«Ö÷	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_26	6000	6000						28			1																			
BoxTG2604	BoxNpc	Ë¿ÒÂ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_26	6000	6000						28			1																			
BoxTG2605	BoxNpc	ÕÅµ¤Áé	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_26	6000	6000						28			1																			
BoxTG2606	BoxNpc	¶¡ÁÒ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_26	6000	6000						28			1																			
BoxTG2607	BoxNpc	Ìú±Û²ÔÀÇ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_26	6000	6000						28			1																			
BoxTG261	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia26	6000	6000						28			2																			
BoxTG262	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi26	6000	6000						28			2																			
BoxTG263	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing26	6000	6000						28			2																			
																																											
		//¶ö»¢É½Õ¯																																									
BoxTG2701	BoxNpc	ÐÜ°ÔÌì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_27	6000	6000						28			1																			
BoxTG2702	BoxNpc	Íò½¾ÜÆ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2703	BoxNpc	ÇØÌì±ª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2704	BoxNpc	»Æ¿ü	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2705	BoxNpc	ÏòÎÞ¼«	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2706	BoxNpc	ÍßÅ¬ÓñáÇ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2707	BoxNpc	ÁúÐÓÏö	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2708	BoxNpc	·¶Ç¿	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2709	BoxNpc	·¶Òí	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2710	BoxNpc	¾ÓÇ«	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2711	BoxNpc	ÀîÁúÒí	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2712	BoxNpc	ÇÇ°ÙÇ¬	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2713	BoxNpc	ÕÅÓîÆæ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2714	BoxNpc	»ÆÖÓ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG2715	BoxNpc	Ñ¦Ñ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_27	6000	6000						28			1																			
BoxTG271	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia27	6000	6000						28			2																			
BoxTG272	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi27	6000	6000						28			2																			
BoxTG273	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing27	6000	6000						28			2																			
																																											
		//±§¶¿Õ¯																																									
BoxTG2801	BoxNpc	¹«ËïÆæ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_28	6000	6000						28			1																			
BoxTG2802	BoxNpc	¹«Ëïê»Ìì	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_28	6000	6000						28			1																			
BoxTG2803	BoxNpc	¹«ËïÔÞ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_28	6000	6000						28			1																			
BoxTG2804	BoxNpc	¹«Ëï½µ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_28	6000	6000						28			1																			
BoxTG2805	BoxNpc	¹«ËïµÂÇå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_28	6000	6000						28			1																			
BoxTG281	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia28	6000	6000						28			2																			
BoxTG282	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi28	6000	6000						28			2																			
BoxTG283	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing28	6000	6000						28			2																			
																																											
		//Ìì±¦Õ¯																																									
BoxTG2901	BoxNpc	ÁõÌúµ¨	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_29	6000	6000						28			1																			
BoxTG2902	BoxNpc	ÌÆÓïêØ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_29	6000	6000						28			1																			
BoxTG2903	BoxNpc	º«Ð¦	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_29	6000	6000						28			1																			
BoxTG2904	BoxNpc	ÕÅ·ÉÓê	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_29	6000	6000						28			1																			
BoxTG2905	BoxNpc	Ð»ã×Ò÷	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_29	6000	6000						28			1																			
BoxTG2906	BoxNpc	³ðÒã	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_29	6000	6000						28			1																			
BoxTG291	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia29	6000	6000						28			2																			
BoxTG292	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi29	6000	6000						28			2																			
BoxTG293	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing29	6000	6000						28			2																			
																																											
		//»¢Ð¥É½×¯																																									
BoxTG3001	BoxNpc	¹Ø·êÀ×	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_30	6000	6000						28			1																			
BoxTG3002	BoxNpc	ºéÏ²	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_30	6000	6000						28			1																			
BoxTG3003	BoxNpc	Áõ°ÙÊÖ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_30	6000	6000						28			1																			
BoxTG3005	BoxNpc	Â³Íú°§	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_30	6000	6000						28			1																			
BoxTG3006	BoxNpc	¹ØÓñ±ø	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_30	6000	6000						28			1																			
BoxTG301	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia30	6000	6000						28			2																			
BoxTG302	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi30	6000	6000						28			2																			
BoxTG303	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing30	6000	6000						28			2																			
																																											
		//ÓÄÁéÉ½×¯																																									
BoxTG3101	BoxNpc	ÀÏµ¶°Ñ×Ó	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_31	6000	6000						28			1																			
BoxTG3102	BoxNpc	¹´»êÊ¹Õß	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3103	BoxNpc	¶áÆÇÊ¹Õß	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3104	BoxNpc	½µÁú	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3105	BoxNpc	·ü»¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3106	BoxNpc	¹«ËïÆô	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3107	BoxNpc	Ê¯²»¹é	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3108	BoxNpc	¶¡Ã¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3109	BoxNpc	º«Èô¹È	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3110	BoxNpc	º«Ñ©	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG3111	BoxNpc	º«Áâ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_31	6000	6000						28			1																			
BoxTG311	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia31	6000	6000						28			2																			
BoxTG312	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi31	6000	6000						28			2																			
BoxTG313	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing31	6000	6000						28			2																			
																																											
		//ÌìÂÞ½Ì																																									
BoxTG3201	BoxNpc	Ë¾¿ÕÌìÐÐ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss1_32	6000	6000						28			1																			
BoxTG3202	BoxNpc	Ë¾¿ÕÒ¦ÊÏ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3203	BoxNpc	À×ÌìÃ÷	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3204	BoxNpc	½­ÓðÐù	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3205	BoxNpc	¹«Ëï·ÉÁú	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3206	BoxNpc	Î÷ÃÅºÆÄÏ	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3207	BoxNpc	Ïò°ÙÇå	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3208	BoxNpc	Ë¾¿Õ±ª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3209	BoxNpc	ÐÜÌì±ª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3210	BoxNpc	ÑÏÈª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3211	BoxNpc	ÁøÆôÁú	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3212	BoxNpc	Ð¤Ìì»¢	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3213	BoxNpc	Ð¤Ìì±ª	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG3214	BoxNpc	ÇØ²©ç÷	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	1000	comb_tg_boss2_32	6000	6000						28			1																			
BoxTG321	BoxNpc	½ð±¦Ïä	npc\itemnpc589	icon\funcnpc\itemboxnpc003.png	161		3	9		2	interact041	1000	comb_tg_jia32	6000	6000						28			2																			
BoxTG322	BoxNpc	Òø±¦Ïä	npc\itemnpc588	icon\funcnpc\itemboxnpc002.png	161		3	9		2	interact041	1000	comb_tg_yi32	6000	6000						28			2																			
BoxTG323	BoxNpc	Í­±¦Ïä	npc\itemnpc587	icon\funcnpc\itemboxnpc001.png	161		3	9		2	interact041	1000	comb_tg_bing32	6000	6000						28			2																			
																																											
																																											
		//Ìß¹ÝBOSSÁÙÊ±±¦Ïä																																									
BoxTG0000	BoxNpc	ÁÙÊ±	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	5000	hhjp_boss_001	6000	6000						28			1																			
BoxJHHJ	BoxNpc	½­ºþºÀ½Ü±¦Ïä	npc\itemnpc590	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	2000	NormalBox01004	6000	6000						28																						
																																											
		//ÇàÔÆ±¤ÆæÓö																																									
BoxNpc_qy_qyb_001	BoxNpc	ÇàÔÆ±¤ÆæÓö±¦Ïä	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	5000	qy_qyb_kn_01					1	key_qyb_kbdzmf		9	11861																					
BoxNpc_qy_qyb_002	BoxNpc	ÇàÔÆ±¤ÆæÓöboss±¦Ïä	npc\itemnpc588	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	5000	qy_qyb_kn_02								9																						
BoxNpc_qy_qyb_003	BoxNpc	ºìË®¾§	npc\cj_102019	icon\shenghuo\cl_02010034.png	161		3	9		2	interact042	3000	qy_qyb_kn_03								9	11373																					
BoxNpc_qy_qyb_004	BoxNpc	À¶Ë®¾§	npc\cj_102020	icon\shenghuo\cl_02010035.png	161		3	9		2	interact043	3000	qy_qyb_kn_04								9	11373																					
BoxNpc_qy_qyb_005	BoxNpc	ÂÌË®¾§	npc\cj_102021	icon\shenghuo\cl_02010036.png	161		3	9		2	interact044	3000	qy_qyb_kn_05								9	11373																					
																																											
																																											
																																											
BoxNpc_qy_qyb_006	BoxNpc	ÇàÔÆ±¤ÆæÓö±¦Ïä	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	5000	qy_qyb_001					1	key_qyb_qxys1		9	11862																					
BoxNpc_qy_qyb_007	BoxNpc	ÇàÔÆ±¤ÆæÓö±¦Ïä	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3	9		2	interact041	5000	qy_qyb_001					1	key_qyb_qxys2		9	11863																					
																																											
		//¿×È¸ÆæÓö																																									
BoxNpc_kq_01	BoxNpc	Ç§Áé¹û	npc\itemnpc228	icon\funcnpc\task.png	161		20	2		3	interact017	3000	qy_kq_01		300						28	11240																					
BoxNpc_kq_02	BoxNpc	±¦Ïä	npc\itemboxnpc002	icon\funcnpc\itemboxnpc002.png	161		20	2		3	interact017	8000	qy_kq_02	10	300						28																						
BoxNpc_kq_03	BoxNpc	±¦Ïä	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		20	2		3	interact017	3000	qy_kq_05	10	300			1	key_kq_yaoshi		28																						
		//ÉÙÁÖÃÅÅÉÄÚ¹¦Í¶·ÅÆæÓö																																									
BoxNpc_qy_120401_shaolin_02	BoxNpc	 	npc\hw_dp004	icon\funcnpc\itemnpc005.png	161		20	2		3	interact017	100	qy_120401_shaolin_dl_03	10	300			1			28																						
																																											
		//ÎäÑ§´ÌÌ½±¦ÏäµôÂä																																									
BoxNpc_ct_ng_sl_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_sl_01	3	300						28	23854																					
BoxNpc_ct_ng_sl_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_sl_02	3	300						28	23854																					
BoxNpc_ct_ng_sl_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_sl_03	3	300						28	23854																					
BoxNpc_ct_ng_sl_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_sl_03	3	300						28	23854																					
BoxNpc_ct_ng_wd_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_wd_01	3	300						28	23854																					
BoxNpc_ct_ng_wd_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_wd_02	3	300						28	23854																					
BoxNpc_ct_ng_wd_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_wd_03	3	300						28	23854																					
BoxNpc_ct_ng_wd_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_wd_03	3	300						28	23854																					
BoxNpc_ct_ng_em_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_em_01	3	300						28	23854																					
BoxNpc_ct_ng_em_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_em_02	3	300						28	23854																					
BoxNpc_ct_ng_em_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_em_03	3	300						28	23854																					
BoxNpc_ct_ng_em_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_em_03	3	300						28	23854																					
BoxNpc_ct_ng_gb_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_gb_01	3	300						28	23854																					
BoxNpc_ct_ng_gb_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_gb_02	3	300						28	23854																					
BoxNpc_ct_ng_gb_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_gb_03	3	300						28	23854																					
BoxNpc_ct_ng_gb_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_gb_03	3	300						28	23854																					
BoxNpc_ct_ng_jz_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jz_01	3	300						28	23854																					
BoxNpc_ct_ng_jz_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jz_02	3	300						28	23854																					
BoxNpc_ct_ng_jz_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jz_03	3	300						28	23854																					
BoxNpc_ct_ng_jz_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jz_03	3	300						28	23854																					
BoxNpc_ct_ng_jy_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jy_01	3	300						28	23854																					
BoxNpc_ct_ng_jy_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jy_02	3	300						28	23854																					
BoxNpc_ct_ng_jy_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jy_03	3	300						28	23854																					
BoxNpc_ct_ng_jy_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jy_03	3	300						28	23854																					
BoxNpc_ct_ng_jl_001	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jl_01	3	300						28	23854																					
BoxNpc_ct_ng_jl_002	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jl_02	3	300						28	23854																					
BoxNpc_ct_ng_jl_003	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jl_03	3	300						28	23854																					
BoxNpc_ct_ng_jl_004	BoxNpc	ÃØ¼®±¦Ïä	npc\itemnpc049citan	icon\funcnpc\itemboxnpc049.png	161		5	9		4	interact041	7000	ct_citan_jl_03	3	300						28	23854																					
