NPC编号	ini注释名称	对象类型	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	刷新时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻击防御比重	防御概率	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	NPC可战斗设置	动作集	存在时间	缩放尺寸	格挡类型
bosssw_zhenfa_wd03	阴阳八卦阵BOSS2	BossNpc	3	96	42		3			1.25	5	sword2_1		npc\malenpc	0.865	icon\monster\monster569.png			npc\clone\schoolwar11\bosssw_zhenfa_wd03.lua	"schoolwar_zhenfa_wd01,1,0;sw_wd_051,1,0;sw_wd_052,1,0;sw_wd_053,1,0;sw_wd_054,1,0;sw_wd_055,1,0;sw_wd_056,1,0;sw_wd_057,1,0;sw_wd_058,1,0;sw_wd_059,1,0;sw_wd_0510,1,0"	7		25	1	2	8	1	40	-1						s_r_229			1																					10	1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_wd01	BUFF据点BOSS（向九尘）	BossNpc	3	94	42		3			1.25	5	sword2_1		npc\worldnpc090	0.939861	icon\funcnpc\worldnpc090.png			npc\clone\schoolwar11\bosssw_judian_wd01.lua	"sw_wd_061,1,30;sw_wd_062,1,10;sw_wd_063,1,0;sw_wd_064,1,0;sw_wd_065,1,0;sw_wd_066,1,0;sw_wd_067,1,0;sw_wd_068,1,0;sw_wd_069,1,0"	7			1	2	8	60	40	-1						s_r_230			1																					10	1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_wd02	刷兵据点BOSS（归音）	BossNpc	3	94	42		3			1.25	5	sword1_2		npc\worldnpc079	0.887166	icon\funcnpc\worldnpc079.png			npc\clone\schoolwar11\bosssw_judian_wd02.lua	"sw_wd_081,1,30;sw_wd_082,1,10;sw_wd_083,1,0;sw_wd_084,1,0;sw_wd_085,1,0;sw_wd_086,1,0;sw_wd_087,1,0;sw_wd_088,1,0;sw_wd_089,1,0"	7			1	2	8	60	40	-1						s_r_231			1																					10	1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_wd03	道具据点BOSS（宫垂杨）	BossNpc	3	94	42		3			1.25	5	sword2_1		npc\worldnpc053	0.970371	icon\funcnpc\worldnpc053.png			npc\clone\schoolwar11\bosssw_judian_wd03.lua	"sw_wd_071,1,30;sw_wd_072,1,10;sw_wd_073,1,0;sw_wd_074,1,0;sw_wd_075,1,0;sw_wd_076,1,0;sw_wd_077,1,0;sw_wd_078,1,0;sw_wd_079,1,0;sw_wd_0710,1,0"	7			1	2	8	60	40	-1						s_r_232			1																					10	1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_wd04	复活据点BOSS（玉旋子）	BossNpc	3	94	42		3			1.25	5	hand1_1		npc\worldnpc052	0.911459	icon\funcnpc\worldnpc225.png			npc\clone\schoolwar11\bosssw_judian_wd04.lua	"sw_wd_031,1,30;sw_wd_032,1,10;sw_wd_033,1,0;sw_wd_034,1,0;sw_wd_035,1,0;sw_wd_036,1,0;sw_wd_037,1,0;sw_wd_038,1,0;sw_wd_039,1,0;sw_wd_0310,1,0"	7			1	2	8	60	40	-1									1																					10	1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
																																																																				50							1					
	//少林BOSS-school08																																																																			50							1					
bosssw_final_sl	最终BOSS（玄怀大师）	BossNpc	4	98	42		4			1.25	5	lstuff1_1		npc\worldnpc1117	0.970317	icon\funcnpc\worldnpc029.png			npc\clone\schoolwar12\bosssw_final_sl.lua	"sw_sl_0101,1,30;sw_sl_0102,1,30;sw_sl_0103,1,30"	7			1	2	8	60	40	-1						lst_rl_npcitem450			1																						1500	1	1000	0					50	1			1111	"1110,0"	1866	1	1				
bosssw_fu_sl	副boss（祖磬）	BossNpc	3	94	42		3			1.25	5	hand_0		npc\worldnpc091c	0.934417	icon\funcnpc\worldnpc091.png				"sw_sl_0201,1,30;sw_sl_0202,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_sl01	刷兵据点BOSS（清心）	BossNpc	3	94	42		3			1.25	5	hand_0		npc\worldnpc099	0.95833	icon\funcnpc\worldnpc099.png				"sw_sl_0301,1,30;sw_sl_0302,1,30;sw_sl_0303,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_sl02	复活1据点BOSS（祖静禅师）	BossNpc	3	94	42		3			1.25	5	hand_0		npc\worldnpc152	0.903609	icon\funcnpc\worldnpc152.png				"sw_sl_0401,1,30;sw_sl_0402,1,30;sw_sl_0403,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_sl03	BUFF据点BOSS(了尘上人)	BossNpc	3	96	42		3			1.25	5	lstuff1_1		npc\worldnpc151	0.90713	icon\funcnpc\worldnpc047.png			npc\clone\schoolwar12\bosssw_judian_sl03.lua	"sw_sl_0501,1,30;sw_sl_0502,1,30;sw_sl_0503,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_sl04	复活2据点BOSS（清相）	BossNpc	3	94	42		3			1.25	5	hand1_1		npc\worldnpc094	0.866949	icon\funcnpc\worldnpc094.png				"sw_sl_0601,1,30;sw_sl_0602,1,30;sw_sl_0603,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_judian_sl05	道具据点BOSS（祖明）	BossNpc	3	96	42		3			1.25	5	lstuff1_1		npc\worldnpc152	0.903609	icon\funcnpc\worldnpc152.png			npc\clone\schoolwar12\bosssw_judian_sl05.lua	"schoolwar_shaolin001,1,100;sw_sl_0702,1,30;sw_sl_0703,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_zhanshu_sl01	战术BOSS（祖仁）	BossNpc	3	94	42		3			1.25	5	hand_0		npc\worldnpc152	0.903609	icon\funcnpc\worldnpc152.png				"sw_sl_0802,1,30;sw_sl_0803,1,30"	7			1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_zhenfa_sl01	梵音驱魔BOSS2（祖能）	BossNpc	3	96	42		3			1.25	5	lstuff1_1		npc\worldnpc152	0.903609	icon\funcnpc\worldnpc152.png			npc\clone\schoolwar12\bosssw_zhenfa_sl01.lua	"sw_sl_0902,1,30;sw_sl_0903,1,30"	7		18	1	2	8	60	40	-1						lst_r_896	38		1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
bosssw_zhenfa_sl02	不朽铜人阵BOSS	CommonNpc	3	94	42		3			1.25	5	hand1_1		npc\fbboss00087	0.9	icon\monster\fbboss00087.png				"sw_sl_1001,1,30;sw_sl_1002,1,30;sw_sl_1003,1,30"	7			1	2	8	60	40	-1									1																						1500	1	1000	0					50	1			1111	"1110,0"	1526	1	1				
																																																																				50							1	1				
																																																																				50							1	1				
	普通怪物NPC																																																																			50							1	1				
	//锦衣卫-school01																																																																			50							1	1				
swmon_jyw01	锦衣卫试百户	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster179	0.885	icon\monster\monster179.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw02	锦衣卫守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster121	1.058118	icon\monster\monster121.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw03	锦衣卫护卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster502	0.935	icon\monster\monster502.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw04	锦衣卫旗手	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster134	0.879219	icon\monster\monster134.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw05	锦衣卫将军	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster486	0.99	icon\monster\monster486.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw06	锦衣卫百户	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster105	0.99	icon\monster\monster105.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw07	锦衣卫总旗	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster383	0.97	icon\monster\monster383.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw08	锦衣卫校尉	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster484	0.99	icon\monster\monster484.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw09	锦衣卫力士	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster485	0.99	icon\monster\monster485.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw10	锦衣卫小旗	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster382	0.97	icon\monster\monster382.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jyw11	锦衣卫护卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster121	0.935	icon\monster\monster121.png					7			1	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
	//丐帮-school02																																																																			50							1	1				
swmon_gb01	小乞丐	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc259	0.939861	icon\monster\monster126.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb02	丐帮守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc061	0.939861	icon\monster\monster140.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb03	丐帮习武弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc202	0.939861	icon\monster\monster145.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb04	污衣乞丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc081	0.939861	icon\monster\monster155.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb05	净衣乞丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc060	0.939861	icon\monster\monster509.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb06	污衣棍丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc492_1	0.939861	icon\monster\monster512.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb07	净衣掌丐	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc493	0.939861	icon\monster\monster514.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb08	长老护法	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc159	0.939861	icon\monster\monster516.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb09	上天沟守卫	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc563	0.939861	icon\monster\monster512.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_gb10	法华寺守卫	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster115	0.939861	icon\monster\monster527.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
																																																																				50							1					
	//君子堂-school03																																																																			50							1	1				
swzhenfa_jz01	君子堂守卫弟子	CommonNpc	2	4	60		2			1.25	5	sword2_1		npc\monster160	0.939861	icon\monster\monster160.png					1			0	2	8	60	40	-1						s_r_220			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swzhenfa_jz02	君子堂守卫	CommonNpc	2	4	60		2			1.25	5	sword2_1		npc\worldnpc191	0.939861	icon\funcnpc\worldnpc191.png					1			0	2	8	60	40	-1						s_r_202			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swzhenfa_jz03	琴仙居守卫	CommonNpc	2	4	70		2			1.25	5	sword2_2		npc\worldnpc204	0.939861	icon\funcnpc\worldnpc204.png					1			0	2	8	60	40	-1						s_r_235			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swzhenfa_jz04	棋仙居守卫	CommonNpc	2	4	70		2			1.25	5	sword3_1		npc\worldnpc358	0.939861	icon\funcnpc\worldnpc358.png					1			0	2	8	60	40	-1						s_r_206			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swzhenfa_jz05	墨池守卫	CommonNpc	2	4	70		2			1.25	5	sword5_1		npc\worldnpc253	0.939861	icon\funcnpc\worldnpc253.png					1			0	2	8	60	40	-1						s_r_236			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swzhenfa_jz06	书台低级守卫	CommonNpc	2	4	65		2			1.25	5	sword3_1		npc\worldnpc101	0.939861	icon\funcnpc\worldnpc101.png			npc\clone\schoolwar7\swzhenfa_jzt03_assist.lua		1			0	2	8	60	40	-1						s_r_211			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swzhenfa_jz07	书台高级守卫	CommonNpc	2	4	70		2			1.25	5	sword6_1		npc\worldnpc358	0.939861	icon\funcnpc\worldnpc253.png			npc\clone\schoolwar7\swzhenfa_jzt03_assist.lua		1			0	2	8	60	40	-1						s_r_249			1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
																																																																				50							1	1				
	//极乐谷-school04																																																																			50							1	1				
swmon_jlg01	极乐谷初级弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc544	0.925	icon\funcnpc\worldnpc544.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg02	极乐谷毒使弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc200	0.905	icon\funcnpc\worldnpc200.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg03	梨园守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc200	0.91	icon\funcnpc\worldnpc200.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg04	药房守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc200	0.89	icon\funcnpc\worldnpc200.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg05	极乐谷尸使弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster243	0.95	icon\monster\monster243.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg06	极乐谷高级男弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc545	0.955	icon\funcnpc\worldnpc545.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg07	极乐谷高级女弟子	CommonNpc	2	4	65		2			1.25	5	hand1_2		npc\monster156	0.925	icon\monster\monster156.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg08	极乐殿守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster243	0.97	icon\monster\monster243.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg09	极乐谷鬼使弟子	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster134	0.97	icon\monster\monster134.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg10	忘仙阁守卫	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc393	0.939861	icon\funcnpc\worldnpc393.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg11	极乐谷佛使弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc544	0.939861	icon\funcnpc\worldnpc544.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg12	极乐谷盅使弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc544	0.939861	icon\funcnpc\worldnpc544.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_jlg_summon1	蚀心蛊虫(马查兰召唤技能用)	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\fbnpc019004	0.939861	icon\npc\fbnpc019004.png					1			0	2	8	60	40										1																						1500	1	1000	0					50			sk_jlg_summon1	1111	"1110,0"		1	1				
							2																																																													50							1	1				
	//唐门-school05						2																																																													50							1	1				
swmon_tm01	唐门男弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster378	0.95	icon\monster\monster378.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm02	唐门女弟子	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\worldnpc388	0.955	icon\funcnpc\worldnpc388.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm03	唐门外堂弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster379	0.925	icon\monster\monster379.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm04	唐门内堂弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster377	0.97	icon\monster\monster377.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm05	唐家堡守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster378	0.95	icon\monster\monster378.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm06	唐家堡高手	CommonNpc	2	54	70		2			1.25	5	hand1_1		npc\monster168	0.95	icon\monster\monster168.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm07	唐门高级男弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster379	0.925	icon\monster\monster379.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_tm08	唐门高级女弟子	CommonNpc	2	4	70		2			1.25	5	hand1_2		npc\worldnpc386	0.95	icon\funcnpc\worldnpc386.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
							2																																																													50							1	1				
							2																																																													50							1	1				
							2																																																													50							1	1				
	//峨眉-school06						2																																																													50							1	1				
swmon_em01	峨眉派护山弟子	CommonNpc	2	4	65		2			1.25	5	dknife1_2		npc\worldnpc527	0.925	icon\funcnpc\worldnpc527.png					1			0	2	8	60	40							dk_r_701	13		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em02	峨眉桂系弟子	CommonNpc	2	4	65		2			1.25	5	knife1_2		npc\worldnpc306	0.905	icon\funcnpc\worldnpc306.png					1			0	2	8	60	40							k_r_504	3		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em03	峨眉梅系弟子	CommonNpc	2	4	65		2			1.25	5	dknife3_2		npc\worldnpc382	0.91	icon\funcnpc\worldnpc382.png					1			0	2	8	60	40							dk_r_621	13		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em04	峨眉荷系弟子	CommonNpc	2	4	65		2			1.25	5	sword1_2		npc\worldnpc381	0.89	icon\funcnpc\worldnpc381.png					1			0	2	8	60	40							s_r_220	2		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em05	峨眉兰系弟子	CommonNpc	2	4	65		2			1.25	5	sword2_2		npc\worldnpc382	0.95	icon\funcnpc\worldnpc382.png					1			0	2	8	60	40							s_r_220	2		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em06	峨眉桂系高级弟子	CommonNpc	2	4	70		2			1.25	5	knife1_2		npc\monster078	0.955	icon\monster\monster078.png					1			0	2	8	60	40							k_r_504	3		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em07	峨眉梅系高级弟子	CommonNpc	2	4	70		2			1.25	5	dknife3_2		npc\worldnpc055	0.925	icon\funcnpc\worldnpc055.png					1			0	2	8	60	40							dk_r_621	13		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em08	峨眉荷系高级弟子	CommonNpc	2	4	70		2			1.25	5	sword1_2		npc\worldnpc387	0.97	icon\funcnpc\worldnpc387.png					1			0	2	8	60	40							s_r_220	2		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_em09	峨眉兰系高级弟子	CommonNpc	2	4	70		2			1.25	5	sword2_2		npc\worldnpc382	0.97	icon\funcnpc\worldnpc382.png					1			0	2	8	60	40							s_r_220	2		1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
							2																																																													50							1	1				
							2																																																													50							1	1				
	//武当-school07						2																																																													50							1	1				
swmon_wd01	武当弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster160	0.925	icon\monster\monster160.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_wd02	小道童	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster568	0.905	icon\monster\monster568.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
swmon_wd03	丹房守卫	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster159	0.91	icon\monster\monster159.png					1			0	2	8	60	40										1																						1500	1	1000	0					50				1111	"1110,0"		1	1				
