NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	NPC对话类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	模型半径	图片	出生状态	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	恩怨响应包编号			建筑耐久	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	对话规则	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	是否有帮派仓库	AI条件执行编码表	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	主功能类型	主功能类型	是否是门牌	公会功能类型	相关属性包	对应等级	所属帮会地块编号	AI编辑包	直接触发	npc功能分类	NPC优先显示	随机商店ID
jiuhuoschool06_1	WaterTaskNpc	宰伊		8	234		2	2			0	0	hand1_1	npc\worldnpc390		icon\funcnpc\worldnpc390.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool07_1	WaterTaskNpc	东方巷顺		8	234		2	2			0	0	hand1_1	npc\worldnpc362		icon\funcnpc\worldnpc362.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool08_1	WaterTaskNpc	周彩		8	234		2	2			0	0	hand1_2	npc\worldnpc188		icon\funcnpc\worldnpc188.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuocity01_2	WaterTaskNpc	邰永		8	234		2	2			0	0	hand1_1	npc\worldnpc362		icon\funcnpc\worldnpc362.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuocity02_2	WaterTaskNpc	段炎家		8	234		2	2			0	0	hand1_1	npc\worldnpc367		icon\funcnpc\worldnpc367.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuocity03_2	WaterTaskNpc	田豪腾		8	234		2	2			0	0	hand1_1	npc\worldnpc514		icon\funcnpc\worldnpc514.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuocity04_2	WaterTaskNpc	凤嘉		8	234		2	2			0	0	hand1_1	npc\worldnpc031		icon\funcnpc\worldnpc031.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuocity05_2	WaterTaskNpc	宿齐		8	234		2	2			0	0	hand1_1	npc\worldnpc031		icon\funcnpc\worldnpc031.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoborn01_2	WaterTaskNpc	栾馥珍		8	234		2	2			0	0	hand1_2	npc\worldnpc013		icon\funcnpc\worldnpc013.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoborn02_2	WaterTaskNpc	唐叠功		8	234		2	2			0	0	hand1_1	npc\worldnpc390		icon\funcnpc\worldnpc390.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoborn03_2	WaterTaskNpc	从毅毅		8	234		2	2			0	0	hand1_1	npc\worldnpc153		icon\funcnpc\worldnpc153.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoborn04_2	WaterTaskNpc	聂右栋		8	234		2	2			0	0	hand1_1	npc\worldnpc052		icon\funcnpc\worldnpc052.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool01_2	WaterTaskNpc	仰琴		8	234		2	2			0	0	hand1_2	npc\worldnpc188		icon\funcnpc\worldnpc188.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool02_2	WaterTaskNpc	申屠纯义		8	234		2	2			0	0	hand1_1	npc\worldnpc057		icon\funcnpc\worldnpc057.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool03_2	WaterTaskNpc	颜律		8	234		2	2			0	0	hand1_1	npc\worldnpc367		icon\funcnpc\worldnpc367.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool04_2	WaterTaskNpc	葛贵树		8	234		2	2			0	0	hand1_1	npc\worldnpc459		icon\funcnpc\worldnpc459.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool05_2	WaterTaskNpc	卢军		8	234		2	2			0	0	hand1_1	npc\worldnpc459		icon\funcnpc\worldnpc459.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool06_2	WaterTaskNpc	昌彪		8	234		2	2			0	0	hand1_1	npc\worldnpc367		icon\funcnpc\worldnpc367.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool07_2	WaterTaskNpc	祖赞鸣		8	234		2	2			0	0	hand1_1	npc\worldnpc153		icon\funcnpc\worldnpc153.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuoschool08_2	WaterTaskNpc	贾博超		8	234		2	2			0	0	hand1_1	npc\worldnpc390		icon\funcnpc\worldnpc390.png				0			0	0	0			100																	Shop_jiuhuo																																																														
jiuhuocity01_3	WaterTaskNpc	赵大旗		8	234		2	2			0	0	hand1_1	npc\worldnpc362		icon\funcnpc\worldnpc362.png				0			0	0	0			100																																																																															
jiuhuocity02_3	WaterTaskNpc	南绍琴		8	234		2	2			0	0	hand1_2	npc\worldnpc188		icon\funcnpc\worldnpc367.png				0			0	0	0			100																																																																															
jiuhuocity03_3	WaterTaskNpc	风萧萧		8	234		2	2			0	0	hand1_2	npc\worldnpc013		icon\funcnpc\worldnpc514.png				0			0	0	0			100																																																																															
jiuhuocity04_3	WaterTaskNpc	张晴		8	234		2	2			0	0	hand1_2	npc\worldnpc188		icon\funcnpc\worldnpc188.png				0			0	0	0			100																																																																															
jiuhuocity05_3	WaterTaskNpc	施圣屹		8	234		2	2			0	0	hand1_1	npc\worldnpc513		icon\funcnpc\worldnpc031.png				0			0	0	0			100																																																																															
jiuhuoborn01_3	WaterTaskNpc	夏茜		8	234		2	2			0	0	hand1_2	npc\worldnpc013		icon\funcnpc\worldnpc013.png				0			0	0	0			100																																																																															
jiuhuoborn02_3	WaterTaskNpc	韦明轩		8	234		2	2			0	0	hand1_1	npc\worldnpc390		icon\funcnpc\worldnpc390.png				0			0	0	0			100																																																																															
jiuhuoborn03_3	WaterTaskNpc	闫博文		8	234		2	2			0	0	hand1_1	npc\worldnpc153		icon\funcnpc\worldnpc153.png				0			0	0	0			100																																																																															
jiuhuoborn04_3	WaterTaskNpc	白光平		8	234		2	2			0	0	hand1_1	npc\worldnpc052		icon\funcnpc\worldnpc052.png				0			0	0	0			100																																																																															
jiuhuoschool01_3	WaterTaskNpc	叶明珠		8	234		2	2			0	0	hand1_2	npc\worldnpc188		icon\funcnpc\worldnpc188.png				0			0	0	0			100																																																																															
jiuhuoschool02_3	WaterTaskNpc	海珊瑚		8	234		2	2			0	0	hand1_2	npc\worldnpc055		icon\funcnpc\worldnpc057.png				0			0	0	0			100																																																																															
jiuhuoschool03_3	WaterTaskNpc	顾玉峰		8	234		2	2			0	0	hand1_1	npc\worldnpc367		icon\funcnpc\worldnpc367.png				0			0	0	0			100																																																																															
jiuhuoschool04_3	WaterTaskNpc	钟皓然		8	234		2	2			0	0	hand1_1	npc\worldnpc459		icon\funcnpc\worldnpc459.png				0			0	0	0			100																																																																															
jiuhuoschool05_3	WaterTaskNpc	单春花		8	234		2	2			0	0	hand1_2	npc\worldnpc013		icon\funcnpc\worldnpc459.png				0			0	0	0			100																																																																															
jiuhuoschool06_3	WaterTaskNpc	铁霜求		8	234		2	2			0	0	hand1_1	npc\worldnpc367		icon\funcnpc\worldnpc367.png				0			0	0	0			100																																																																															
jiuhuoschool07_3	WaterTaskNpc	杨柳		8	234		2	2			0	0	hand1_2	npc\worldnpc037		icon\funcnpc\worldnpc153.png				0			0	0	0			100																																																																															
jiuhuoschool08_3	WaterTaskNpc	甘柔		8	234		2	2			0	0	hand1_2	npc\worldnpc188		icon\funcnpc\worldnpc390.png				0			0	0	0			100																																																																															
																																																																																																											
																																																																																																											
																																																																																																											
																																																																																																											
GuildBuildingNPC051	GuildBuildingNpc	练功台门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc564		icon\funcnpc\worldnpc564.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	2	1				1702					
GuildBuildingNPC052	GuildBuildingNpc	练功台建筑		8	76		0	0			0	0	#REF!	npc\1701_liangongtai						0			0	0	0			100																5000																																																				1	2	0				1702					
GuildBuildingNPC053	GuildBuildingNpc	聚义堂门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc536		icon\funcnpc\worldnpc536.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				2	0	1				1702					
GuildBuildingNPC054	GuildBuildingNpc	聚义堂建筑		8	76		0	0			0	0	#REF!	npc\1701_juyitang						0			0	0	0			100																5000																																																				2	0	0				1702					
GuildBuildingNPC055	GuildBuildingNpc	帮会议事厅门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc312		icon\funcnpc\worldnpc312.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				3	0	1				1702					
GuildBuildingNPC056	GuildBuildingNpc	帮会议事厅建筑		8	76		0	0			0	0	#REF!	npc\1701_yishiting						0			0	0	0			100																5000																																																				3	0	0				1702					
GuildBuildingNPC057	GuildBuildingNpc	机关房门牌		8	72		2	2			1.25	5	#REF!	npc\fbfunnpc00121		icon\funcnpc\fbfunnpc00121.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				4	0	1				1702					
GuildBuildingNPC058	GuildBuildingNpc	机关房建筑		8	76		0	0			0	0	#REF!	npc\1701_jiguanfang						0			0	0	0			100																5000																																																				4	0	0				1702					
GuildBuildingNPC059	GuildBuildingNpc	藏书远门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc447		icon\funcnpc\worldnpc447.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	5	1				1702					
GuildBuildingNPC060	GuildBuildingNpc	藏书远建筑		8	76		0	0			0	0	#REF!	npc\1701_cangshuyuan						0			0	0	0			100																5000																																																				1	5	0				1702					
GuildBuildingNPC061	GuildBuildingNpc	梅花桩门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc050		icon\funcnpc\worldnpc050.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	4	1				1702					
GuildBuildingNPC062	GuildBuildingNpc	梅花桩建筑		8	76		0	0			0	0	#REF!	npc\1701_meihuazhuang						0			0	0	0			100																5000																																																				1	4	0				1702					
GuildBuildingNPC063	GuildBuildingNpc	木人桩门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc292		icon\funcnpc\worldnpc292.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	1	1				1702					
GuildBuildingNPC064	GuildBuildingNpc	木人桩建筑		8	76		0	0			0	0	#REF!	npc\1701_murenzhuang						0			0	0	0			100																5000																																																				1	1	0				1702					
GuildBuildingNPC065	GuildBuildingNpc	静思室门牌		8	72		2	2			1.25	5	#REF!	npc\fbboss00127		icon\funcnpc\fbboss00127.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	3	1				1702					
GuildBuildingNPC066	GuildBuildingNpc	静思室建筑		8	76		0	0			0	0	#REF!	npc\1701_jingsishi						0			0	0	0			100																5000																																																				1	3	0				1702					
GuildBuildingNPC067	GuildBuildingNpc	正厅门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc234		icon\funcnpc\worldnpc234.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				5	0	1				1702					
GuildBuildingNPC068	GuildBuildingNpc	正厅建筑		8	76		0	0			0	0	#REF!	npc\1701_zhengti						0			0	0	0			100																5000																																																				5	0	0				1702					
GuildBuildingNPC069	GuildBuildingNpc	仓库门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc214		icon\funcnpc\worldnpc214.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				6	0	1				1702					
GuildBuildingNPC070	GuildBuildingNpc	仓库建筑		8	76		0	0			0	0	#REF!	npc\1701_cangku						0			0	0	0			100																5000																																																				6	0	0				1702					
GuildBuildingNPC071	GuildBuildingNpc	牌匾		8	76		0	0			0	0	#REF!	npc\1701_paibian1						0			0	0	0			100																5000																																																				13	0	0				1702					
GuildBuildingNPC072	GuildBuildingNpc	牌坊		8	76		0	0			0	0	#REF!	npc\1701_paibian2						0			0	0	0			100																5000																																																				7	0	0				1702					
GuildBuildingNPC073	GuildBuildingNpc	聚宝房		8	76		0	0			0	0	#REF!	npc\1701_jubaoafang						0			0	0	0			100																5000																																																				9	0	0				1702					
GuildBuildingNPC074	GuildBuildingNpc	大门		8	76		0	0			0	0	#REF!	npc\1701_damen						0			0	0	0			100																5000																																																				8	0	0				1702					
GuildBuildingNPC075	GuildBuildingNpc	大门门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				8	0	1				1702					
GuildBuildingNPC076	GuildBuildingNpc	聚宝房门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc451		icon\funcnpc\worldnpc451.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				9	0	1				1702					
GuildBuildingNPC077	GuildBuildingNpc	藏书院2门牌		8	72		2	2			1.25	5	#REF!	npc\worldnpc447		icon\funcnpc\worldnpc447.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				1	8	1				1702					
GuildBuildingNPC078	GuildBuildingNpc	藏书院2建筑		8	76		0	0			0	0	#REF!	npc\1701_cangshuyuan2						0			0	0	0			100																5000																																																				1	8	0				1702					
GuildBuildingNPC079	GuildBuildingNpc	金库门牌		8	72		2	2			1.25	5	#REF!	npc\funcnpc001		icon\funcnpc\funcnpc001.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				11	0	1				1702					
