NPC±àºÅ	¶ÔÏóÀàĞÍ	Ãû³Æ	Ä£ĞÍ±àºÅ	Í·Ïñ	NPCÀàĞÍ	NPCÖÖÀàID	ÏìÓ¦·¶Î§	Ñ¡Ôñ²Ù×÷·ÖÀà	Êó±êĞÎ×´	½Å±¾±àºÅ	²É¼¯·¶Î§	²É¼¯Ê±ÌØĞ§Ãû	²É¼¯ºóÌØĞ§Ãû	²É¼¯ºóÌØĞ§³ÖĞøÊ±¼ä£¨ºÁÃë£©	²É¼¯¶¯×÷Ãû	Ë¢ĞÂÊ±¼ä£¨ms£©	¶ÁÌõÊ±¼ä(ms)	²É¼¯ÀàĞÍ	²ÎÊı1	²ÎÊı2	»ØÊÕ	µôÂä	²É¼¯µØµã	×î¶à¿É²É¼¯´ÎÊı	ÌåÁ¦	¹¤¾ßÏŞÖÆID£¨²»ÌîĞ´±íÊ¾Ã»ÓĞÏŞÖÆ£©	¶àÈËÍ¬Ê±²É¼¯£¨Ìî1ÔÊĞí£©	AI±à¼­°ü	´æÔÚÊ±¼ä
Gather00015a	MineNpc	ÎåÏÉ½ÌÒ©²İ	npc\cj_106020	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24494	0		taskitem_23a		1					
Gather00016a	MineNpc	ÎåÏÉ½ÌÒ©²İÏä	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	5000	5000	1	24496	1				1					
Gather00017a	MineNpc	°µ²ØµÄ·ìÏ¶	npc\itemnpc067	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24511	0		useitem_12a		1					
Gather00018a	MineNpc	ÎåÏÉ½Ì¶¾Ò©Ìï	npc\cj_106017	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24518	0		taskitem_24a		1					
Gather00019a	MineNpc	ÎåÏÉ½Ì¶¾Ò©Ìï¶¾²İ1	npc\cj_106020	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24519	1				1					
Gather00020a	MineNpc	ÎåÏÉ½Ì¶¾Ò©Ìï¶¾²İ2	npc\cj_106016	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24519	2				1					
Gather00021a	MineNpc	ÎåÏÉ½Ì¶¾Ò©Ìï¶¾²İ3	npc\cj_160250	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24519	3				1					
									28								5000	1											
Gather00023a	MineNpc	Ğ«ïÎ×Ó	npc\itemnpc175	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24559	1		useitem_17a		1					
Gather00024a	MineNpc	°ëÏÄºµÁ«	npc\cj_041060b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24550	1		useitem_19a		1					
Gather00025a	MineNpc	²Ô¶úË÷	npc\cj_041160b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24589	0		taskitem_37a		1					
Gather00026a	MineNpc	Ö½¾í	npc\itemnpc164	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24604	0		taskitem_40a		1					
Gather00027a	MineNpc	ÃÜ·âÍ­Ïä	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24605	0		taskitem_43a		100000000					
Gather00028a	MineNpc	Ê¬Ìå	npc\itemnpc230	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	24613	0		taskitem_46a		1					
Gather00029a	MineNpc	°×ÒÏ³²Ñ¨	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36530	0				1					
Gather00030a	MineNpc	Ï»×Ó	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36530	2		taskitem_47a		1					
Gather00031a	MineNpc	ÔÂÑÒ	npc\cj020080	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36491	0		taskitem_48a		5					
Gather00032a	MineNpc	»±ÓñÌúÄ¾	npc\itemnpc169	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36491	0		taskitem_49a		5					
Gather00033a	MineNpc	Ô¨Áú±ù±´	npc\cj_ty0004b	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36494	0		taskitem_50a		1					
Gather00034a	MineNpc	´ó½ğ³áÄñ³²Ñ¨	npc\itemnpc227	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36498	0		taskitem_51a		1					
Gather00035a	MineNpc	Ïä×Ó	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36499	0		taskitem_52a		1					
Gather00036a	MineNpc	»ÆÓñÊ¯	npc\cj020080	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36538	0		taskitem_54a		1					
Gather00037a	MineNpc	²İ¶Ñ	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36547	1	useitem_28a			1					
Gather00038a	MineNpc	Ï»×Ó	npc\itemnpc005a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36553	0		taskitem_47a		1					
Gather00039a	MineNpc	¾Æ±­	npc\itemnpc003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36568	1				1					
Gather00040a	MineNpc	ÓÄÔÆÙ¤À¶	npc\cj_160200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36574	0		taskitem_56a		1					
Gather00041a	MineNpc	±»·­¶¯¹ıµÄÊ¯Í·	npc\itemnpc075	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36533	0		taskitem_47a		1					
Gather00042a	MineNpc	èóÌì¹¬ÆìÖÄ	npc\itemnpc422	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36521	1				1					
Gather00043a	MineNpc	Ò»Ö»ËÀÒ°ÍÃ	npc\monster118	icon\monster\monster118.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36110	2				1					
Gather00044a	MineNpc	ÀÇµÄ×ãÓ¡	npc\itemnpc163	icon\funcnpc\itemnpc163.png	153	3	20	2	28	npc\gather_npc.lua	3				interact150	5000	5000	1	36110	3				1					
Gather00045a	MineNpc	ËÎ¿£ÇåµÄ±¦½£	npc\itemnpc205	icon\funcnpc\itemnpc205.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36118	1				1					
Gather00046a	MineNpc	Ò»Ì²Ñª¼£	npc\itemnpc162	icon\funcnpc\itemnpc162.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36118	2				1					
Gather00047a	MineNpc	Ò»¶ÑÊ¬¹Ç	npc\itemnpc230	icon\funcnpc\itemnpc230.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_97	light_move_97		interact017	5000	5000	1	36429	0		taskitem_59a		1					
Gather00048a	MineNpc	Í¶Ê¯»ú	npc\fbmac004007	icon\monster\fbmac004007.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36428	1				1					
Gather00049a	MineNpc	ËÍ×Ó¹ÛÒôÏñ	npc\itemnpc071	icon\funcnpc\itemnpc071.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36470	0		taskitem_61a		1					
Gather00050a	MineNpc	×°ÓĞ¹±Æ·µÄºĞ×Ó	npc\itemnpc195	icon\funcnpc\itemnpc195.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36479	1		taskitem_63a		1					
Gather00051a	MineNpc	ºĞ×Ó	npc\itemnpc195	icon\funcnpc\itemnpc195.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	36551	0		useitem_29a		1					
Gather00052a	MineNpc	Ö¯½õĞ¡°ü	npc\itemnpc063	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	40297	0		taskitem_68a		1					
Gather00053a	MineNpc	»ÆÓêÌÙ	npc\cj_160200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	40315	0		taskitem_69a		3					
Gather00054a	MineNpc	ÔÆÄ¸Ê¯	npc\itemnpc036	icon\funcnpc\itemnpc036.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	40316	0		taskitem_70a		1					
Gather00055a	MineNpc	ÔÂ¹ğ	npc\cj_030300	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	40316	0		taskitem_71a		100000000					
Gather00056a	MineNpc	º®ÑªÁéÖ¥	npc\cj_106022c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44292	0		taskitem_77a		1					
Gather00057a	MineNpc	´òÄ¥Ê¯	npc\itemnpc040	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44303	0		taskitem_79a		1					
Gather00058a	MineNpc	°å×´µÄÊ¯¿é	npc\itemnpc023	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44342	1		useitem_43a		1					
Gather00059a	MineNpc	ËÉÈíµÄµØÃæ	npc\itemnpc057a	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1		0				1					
Gather00060a	MineNpc	·ØµØ	npc\itemnpc134	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1		0				1					
									28																				
Gather00062a	MineNpc	Ø¤°ïµÜ×ÓµÄ´ò¹·°ô	npc\itemnpc539	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44340	0		taskitem_86a		1					
Gather00063a	MineNpc	Ç¶Ê¯	npc\cj020060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44343	0		taskitem_83a		1					
Gather00064a	MineNpc	ĞÛ»Æ	npc\cj020040	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44346	0		taskitem_84a		1					
Gather00065a	MineNpc	º×ÑªÊ¯	npc\cj020060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44361	0		taskitem_85a		1					
Gather00066a	MineNpc	¶¬Ëñ	npc\cj_040012	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44388	0		taskitem_89a		1					
Gather00067a	MineNpc	Ö¹Ñª²İ	npc\cj_160200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44390	0		taskitem_90a		1					
Gather00068a	MineNpc	Ò°¹½	npc\cj_ty0002c	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44399	0		taskitem_91a		1					
Gather00069a	MineNpc	ÔÉÌú¿é	npc\itemnpc075	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44401	0		taskitem_92a		5					
Gather00070a	MineNpc	ËÉ¶¯µÄÊ¯¿é	npc\itemnpc059	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44406	2		taskitem_93a		5					
Gather00071a	MineNpc	°µ²ØÕ¨Ò©µÄÊ¯¿é	npc\itemnpc059	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44412	1				1					
Gather00072a	MineNpc	°µ²ØÕ¨Ò©ÍÁ¶Ñ	npc\itemnpc208	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44412	2				1					
Gather00073a	MineNpc	°µ²ØÕ¨Ò©µÄÊ¯¿é	npc\itemnpc059	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	5000	5000	1	44412	3				1					
Gather00074a	MineNpc	²ğµ¯Ç¯	npc\itemnpc025	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	22343	0		taskitem_95a		1					
Gather00075a	MineNpc	ÎÚ½õÀğ	npc\worldnpc147	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	22350	0		taskitem_97a		1					
Gather00076a	MineNpc	ĞşÌúÁî	npc\itemnpc129	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	22357	0		taskitem_99a		1					
Gather00077a	MineNpc	Ê¯Í·¶Ñ	npc\itemnpc059	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	84226	0		taskitem_356		1					
Gather00078a	MineNpc	À¬»ø¶Ñ	npc\itemnpc036	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	84242	0		taskitem_55b		1					
Gather00079a	MineNpc	×°±ùµÄÍ°	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	81161	0		taskitem_yc011		1					
Gather00080a	MineNpc	²İ¶Ñ	npc\itemnpc087	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	81165	0		taskitem_26qy		1					
Gather00081a	MineNpc	»¹Éñ²İ	npc\cj_160200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34586	1		useitem_50a		1					
Gather00082a	MineNpc	¶¬ÌÒ	npc\cj_040049	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34593	0		taskitem_101a		3					
Gather00083a	MineNpc	Èı°×	npc\itemnpc066	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34593	0		taskitem_102a		3					
Gather00084a	MineNpc	¶şÔÂºìË«¼Õ	npc\itemnpc210	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34593	0		taskitem_103a		3					
Gather00085a	MineNpc	Ñ÷²İ	npc\cj_160200	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34625	1		useitem_53a		1					
Gather00086a	MineNpc	ÊéĞÅ	npc\itemnpc203	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34630	1		useitem_54a		1					
Gather00087a	MineNpc	Ïô±ğÇéµÄóï	npc\itemnpc472	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34676	0		taskitem_108a		1					
Gather00088a	MineNpc	µ¤Ñô²İ	npc\itemnpc456	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	34677	1		useitem_59a		1					
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
									28																				
Gather00001b	MineNpc	»¬×Ï³µ	npc\itemnpc064	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24247;81417	2;0		taskitem_1b		1					
Gather00002b	MineNpc	Ğ¡Ï»×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24256	0		taskitem_2b		1					
Gather00003b	MineNpc	²èºø	npc\itemnpc161	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	10000	3000	1	24031	2		useitem_3f		1000000			1		
Gather00004b	MineNpc	Ğ¡ºĞ×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	38112	0		taskitem_17b		100					
Gather00006b	MineNpc	µ¹Âú¾ÆµÄ¾Æ±­	npc\itemnpc034	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact035	10000	5000	1	38418	1				1					
Gather00007b	MineNpc	ÆßĞÇ²İ 	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24369	0		taskitem_410		1					
Gather00008b	MineNpc	ĞÇÀâ²İ	npc\itemnpc051	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24381	0		taskitem_415		1					
Gather00009b	MineNpc	ÎÄ·¿ËÄ±¦	npc\itemnpc203	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24416	0		taskitem_24b		1					
Gather00010b	MineNpc	Ò»±­·Ú¾Æ	npc\itemnpc003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact035	10000	5000	1	24342	1				1					
Gather00011b	MineNpc	µÆÑª²İ	npc\itemnpc054	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24390	0		taskitem_25b		1					
Gather00012b	MineNpc	Ïä×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24635	0		taskitem_29b		100000000					
Gather00013b	MineNpc	ÂÌÁâĞÄ»¨	npc\itemnpc204	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24641	0		taskitem_31b		1					
Gather00014b	MineNpc	ÏãÂ¯	npc\itemnpc035	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	skill005	skill005		interact024	0	5000	1	24647	1				100000000					
Gather00015b	MineNpc	³àµ¤¹û	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	10000	5000	1	24652	0		taskitem_32b		1					
Gather00016b	MineNpc	¹¤¾ßÏä	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24674	0		taskitem_35b		100000000					
Gather00017b	MineNpc	Ò°¹ûÊ÷	npc\itemnpc065	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	10000	5000	1	24682	0		taskitem_37b		100000000					
Gather00018b	MineNpc	À¥²¼Éñ²İ	npc\itemnpc064	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	36126	0		taskitem_40b		1					
Gather00019b	MineNpc	Çà·ç½£	npc\itemnpc205	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact041	10000	5000	1	36156	0		taskitem_43b		1					
Gather00020b	MineNpc	Ïä×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1						1					
Gather00021b	MineNpc	Ò°ÍÃ	npc\monster118	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	36134			taskitem_42b		1					
Gather00022b	MineNpc	ÉúĞâµÄ¶Ì½£	npc\itemnpc205	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	24410	1		taskitem_27b		1					
Gather00023b	MineNpc	×ØÄ¾Ïä×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24412	1		useitem_43b		100000000					
Gather00024b	MineNpc	Ğ¡Ï»×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24454	1		useitem_45b		100000000					
Gather00025b	MineNpc	Ë®Íë	npc\npcitem052	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	1000	1	24454	0		taskitem_53b		1					
Gather00026b	MineNpc	ÔËÊä³µ	npc\itemnpc421	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_98	light_move_112	3000	interact173	10000	3000	1	24487	1				1					
Gather00027b	MineNpc	Á¸²İ¶Ñ	npc\itemnpc032	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3	light_move_98	light_move_112	3000	interact173	10000	3000	1	24487	2				1					
Gather00028b	MineNpc	ÃÖÀæ²İ	npc\itemnpc064	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3		light_move_97	3000	interact173	10000	5000	1	24497	1				1					
Gather00029b	MineNpc	Ê÷¶´	npc\cj_030050	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24502	0		taskitem_55b		100000000					
Gather00030b	MineNpc	×Ï²Î¹û	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24509	0		taskitem_58b		1					
Gather00031b	MineNpc	ÖñÂ¨×Ó	npc\itemnpc175	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	24549	1		useitem_17a		1					
Gather00032b	MineNpc	ÍşÁéÑª	npc\itemnpc033	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24555	0		useitem_15a		1					
Gather00033b	MineNpc	²è±­	npc\itemnpc034	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24596	0				100000000					
Gather00034b	MineNpc	Ïä×Ó	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24604	0		taskitem_61b		100000000					
Gather00035b	MineNpc	°ü¹ü	npc\itemnpc428	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	24616	1		taskitem_45a		100000000					
Gather00036b	MineNpc	¹Ş×Ó	npc\itemnpc014	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24750	0		taskitem_66b		100000000					
Gather00037b	MineNpc	½õºĞ	npc\itemnpc201	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24757	0		taskitem_67b		100000000					
Gather00038b	MineNpc	¸æÊ¾ÅÆ	npc\itemnpc022	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	1000	1	24727	1		taskitem_70b		100000000					
Gather00039b	MineNpc	Ò©ºĞ	npc\itemnpc005	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	0	5000	1	24745	1				100000000					
Gather00040b	MineNpc	ÂíÌãÓ¡	npc\itemnpc130	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00041b	MineNpc	÷¼÷Ã±ê¼Ç	npc\itemnpc437	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00042b	MineNpc	Âí	npc\mount111	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3																		
Gather00043b	MineNpc	ĞĞÄÒ	npc\itemnpc428	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	40435	0		taskitem_73b		1					
Gather00044b	MineNpc	×ÏÁú¹û	npc\itemnpc166	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	40439	0		taskitem_74b		1					
Gather00045b	MineNpc	ÓÄ°µÆ®Ïã	npc\itemnpc168	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	40439	0		taskitem_75b		1					
Gather00046b	MineNpc	ÔßÎï	npc\itemboxnpc002	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	3000	1	40449	0		taskitem_76b		1					
Gather00047b	MineNpc	¸æÊ¾ÅÆ	npc\itemnpc057	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000		1						100000000					
Gather00048b	MineNpc	±¦Ïä	npc\itemboxnpc003	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	3000	1	40461	0		useitem_57b		1					
Gather00049b	MineNpc	Ò©Ïä	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	40471	2		useitem_55b		100000000					
Gather00050b	MineNpc	¼¦	npc\worldnpc143	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	44011;44088	0		taskitem_82b		1					
Gather00051b	MineNpc	Ò°¹ûÊ÷	npc\cj_040020	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	3000	1	44027	0		taskitem_83b		100000000					
Gather00052b	MineNpc	Ïä×Ó	npc\itemboxnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	44042	0		taskitem_84b		100000000					
Gather00053b	MineNpc	Ä¾¶Ñ	npc\itemnpc038	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	5000	1	44005	1		taskitem_88b		1					
Gather00054b	MineNpc	¾Æºø	npc\itemnpc001	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	44009	1		useitem_62b		1					
Gather00055b	MineNpc	Ã×´ü	npc\itemnpc165	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	44009	2		useitem_61b		100000000					
Gather00056b	MineNpc	É´²¼	npc\itemnpc160	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	44009	3		taskitem_90b		1					
Gather0024mm	MineNpc	ÃñÅ®	npc\worldnpc111	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3		dam_qt_2a	500	interact041	10000	5000	1	44025	-1				1			1		
Gather0025mm	MineNpc	ÃñÅ®	npc\worldnpc405	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3		dam_qt_2a	500	interact041	10000	5000	1	44025	-1				1			1		
Gather0026mm	MineNpc	ÃñÅ®	npc\worldnpc182	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3		dam_qt_2a	500	interact041	10000	5000	1	44025	-1				1			1		
Gather0027mm	MineNpc	Ë®¸×	npc\itemnpc060	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	44027	1		taskitem_035mm		10			1		
Gather0028mm	MineNpc	Ë®¸×	npc\itemnpc553	icon\funcnpc\task.png	153	3	20	2	28	npc\gather_npc.lua	3				interact017	10000	2000	1	44027	1		taskitem_035mm		10			1		
