NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	门派职权	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	对话类型	地位评分	世界触发器相关	报复等级	报复手段	是否可结婚	格挡方式(-1表示不格挡)	模型缩放	存在时间	退出发声对话	是否预载入模型	是否可被捕捉	捕捉道具	桃花岛骑鱼QTE	天气包	只关心距离脱离战斗	优先显示	动作集
WorldNpc00229	CommonNpc	沈湘兰		8	93	2	2	10		1.3	4.8	hand1_2	npc\worldnpc104			icon\funcnpc\worldnpc104.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_29	1			7	4	3	talkrule070403							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85528;	85528;														1			6																
WorldNpc00230	CommonNpc	梁南		8	93	2	2			1.25	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_30	1			7	2	10	talkrule070210							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10			shop_tea_1001					85529;	85529;														1			3																
WorldNpc00231	CommonNpc	顾萼		8	93	2	2			1.25	4	hand1_1	npc\worldnpc107			icon\funcnpc\worldnpc107.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_31	1			7	2	19	talkrule070219							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85530;	85530;														1			2																
WorldNpc00232	CommonNpc	清难		8	93	2	2			1.25	4	hand1_1	npc\monster516			icon\monster\monster516.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_32	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								48432;48433;48434;48440;38138;38290;38291;	48431;48432;48433;48439;38136;38289;38290;														1			5																
WorldNpc00233	CommonNpc	清悟		8	93	2	2			1	1.5	hand_0	npc\worldnpc093c			icon\funcnpc\worldnpc093.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_19	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85532;	85532;														1			5																
WorldNpc00234	CommonNpc	丫鬟		8	93	2	2			1.3	4.8	hand1_2	npc\worldnpc111			icon\funcnpc\worldnpc111.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_20	1			7	5	4	talkrule070504							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85533;	85533;														1			2																
WorldNpc00235	CommonNpc	净真		8	93	2	2			1.25	4	hand1_1	npc\worldnpc097			icon\funcnpc\worldnpc097.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_21	0			1	8	5	talkrule010805							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85512;	85512;														1			3																
WorldNpc00236	CommonNpc	净一		8	93	2	2			1.25	4	hand1_1	npc\worldnpc097			icon\funcnpc\worldnpc097.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_22	0			1	8	5	talkrule010805							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85535;	85535;														1			3																
WorldNpc00237	CommonNpc	净初		8	93	2	2			1.25	4	hand1_1	npc\worldnpc097			icon\funcnpc\worldnpc097.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_23	0			1	8	60	tg010860							296;297;298;299;300					1	160		1											1						1			2000	15		2000								0	10								85536;	85536;														1			3																
WorldNpc00238	CommonNpc	净字辈弟子		8	93	2	2			1.25	4	hand1_1	npc\worldnpc097			icon\funcnpc\worldnpc097.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_24	0			1	8	5	talkrule010805							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			3																
WorldNpc00239	CommonNpc	祖字辈武僧		8	93	2	2			1.25	4	hand1_1	npc\worldnpc100			icon\funcnpc\worldnpc100.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_25	0			1	8	3	talkrule010803							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85538;	85538;														1			5																
WorldNpc00240	CommonNpc	阿布		8	93	2	2			1.25	4	hand1_1	npc\worldnpc124			icon\funcnpc\worldnpc124.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_26	1			7	2	7	talkrule070207							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85539;	85539;														1			1																
WorldNpc00241	CommonNpc	余乔鹤		8	93	2	2			1.25	4	hand1_1	npc\worldnpc125			icon\funcnpc\worldnpc125.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_27	1			7	2	1	talkrule070201							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85540;	85540;														1			2																
WorldNpc00242	CommonNpc	萍姑		8	93	2	2			1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_28	1			7	2	4	talkrule070204							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85541;	85541;														1			2																
WorldNpc00243	CommonNpc	迎客僧		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_29	0			1	8	6	talkrule010806							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85542;	85542;														1			2																
WorldNpc00244	CommonNpc	清字辈弟子		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_30	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85543;	85543;														1			5																
WorldNpc00245	CommonNpc	清尘		8	93	2	2			1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_31	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								38110;38111;38120;38159;38160;38293;38296;38297;38298;38299;38300;38388;38397;	38109;38110;38118;38158;38159;38292;38293;38296;38297;38298;38299;38387;38396;														1			5																
WorldNpc00246	CommonNpc	清觉		8	93	2	2			1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_32	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85545;	85545;														1			5																
WorldNpc00247	CommonNpc	清禅		8	93	2	2			1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_19	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85546;	85546;														1			5																
WorldNpc00248	CommonNpc	铁坤鸿		8	93	2	2			1.25	4	hand1_1	npc\worldnpc112			icon\funcnpc\worldnpc112.png					0				3	0	0			20	prop_QiTaMenPai_1	Call_142	Home_20	1													296;297;298;299;300																																								10								85547;	85547;																	0																
WorldNpc00249	CommonNpc	老霍		8	93	2	2	10		1.25	4	hand1_1	npc\worldnpc136			icon\funcnpc\worldnpc136.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_21	1			7	5	5	talkrule070505							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85548;	85548;														1			3																
WorldNpc00250	CommonNpc	清圆		8	93	2	2			1.25	4	hand1_1	npc\worldnpc096			icon\funcnpc\worldnpc096.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_22	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85549;	85549;														1			5																
WorldNpc00251	CommonNpc	丁香兰		8	93	2	2			1.3	4.8	hand1_2	npc\worldnpc116			icon\funcnpc\worldnpc116.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_23	1			7	2	6	talkrule070206							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85550;	85550;														1			2																
WorldNpc00252	CommonNpc	牛铁娃		8	93	2	2			1	4	hand1_1	npc\worldnpc437			icon\funcnpc\worldnpc437.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_24	1			7	2	7	talkrule070207							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85551;	85551;														1			1																
WorldNpc00253	CommonNpc	小桃子		8	93	2	2			1	4	hand_0	npc\worldnpc121			icon\funcnpc\worldnpc121.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_25	1			7	2	8	talkrule070208							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								18903;85552;	85552;														1			1																
WorldNpc00254	CommonNpc	齐伯嗔		8	93	2	2			1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_26	1			7	2	1	talkrule070201							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85553;	85553;														1			2																
WorldNpc00255	CommonNpc	清业		8	93	2	2			1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_27	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85554;85559;	85554;85559;														1			5																
WorldNpc00256	CommonNpc	杜贺亭		8	93	2	2			1.25	4	hand1_1	npc\worldnpc138			icon\funcnpc\worldnpc138.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_28	1			7	1	14	talkrule070114							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85555;	85555;														1			3																
WorldNpc00257	CommonNpc	邓初		8	93	2	2			1.25	4	hand1_1	npc\worldnpc139			icon\funcnpc\worldnpc139.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_29	1			7	1	14	talkrule070114							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85556;85557;	85556;85557;														1			3																
WorldNpc00258	CommonNpc	王强		8	93	2	2			1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_30	1			7	1	4	talkrule070104							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			3																
WorldNpc00259	CommonNpc	吕叔泉		8	93	2	2	10		0.65	1.3	hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0	npc\clone\CJ\npc_talk_minigame.lua			3	0	0			20	prop_QiTaMenPai_1		Home_31	1			6	2	2	talkrule060202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85558;	85558;														1			4																
WorldNpc00260	CommonNpc	清色		8	93	2	2			1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_32	0			6	2	2	talkrule060202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			4																
WorldNpc00261	CommonNpc	马回		8	93	2	2			1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_1	1			7	5	1	talkrule070501							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85560;28725;28726;	85560;28724;28725;														1			1		1	22													
WorldNpc00262	CommonNpc	玄真		8	93	2	2			1.25	4	hand1_1	npc\worldnpc091			icon\funcnpc\worldnpc091.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_2	0			1	8	51	tg010851		zhuanyong_339					296;297;298;299;300					1	160		1											1						1			2000	15		2000								0	10								38390;38391;18820;18837;18838;18839;18840;18855;85561;	38389;38390;18819;18820;18837;18838;18839;18840;18855;85561;														1			7																
WorldNpc00263	CommonNpc	玄苦		8	93	2	2			1.25	4	hand1_1	npc\worldnpc091			icon\funcnpc\worldnpc091.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_3	0			1	8	2	talkrule010802							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								85562;	85562;														1			6																
WorldNpc00264	CommonNpc	玄济		8	93	2	2	10		1.25	4	hand_0	npc\worldnpc091c			icon\funcnpc\worldnpc091c.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_4	0			1	8	2	talkrule010802							296;297;298;299;300					1	20		1											0						1			2000	15		2000								0	10								18877;85563;	18877;85563;														1			6																
WorldNpc00265	CommonNpc	司马央		8	93	2	2			1.25	4	hand1_1	npc\worldnpc101			icon\funcnpc\worldnpc101.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_5	1			7	1	14	talkrule070114							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			3																
WorldNpc00266	CommonNpc	岳灵儿		8	93	2	2			1.3	4.8	hand1_2	npc\worldnpc113			icon\funcnpc\worldnpc113.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_6	1			6	2	2	talkrule060202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			4																
WorldNpc00267	CommonNpc	小豆子		8	93	2	2			1.25	4	hand1_1	npc\worldnpc123			icon\funcnpc\worldnpc123.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_7	1			7	2	7	talkrule070207							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
WorldNpc00268	CommonNpc	铁平		8	93	2	2			1	3.8	hand1_1	npc\worldnpc133			icon\funcnpc\worldnpc133.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_8	1			7	1	4	talkrule070104							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			3																
WorldNpc00269	CommonNpc	莫伊人		8	93	2	2			1.3	4.8	hand1_2	npc\worldnpc134			icon\funcnpc\worldnpc134.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_9	1			5	18	51	tg051851							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00270	CommonNpc	阿同		8	93	2	2			1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_10	1			7	5	3	talkrule070503							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			1																
WorldNpc00271	CommonNpc	祖仁		8	93	2	2			1.25	4	hand1_1	npc\worldnpc092			icon\funcnpc\worldnpc092.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_11	1			1	8	3	talkrule010803							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00272	CommonNpc	祖定		8	93	2	2			1.25	4	hand1_1	npc\monster126			icon\monster\monster126.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_12	0			1	8	3	talkrule010803			1				296;297;298;299;300					1	12		1											1						1			2000	15		2000						1		0	10								38116;38124;38125;38131;	38114;38123;38124;38130;														1			5																
WorldNpc00273	CommonNpc	鸭		8	112	2	2			0.4	-1	hand_0	npc\worldnpc145			icon\funcnpc\worldnpc145.png					1				3	0	0			20				1																																																					10																										0																
WorldNpc00274	CommonNpc	了因上人		8	227	2	2			1.25	4	hand1_1	npc\worldnpc047			icon\funcnpc\worldnpc047.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_11	0			1	8	52	rw_sljiemi_01		zhuanyong_322										1	160		1											1						1			2000	15		2000								0	10			Shop_menpai_sl_01					38014;	38012;1435;1443;														1			6																
WorldNpc00275	CommonNpc	清远		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_15	0			1	8	4	rw_sljiemi_01							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00276	CommonNpc	清字辈弟子		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_1	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00277	CommonNpc	清字辈弟子		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_2	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00278	CommonNpc	默罕默德·阿凡提		8	93	2	2			0.7	1	hand_0	npc\worldnpc108			icon\funcnpc\worldnpc108.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_3	1			7	2	11	talkrule070211							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2		2	13													
WorldNpc00279	CommonNpc	秦南生		8	93	2	2			1.15	4	hand1_1	npc\worldnpc117			icon\funcnpc\worldnpc117.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_4	1			7	2	5	talkrule070205							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
WorldNpc00280	CommonNpc	书生		8	93	2	2			1.25	4	hand1_1	npc\worldnpc219			icon\funcnpc\worldnpc219.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_5	1			7	1	14	talkrule070114							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			3																
WorldNpc00281	CommonNpc	玄寂		8	93	2	2			1.25	4	hand1_1	npc\worldnpc091			icon\funcnpc\worldnpc091.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_6	0			1	8	2	talkrule010802							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			6																
WorldNpc00282	CommonNpc	祖行		8	93	2	2			1.25	4	hand1_1	npc\worldnpc092			icon\funcnpc\worldnpc092.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_7	0			1	8	3	talkrule010803							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00283	CommonNpc	清弥		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_8	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00284	CommonNpc	清度		8	93	2	2	10		0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_9	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00285	CommonNpc	清性		8	93	2	2			0.7	4	hand1_1	npc\worldnpc094			icon\funcnpc\worldnpc094.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_10	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10								18805;18806;18807;18808;18809;	18804;18805;18806;18807;18808;														1			5																
WorldNpc00286	CommonNpc	清字辈棍僧		8	93	2	2			1.25	4	hand1_1	npc\worldnpc099			icon\funcnpc\worldnpc099.png					0				3	0	0			20	prop_ZhengPaiMenPai_1		Home_11	0			1	8	4	talkrule010804							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			5																
WorldNpc00287	CommonNpc	卫霄		8	93	2	2			1	1.6	hand_0	npc\worldnpc114			icon\funcnpc\worldnpc114.png					0				3	0	0			20	prop_QiTaMenPai_1	Call_141	Home_12	1			6	2	2	talkrule060202							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			4																
WorldNpc00288	CommonNpc	洗儿		8	93	2	2			0.7	1.2	hand_0	npc\worldnpc122			icon\funcnpc\worldnpc122.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_13	1			7	2	8	talkrule070208							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10								85537;	85537;														1			1																
WorldNpc00289	CommonNpc	秦可秀		8	93	2	2			1.3	4.8	hand1_2	npc\worldnpc129			icon\funcnpc\worldnpc129.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_14	1			7	2	6	talkrule070206							159;169;179;191;192					1	2		1											1						1			2000	15		2000								0	10																							1			2																
WorldNpc00290	CommonNpc	汪老六		8	93	2	2			1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_15	1			7	2	3	talkrule070203							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																							1			2																
