NPC编号	ini注释名称	对象类型	Npc类型	级别	实力包编号	修为经验	怪物强度	掉落	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	连招表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	刷新时间	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	势力归属	势力关系表	剥皮范围	剥皮动作	读条时间	技能编号	技能等级	最大剥皮次数	剩余剥皮次数	是否在剥皮中	生活工具限制包ID	消耗体力	消耗工具耐久	排行榜积分	显示掉落	生活掉落包ID	生活心得	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	AI编辑包	直接触发	使用轻功	格挡模式	破防几率	破防技能	动作集	生存时间	进入战斗对话	超过距离就脱战	脱战回血	无视玩家	仇恨
monv020502	梅林杀手	AttackNpc	14	11	36		1	NormalMon01101	1.25	4	hand1_1		npc\monster253		0.92	icon\monster\monster253.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			655												
monv020503	断魂刀	AttackNpc	14	11	36		1	NormalMon01101	1.25	4	hand1_1		npc\monster454		0.92	icon\monster\monster454.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			656												
	"//1,侠客峰"																																																																																												
monv021100	江湖宵小	AttackNpc	14	8	35		1	NormalMon00801	1.25	4	hand1_1		npc\monster103		0.901124	icon\monster\monster103.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			651												
monv021200	女飞贼	AttackNpc	14	9	35		1	NormalMon00901	1.3	4.8	hand1_2		npc\monster058		0.857726	icon\monster\monster058.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			652												
monv021300	鬼斧门弟子	AttackNpc	14	9	35		1	NormalMon00901	1.25	4	hand1_1		npc\monster122		0.919509	icon\monster\monster122.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			649												
monv021400	玉带夜叉	AttackNpc	14	9	35		1	NormalMon00901	1.3	4.8	hand1_2		npc\monster125		0.873442	icon\monster\monster125.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			657												
monv021500	桃林怪客	AttackNpc	14	9	35		1	NormalMon00901	1.25	4	hand1_1		npc\monster265		0.961669	icon\monster\monster265.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			653												
monv021600	好色醉鬼	AttackNpc	14	11	36		1	NormalMon01101	1.25	4	hand1_1		npc\monster115		0.915409	icon\monster\monster115.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			658												
monv021700	花林妖女	AttackNpc	14	11	36		1	NormalMon01101	1.3	4.8	hand1_2		npc\monster327		0.87	icon\monster\monster327.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			659												
	"//2,星宿海(星宿派)"																																																																																												
monv022104	球背狼蛛	AttackNpc	7	16	37		1	AnimalMon00103	0.4	1.2	hand_0		npc\monster006		0.143695	icon\monster\monster006.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monv022105	炼毒弟子	AttackNpc	14	16	37		1	NormalMon01601	1.25	4	hand1_1		npc\worldnpc565		0.905	icon\funcnpc\worldnpc565.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			660												
monv022200	离愁宫门人	AttackNpc	14	17	37		1	NormalMon01700	1.3	4.8	hand1_2		npc\monster134		0.879219	icon\monster\monster134.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			661												
monv022201	港口守卫	AttackNpc	14	17	37		1	NormalMon01700	1.25	4	hand1_1		npc\worldnpc112		0.911107	icon\funcnpc\worldnpc112.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			660												
monv022202	截舟水贼	AttackNpc	14	17	37		1	NormalMon01700	1.25	4	hand1_1		npc\monster123		0.915	icon\monster\monster123.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			663												
monv022203	禁地守卫	AttackNpc	14	17	37		1	NormalMon01700	1.25	4	hand1_1		npc\monster379		0.925	icon\monster\monster379.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			660												
monv022204	山门护法	AttackNpc	14	17	37		1	NormalMon01700	1.25	4	hand1_1		npc\monster455		0.9	icon\monster\monster455.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			660												
monv022205	赤尾蝎子	AttackNpc	7	17	37		1	AnimalMon00119	1	4	hand_0		npc\monster013		0.225	icon\monster\monster013.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monv022206	波环眼蛇	AttackNpc	7	17	37		1	AnimalMon00112	1	4	hand_0		npc\monster117		0.989951	icon\monster\monster117.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monv022500	凌波仙子	AttackNpc	14	20	37		1	NormalMon02001	1.3	4.8	hand1_2		npc\monster149		0.84	icon\monster\monster149.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			660												
monv022600	寻仇刀客	AttackNpc	14	1	34		1	NormalMon00101	0.82	4	blade1_1		npc\monster262		0.92	icon\monster\monster262.png						1	0				2	15	10	60	npc_foundplayer		3			b_r_npcitem318			-1	1	0																													2000		2000						30			660												
monv022700	骷髅死士	AttackNpc	14	1	34		1	NormalMon00101	1.25	4	hand1_1		npc\monster254		0.915	icon\monster\monster254.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			664												
montg06001	星宿派弟子	AttackNpc	8	18	113		1	NormalMon02300	1.25	4	hand1_1		npc\monster122		0.919509	icon\monster\monster122.png				"mon_tg06_011,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg06002	星宿派巡守	AttackNpc	8	18	113		1	NormalMon02300	1.25	4	hand1_1		npc\worldnpc356		0.920611	icon\funcnpc\worldnpc356.png				"mon_tg06_012,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg06003	星宿派监视弟子	AttackNpc	8	18	114		1	NormalMon02300	1.25	4	hand1_1		npc\worldnpc077		0.919118	icon\funcnpc\worldnpc077.png				"mon_tg06_013,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg06004	星宿派高手	AttackNpc	8	18	112		1	NormalMon02300	1.25	4	hand1_1		npc\worldnpc553		0.935	icon\funcnpc\worldnpc553.png				"mon_tg06_014,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg06005	波环眼蛇	AttackNpc	10	18	112		1	AnimalMon00112	1	3	hand_0		npc\monster117		0.989951	icon\monster\monster117.png				"mon_tg06_015,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																																									1		-1									
	"//3,昆仑派"																			"mon_tg06_016,1,60"																																																																									
monv023200	猎鹿人	AttackNpc	14	26	39		1	NormalMon02601	1.25	4	hand1_1		npc\worldnpc514		0.905	icon\funcnpc\worldnpc514.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			666												
monv023302	白瞳神犬	AttackNpc	7	27	39		1	AnimalMon00117	1	4	hand_0		npc\petm_c_1503		1.5							1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monv023501	金刀卫士	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\worldnpc112		0.911107	icon\funcnpc\worldnpc112.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			667												
monv023502	生死使	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\worldnpc495		0.935	icon\funcnpc\worldnpc495.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			667												
monv023503	冥水毒师	AttackNpc	14	29	39		1	NormalMon02901	1.25	4	hand1_1		npc\worldnpc563		0.905	icon\funcnpc\worldnpc563.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			667												
monv023600	牛鼻子妖道	AttackNpc	14	30	39		1	NormalMon03001	1.25	4	hand1_1		npc\worldnpc197		0.939206	icon\funcnpc\worldnpc197.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			665												
monv023700	阴邪派众	AttackNpc	14	31	40		1	NormalMon03101	1.25	4	hand1_1		npc\monster189		0.938074	icon\monster\monster189.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			665												
	"//4,侠客洞"																																																																																												
monv024100	机关之阴阳剑	AttackNpc	1	48	43		1	NormalMon04801	1.25	4	hand1_1		npc\monster235		0.915	icon\monster\monster235.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monv024101	追云刺客	AttackNpc	14	48	43		1	NormalMon04801	1.25	4	hand1_1		npc\monster519		0.93	icon\monster\monster519.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			668												
monv024102	七毒剑客	AttackNpc	14	48	43		1	NormalMon04801	1.1	3.2	hand_0		npc\monster177		0.855	icon\monster\monster177.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			668			-1									
monv024103	醉不死	AttackNpc	14	48	43		1	NormalMon04801	1.25	4	hand1_1		npc\monster445		0.975	icon\monster\monster445.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			668												
monv024104	凝碧剑客	AttackNpc	1	48	43		1	NormalMon04801	1.4	3	hand_0		npc\monster329		0.875	icon\monster\monster329.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monv024105	霹雳刀	AttackNpc	14	48	43		1	NormalMon04801	1.25	4	hand1_1		npc\worldnpc572		0.91	icon\funcnpc\worldnpc572.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			668												
monv024200	机关之封魔刀	AttackNpc	1	49	43		1	NormalMon04901	1.25	4	hand1_1		npc\monster447		0.97	icon\monster\monster447.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monv024300	机关之血腥刃	AttackNpc	1	50	43		1	NormalMon05001	1.3	4.8	hand1_2		npc\monster167		0.885	icon\monster\monster167.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
monv024400	离心仙子	AttackNpc	14	51	44		1	NormalMon05100	1.3	4.8	hand1_2		npc\monster048		0.865026	icon\monster\monster048.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			668												
monv024500	云杉毒妇	AttackNpc	14	52	44		1	NormalMon05200	1.3	4.8	hand1_2		npc\monster125		0.873442	icon\monster\monster125.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			668												
monv024600	魅影紫毒蛛	AttackNpc	7	53	44		1	AnimalMon00103	0.4	1.2	hand_0		npc\monster006		0.143695	icon\monster\monster006.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
monv024700	巨钳毒蝎	AttackNpc	7	54	44		1	AnimalMon00119	0.2	0.3	hand_0		npc\monster013		0.225	icon\monster\monster013.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
	"//5,素云宫"																																																																																												
monv025401	桃花盗	AttackNpc	14	51	44		1	NormalMon05100	1.25	4	hand1_1		npc\worldnpc214		0.893779	icon\funcnpc\worldnpc214.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			669												
monv025501	幽境守卫	AttackNpc	14	52	44		1	NormalMon05201	1.3	4.8	hand1_2		npc\monster050		0.832025	icon\monster\monster050.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			670												
monv025502	污涅囚徒	AttackNpc	14	52	44		1	NormalMon05201	1.25	4	hand1_1		npc\worldnpc565		0.905	icon\funcnpc\worldnpc565.png						1	0				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			670												
montg21001	绯云侍婢	AttackNpc	8	53	110		1	NormalMon05300	1.3	4.8	hand1_2		npc\worldnpc113		0.874221	icon\funcnpc\worldnpc113.png				"mon_tg21_011,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg21002	彤云剑侍	AttackNpc	8	53	111		1	NormalMon05300	1.3	4.8	hand1_2		npc\monster078		0.892101	icon\monster\monster078.png				"mon_tg21_021,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg21003	丝衣绝舞	AttackNpc	8	53	112		1	NormalMon05300	1.3	4.8	hand1_2		npc\worldnpc013		0.860941	icon\funcnpc\worldnpc013.png				"mon_tg21_031,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg21004	云石烈女	AttackNpc	8	53	113		1	NormalMon05300	1.3	4.8	hand1_2		npc\monster088		0.863949	icon\monster\monster088.png				"mon_tg21_041,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg21005	素云宫巡察使	AttackNpc	8	53	114		1	NormalMon05300	1.3	4.8	hand1_2		npc\monster583		0.87	icon\monster\monster195.png						1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg21006	素云宫侍婢	AttackNpc	8	53	115		1	NormalMon05300	1.3	4.8	hand1_2		npc\monster195		0.865	icon\monster\monster195.png				"mon_tg21_061,1,60"		1	0				2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30				1		2									
montg21007		AttackNpc	8	53	51		1	NormalMon04801	1.25	4	hand1_1		npc\worldnpc356		0.920611	icon\funcnpc\worldnpc356.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
montg21008		AttackNpc	8	53	51		1	NormalMon04801	1.25	4	hand1_1		npc\worldnpc356		0.920611	icon\funcnpc\worldnpc356.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
montg21009		AttackNpc	8	53	51		1	NormalMon04801	1.25	4	hand1_1		npc\worldnpc356		0.920611	icon\funcnpc\worldnpc356.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
montg21010		AttackNpc	8	53	51		1	NormalMon04801	1.25	4	hand1_1		npc\worldnpc356		0.920611	icon\funcnpc\worldnpc356.png						1					2	30	10	60	npc_foundplayer		3						-1	1																														2000		2000						30				1		2									
	"//v03,烟雨庄C浙江省"								monster413																																																																																				
	"//0,烟雨庄"																																																																																												
monv030100	林府护卫	AttackNpc	14	2	34		1	NormalMon00201	1.25	4	hand1_1		npc\worldnpc552		0.91	icon\funcnpc\worldnpc552.png				"zhuifengshi_nan,1,30;jingtianshi_nan,1,30"		1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			678												
monv030101	林府侍从	AttackNpc	14	1	34		1	NormalMon00101	1.25	4	hand1_1		npc\worldnpc135		0.871601	icon\funcnpc\worldnpc135.png				"zhuifengshi_nan,1,30;jingtianshi_nan,1,30"		1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			678												
monv030200	贪婪捕鱼者	AttackNpc	14	4	34		1	NormalMon00401	1.25	4	hand1_1		npc\worldnpc483		0.905	icon\funcnpc\worldnpc483.png						1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			685												
monv030201	渡口恶霸	AttackNpc	14	3	34		1	NormalMon00301	1.25	4	hand1_1		npc\monster190		0.925	icon\monster\monster190.png				"mengji_nan,1,30;saotui_nan,1,30"		1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			681												
monv030300	寻宝者	AttackNpc	14	5	34		1	NormalMon00500	1.25	4	hand1_1		npc\worldnpc207		0.89833	icon\funcnpc\worldnpc207.png				"kaishanshi_nan,1,30;zhenshanshi_nan,1,30"		1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			682												
monv030301	盗宝帮众	AttackNpc	14	7	35		1	NormalMon00701	1.25	4	hand1_1		npc\monster500		0.915	icon\monster\monster500.png				"kaishanshi_nan,1,30;zhenshanshi_nan,1,30"		1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			683												
monv030302	盗宝者	AttackNpc	14	6	35		1	NormalMon00601	1.25	4	hand1_1		npc\worldnpc560		0.9	icon\funcnpc\worldnpc560.png				"kaishanshi_nan,1,30;zhenshanshi_nan,1,30"		1	1				2	15	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30			684												
