NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	È¨ÖØ	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	Åö×²¶Ô»°¹æÔò	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	´æÔÚÊ±¼ä	µØÎ»ÆÀ·Ö	ÊÀ½çÊÂ¼þÏà¹Ø	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	NPCÓÅÏÈÏÔÊ¾	Ê¹ÓÃÇá¹¦	Ê±¼äÖá	Ëõ·Å	²»ÄÜÒÆ¶¯	²»ÄÜ·´»÷
WorldNpc09621	CommonNpc	»Æ±ë		8	98	2	2		1.25	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20				1			7	2	10	talkrule070210							163;174;181;188;197					1	2		1											1						1			2000	15		2000								0	10									50221;50222;	50220;50221;														1			3												
WorldNpc09622	CommonNpc	²ÝÉÏ·É		8	98	2	2		1.25	4	hand1_1	npc\monster171			icon\monster\monster171.png					0				3	0	0			20				1			6	2	3	talkrule060203			1				164;175;182;189;198					1	17		1											0						1			2000	15		2000						1		0	10									50224;	50222;														1			4												
WorldNpc09623	CommonNpc	¹éÒô		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc524			icon\funcnpc\worldnpc524.png					0				3	0	0			20				1			6	2	1	talkrule060201			1				296;297;298;299;300					1	14		1											1						1			2000	15		2000						1		0	10									36157;36162;36175;36176;36182;36192;	36156;36161;36173;36175;36180;36191;														1			4												
WorldNpc09624	CommonNpc	Íõ°Ô		8	98	2	2		1.25	4	hand1_1	npc\monster103			icon\monster\monster103.png					0				3	0	0			20				1			6	1	1	talkrule060101			1				166;170;177;191;200					1	13		1											1						1			2000	15		2000						1		0	10									36158;36159;82071;	36157;36158;														1			5		5	11									
WorldNpc09625	CommonNpc	ºÎÁð		8	98	2	2		1.25	4	hand1_1	npc\worldnpc210			icon\funcnpc\worldnpc210.png					0				3	0	0			20				1			8	5	2	talkrule080502			1				167;171;178;183;201					1	13		1											1						1			2000	15		2000						1		0	10									36160;36161;	36159;36160;														1			3												
WorldNpc09626	CommonNpc	Ê¯×¯		8	98	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20				1			7	5	2	talkrule070502							168;172;179;184;202					1	2		1											1						1			2000	15		2000								0	10									36163;36164;	36162;36163;														1			1												
WorldNpc09627	CommonNpc	°üÍú¸ç	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20				1			7	2	11	talkrule070211							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10									40314;36177;	40313;36176;														1			2												
WorldNpc09628	CommonNpc	ÓÚ³¤Çà	3	8	98	2	2		1.25	4	hand1_1	npc\monster373			icon\monster\monster373.png					0				3	0	0			20				1			8	5	1	talkrule080501												1	2		1											1						1			2000	15		2000								0	10																								1			6												
WorldNpc09629	CommonNpc	Â½´óÓÑ	3	8	98	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09630	CommonNpc	ÌÀÐ¡É½		8	98	2	2		1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							168;169;179;183;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09631	CommonNpc	¶ÅÊ¢		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc440			icon\funcnpc\worldnpc440.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09632	CommonNpc	ËÎË¼Äï		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc365			icon\funcnpc\worldnpc365.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09633	CommonNpc	»ªÉúÈ¨		8	98	2	2		1.25	4	hand1_1	npc\monster122			icon\monster\monster122.png	1_stand				0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	3	talkrule070503							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc09634	CommonNpc	ÌÕ½ÜÔÆ		8	98	2	2		1.25	4	hand1_1	npc\worldnpc399			icon\funcnpc\worldnpc399.png	h_stand_1				0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	1	14	talkrule070114							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc09635	CommonNpc	Â¬ÎÊ°²		8	98	2	2		1.25	4	hand1_1	npc\funcnpc005			icon\funcnpc\funcnpc005.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09636	CommonNpc	ÁõÌ©		8	98	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09637	CommonNpc	¶¬ÔÆÉ©		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	4	talkrule070204							162;174;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2						2						
WorldNpc09638	CommonNpc	±Ì¶ù		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09639	CommonNpc	ËÕÃÄ		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc109			icon\funcnpc\worldnpc109.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							161;169;177;191;192					1	2		1											1						1			2000	15		2000								0	10									82058;	82058;82078;														1			2						2						
WorldNpc09640	CommonNpc	ÕÅÎÀ		8	98	2	2		1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							158;169;176;183;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09641	CommonNpc	ÖÜÐË		8	98	2	2		1.15	4	hand1_1	npc\worldnpc117			icon\funcnpc\worldnpc117.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	7	9	talkrule070709							159;170;177;184;193					1	2		1											1						1			2000	15		2000								0	10										12232;12237;														1			2												
WorldNpc09642	CommonNpc	ÁøÃ·	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc365			icon\funcnpc\worldnpc365.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	4	talkrule070204							160;171;178;185;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09643	CommonNpc	³Â½¿	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc441			icon\funcnpc\worldnpc441.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							161;172;179;186;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09644	CommonNpc	ÍõÁ«Ïã	5	8	98	2	2		1.1	4	hand1_2	npc\worldnpc440			icon\monster\worldnpc440.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							162;173;180;187;196					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09645	CommonNpc	Ö£ÆÅÆÅ	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc206			icon\funcnpc\worldnpc206.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	2	talkrule070202							163;174;181;188;197					1	2		1											1						1			2000	15		2000								0	10									82064;	82071;														1			2												
WorldNpc09646	CommonNpc	¶ä¶ù	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc371			icon\funcnpc\worldnpc371.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							164;175;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09647	CommonNpc	´ä¶ù	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc370			icon\funcnpc\worldnpc370.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	5	4	talkrule070504							165;169;176;190;199					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09648	CommonNpc	¸ßÑï	1	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc416			icon\funcnpc\worldnpc416.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							166;170;177;191;200					1	2		1											1						1			2000	15		2000								0	10										82065;														1			2												
WorldNpc09649	CommonNpc	×¯Àö	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc415			icon\funcnpc\worldnpc415.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							167;171;178;183;201					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09650	CommonNpc	Áº²ª	3	8	98	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							168;172;179;184;202					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09651	CommonNpc	¼ªÏéÉ©	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc406			icon\funcnpc\worldnpc406.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10																								1			2						2						
WorldNpc09652	CommonNpc	Ðì³É	4	8	98	2	2		1.25	4	hand1_1	npc\funcnpc017			icon\funcnpc\funcnpc017.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							166;175;177;189;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09653	CommonNpc	Ç®Ò»È»	4	8	98	2	2		0.65	1.3	hand1_1	npc\worldnpc137			icon\funcnpc\worldnpc137.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	6	3	talkrule070603							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc09654	CommonNpc	¶ÅÈü¶ù	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc301			icon\funcnpc\worldnpc301.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	6	talkrule070206							168;169;179;183;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09655	CommonNpc	¶«·½Ô­		8	98	2	2		1.25	4	hand1_1	npc\funcnpc005			icon\funcnpc\funcnpc005.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10									82055;82065;	82055;82075;														1			2												
WorldNpc09656	CommonNpc	ÁõÓ¨	5	8	98	2	2		1.25	4	hand_0	npc\funcnpc002			icon\funcnpc\funcnpc002.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09657	CommonNpc	Íõµ¤	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc463			icon\funcnpc\worldnpc463.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							159;171;182;188;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09658	CommonNpc	ÂíÓÐµÀ	3	8	98	2	2		1.25	4	hand1_1	npc\funcnpc006			icon\funcnpc\funcnpc006.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_131	1			7	2	11	talkrule070211							160;175;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09659	CommonNpc	Ð¡¼Ñ		8	98	2	2		1.25	4	hand1_1	npc\worldnpc421			icon\funcnpc\worldnpc421.png					0				3	0	0			20	prop_QiTaMenPai_2		Home_131	1			7	2	7	talkrule070207							167;172;178;184;196					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc09660	CommonNpc	°¢¾Å		8	98	2	2		1.25	4	hand1_1	npc\worldnpc617			icon\funcnpc\worldnpc617.png					0				3	0	0			20	prop_QiTaMenPai_3		Home_131	1			7	2	7	talkrule070207							164;173;176;183;194					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc09661	CommonNpc	ÁÁÁÁ		8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc434			icon\funcnpc\worldnpc434.png					0				3	0	0			20	prop_QiTaMenPai_4		Home_131	1			7	2	7	talkrule070207							162;174;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			1												
WorldNpc09662	CommonNpc	¼½¿âýg	3	8	98	2	2		1.25	4	hand1_1	npc\worldnpc357			icon\funcnpc\worldnpc357.png					0				3	0	0			20				1			6	1	3	talkrule060103							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc09663	CommonNpc	Öî¸ðÖÐ´¿	3	8	98	2	2		1.25	4	hand1_1	npc\worldnpc300			icon\funcnpc\worldnpc300.png					0				3	0	0			20				1			7	1	17	talkrule070117							161;169;177;191;192					1	2		1											1						1			2000	15		2000								0	10									82072;	82069;82072;														1			3												
WorldNpc09664	CommonNpc	¹ËË§	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc219			icon\funcnpc\worldnpc219.png					0				3	0	0			20				1			7	2	3	talkrule070203							158;169;176;183;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09665	CommonNpc	¹«ËïÒ¶Æë	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc198			icon\funcnpc\worldnpc198.png					0				3	0	0			20				1			7	2	3	talkrule070203							159;170;177;184;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09666	CommonNpc	ÆÑÏ¼ÃÎ	1	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc469			icon\funcnpc\worldnpc469.png					0				3	0	0			20				1			7	2	3	talkrule070203							160;171;178;185;194					1	2		1											1						1			2000	15		2000								0	10									82069;82078;															1			2												
WorldNpc09667	CommonNpc	Õ²»¥	1	8	98	2	2		0.9	4	hand1_1	npc\worldnpc192			icon\funcnpc\worldnpc192.png					0				3	0	0			20				1			7	2	3	talkrule070203							161;172;179;186;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09668	CommonNpc	ëøÈû²©	3	8	98	2	2		1.25	4	hand1_1	npc\funcnpc007			icon\funcnpc\funcnpc007.png					0				3	0	0			20				1			7	2	9	talkrule070209							162;173;180;187;196					1	2		1											1						1			2000	15		2000								0	10																								1			4												
WorldNpc09669	CommonNpc	ÉÐÀÀ´¡	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc358			icon\funcnpc\worldnpc358.png					0				3	0	0			20				1			7	4	1	talkrule070401							163;174;181;188;197					1	2		1											1						1			2000	15		2000								0	10																								1			6												
WorldNpc09670	CommonNpc	ÃÏÊ¿·é	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc357			icon\funcnpc\worldnpc357.png					0				3	0	0			20				1			7	4	1	talkrule070401							164;175;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			6												
WorldNpc09671	CommonNpc	ÑÏÏêÔ·	3	8	98	2	2		1.25	4	hand1_1	npc\worldnpc312			icon\funcnpc\worldnpc312.png					0				3	0	0			20				1			7	1	17	talkrule070117							165;169;176;190;199					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc09672	CommonNpc	¶­»ÀºÐ	3	8	98	2	2		1.25	4	hand1_1	npc\worldnpc312			icon\funcnpc\worldnpc312.png					0				3	0	0			20				1			7	2	11	talkrule070211							166;170;177;191;200					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09673	CommonNpc	Çú±²ÃÉ	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			20				1			7	2	11	talkrule070211							167;171;178;183;201					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09674	CommonNpc	Øá³ÌÄô	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20				1			7	2	11	talkrule070211							168;172;179;184;202					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09675	CommonNpc	ÄÇ³ÐÒ¦	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc375			icon\funcnpc\worldnpc375.png					0				3	0	0			20				1			7	2	11	talkrule070211							165;169;176;187;195					1	2		1											1						1			2000	15		2000								0	10									82074;82077;	82070;82074;82077;														1			2												
WorldNpc09676	CommonNpc	ÏôÖÛ»¥	2	8	98	2	2		1.25	4	hand1_1	npc\worldnpc155			icon\funcnpc\worldnpc155.png					0				3	0	0			20				1			7	2	11	talkrule070211							166;175;177;189;195					1	2		1											1						1			2000	15		2000								0	10									82056;82076;	82056;82076;														1			2												
WorldNpc09677	CommonNpc	ÐûÒæ·ê	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc194			icon\funcnpc\worldnpc194.png					0				3	0	0			20				1			7	2	11	talkrule070211							162;174;178;186;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09678	CommonNpc	´Ó²ÜÆë	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc403			icon\funcnpc\worldnpc403.png					0				3	0	0			20				1			7	2	11	talkrule070211							168;169;179;183;193					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09679	CommonNpc	³ÌÕñ×³	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc438			icon\funcnpc\worldnpc438.png					0				3	0	0			20				1			7	2	11	talkrule070211							163;171;182;188;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09680	CommonNpc	ÐëÒæÀí	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc467			icon\funcnpc\worldnpc467.png					0				3	0	0			20				1			7	2	11	talkrule070211							161;173;179;187;193					1	2		1											1						1			2000	15		2000								0	10									82063;															1			2												
WorldNpc09681	CommonNpc	Âí±âºê		8	98	2	2		1.25	4	hand1_1	npc\worldnpc413			icon\funcnpc\worldnpc413.png					0				3	0	0			20				1			7	2	11	talkrule070211							159;171;182;188;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09682	CommonNpc	²ÜÌÚ		8	98	2	2		1.25	4	hand1_1	npc\worldnpc315	1		icon\funcnpc\worldnpc315.png					0	npc\clone\CJ\npc_talk_qiecuo.lua			3	0	0			20				1			6	1	5	talkrule060105			1				296;297;298;299;300					1	2		1											1						1			2000	15		2000						1		0	10									38872;	38871;														1			5					worldnpc09682_end							
WorldNpc09683	CommonNpc	·¿Àë³Ì		8	98	2	2		1.25	4	hand1_1	npc\worldnpc292			icon\funcnpc\worldnpc292.png					0	npc\clone\CJ\npc_talk_qiecuo.lua			3	0	0			20				1			6	1	5	talkrule060105			1				296;297;298;299;300					1	50		1											1						1			2000	15		2000						1		0	10																								1			5												
WorldNpc09684	CommonNpc	¼¾Ê÷		8	98	2	2		1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0				3	0	0			20				1			6	1	5	talkrule060105							296;297;298;299;300					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc09685	CommonNpc	Åí²Ü		8	98	2	2		1.25	4	hand1_1	npc\worldnpc292			icon\funcnpc\worldnpc292.png					0	npc\clone\CJ\npc_talk_qiecuo.lua			3	0	0			20				1			6	1	5	talkrule060105			1				296;297;298;299;300					1	50		1											1						1			2000	15		2000						1		0	10																								1			5												
WorldNpc09686	CommonNpc	ÆîÅæ		8	98	2	2		1.25	4	hand1_1	npc\worldnpc312			icon\funcnpc\worldnpc312.png					0				3	0	0			20				1			8	5	2	talkrule080502							159;175;176;184;195					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc09687	CommonNpc	ÄôÄÏ	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc164			icon\funcnpc\worldnpc164.png					0				3	0	0			20				1			7	2	3	talkrule070203							161;169;177;191;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09688	CommonNpc	ÎÚË³	1	8	98	2	2		1.25	4	hand1_1	npc\monster562			icon\monster\monster562.png					0				3	0	0			20				1			7	2	3	talkrule070203							158;169;176;183;192					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09689	CommonNpc	ÃÓ¿ª	3	8	98	2	2		1.25	4	hand1_1	npc\funcnpc006			icon\funcnpc\funcnpc006.png					0				3	0	0			20				1			7	2	10	talkrule070210							159;170;177;184;193					1	2		1											1						1			2000	15		2000								0	10																								1			3												
WorldNpc09690	CommonNpc	¹Ë¸Ö	4	8	98	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20				1			7	2	3	talkrule070203							160;171;178;185;194					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09691	CommonNpc	Øáºã	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20				1			7	2	3	talkrule070203							161;172;179;186;195					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09692	CommonNpc	Î¾³Ù°º´Ï	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0				3	0	0			20				1			7	2	3	talkrule070203							162;173;180;187;196					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09693	CommonNpc	ÑîÒËÔÂ	1	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc377			icon\funcnpc\worldnpc377.png					0				3	0	0			20				1			7	2	3	talkrule070203							163;174;181;188;197					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09694	CommonNpc	ÅíÓæ±â	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc363			icon\funcnpc\worldnpc363.png					0				3	0	0			20				1			7	2	3	talkrule070203							164;175;182;189;198					1	2		1											1						1			2000	15		2000								0	10																								1			2												
WorldNpc09695	CommonNpc	ÕÅÔ¬³Ú	1	8	98	2	2		1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0				3	0	0			20				1			7	2	3	talkrule070203							165;169;176;190;199					1	2		1											1						1			2000	15		2000								0	10									82053;82075;	82053;														1			2												
WorldNpc09696	CommonNpc	çÑËªËª	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc378			icon\funcnpc\worldnpc378.png					0	npc\clone\CJ\npc_talk_minigame.lua			3	0	0			20				1			7	4	2	talkrule070402							166;170;177;191;200					1	2		1											1						1			2000	15		2000								0	10																								1			5												
WorldNpc09697	CommonNpc	·½ÑÅ	5	8	98	2	2		1.3	4.8	hand1_2	npc\worldnpc406			icon\funcnpc\worldnpc406.png					0				3	0	0			20				1			7	2	13	talkrule070213							167;171;178;183;201					1	2		1											1						1			2000	15		2000								0	10																								1			1												
