NPC编号	对象类型	ini注释名称	脚本编号	Npc类型	实力包编号	级别	修为经验	怪物强度	掉落	表现AI包编号	AI类型	主动被动	响应范围	NPC种类ID	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	护送类型	护送目标场景编号	护送目标点X	护送目标点Z	能否攻击	能不能被攻击	不能被杀死	护送事件表	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	"追击范围,米"	路径ID	是否随机出现	武器持握方式	武器名称	武器类型	刷新时间	随机动作	出生状态	走路速度	跑步速度	能否移动	是否转身	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	战斗AI命令表	敌人NPC编号表	队友编号	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	附加随机能力编号	普通攻击	是否停止AI	AI编辑包	生存时间	轻功	直接触发	缩放	格挡方式(-1表示不格挡)	破防几率	动作集	势力归属
Convoy34021	ConvoyNpc	跟着二公子		110	1	10		1			4	0	20	0	npc\monster114			icon\monster\monster114.png			npc\npc_convoy.lua		2	17	300	853	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4																																									
Convoy34043	ConvoyNpc	镖局下人		110	1	20		1			4	0	20	0	npc\monster265		0.88	icon\monster\monster265.png			npc\npc_convoy.lua		2	16	859	800	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4.5						1																																			
Convoy34044	ConvoyNpc	金针沈家门人		110	1	20		1			4	0	20	0	npc\monster115		0.88	icon\monster\monster115.png			npc\npc_convoy.lua		2	16	921	801	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4.5						1																																			
					1																																																																																					
Convoy28199	ConvoyNpc	九鹤道长		110	1	18		1			4	0	6	0	npc\worldnpc051		0.896633	icon\funcnpc\worldnpc051.png					1	11	450	504	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28211	ConvoyNpc	王强 丐帮弟子		110	1	18		1			4	0	6	0	npc\worldnpc061		0.85	icon\funcnpc\worldnpc061.png					2	11	456	650	1	1				2	40	20	60		0	0	50			hand1_2			-1			6	8						1																																			
Convoy28676	ConvoyNpc	元庆		110	1	18		1			4	0	6	0	npc\worldnpc567			icon\funcnpc\worldnpc567.png					1	21	368	1007	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
					1																																																																																					
Convoy26069	ConvoyNpc	护送型刘淡宕		110	1	8		1			4	0	20	0	npc\worldnpc354		0.919563	icon\funcnpc\worldnpc354.png					2	8	445	234	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy26071	ConvoyNpc	护送型李燕薇		110	1	8		1			4	0	20	0	npc\worldnpc427		0.55	icon\funcnpc\worldnpc427.png					1	8	454.244	232.476	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																																			
Convoy45501	ConvoyNpc	少林弟子		110	1	30		1			4	0	20	0	npc\monster155	1	0.91	icon\monster\monster155.png					2	12	826	416	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																3500																			
Convoy45504	ConvoyNpc	苏玉竹		110	1	30		1			4	0	20	0	npc\worldnpc527	2	0.85	icon\funcnpc\worldnpc527.png					2	10	494	317	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																3500																			
Convoy45505	ConvoyNpc	华贞絮		110	1	50		1			4	0	20	0	npc\worldnpc057	2	0.85	icon\funcnpc\worldnpc057.png					2	10	447	204	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																3500																			
Convoy45511	ConvoyNpc	何二少		110	1	30		1			4	0	20	0	npc\monster391	1	0.91	icon\monster\monster391.png					2	6	609	407	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																3500																			
Convoy45513	ConvoyNpc	公遥		110	1	50		1			4	0	20	0	npc\worldnpc726	2	0.85	icon\funcnpc\worldnpc726.png					2	9	1073	-153	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																3500																			
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
					1																																																																																					
Convoy22305	ConvoyNpc	时思		110	1	22		1			4	1	6	0	npc\worldnpc372		0.835	icon\funcnpc\worldnpc372.png					3	20			0	0		"1,244;60,0"		2	40	20	60		0	0	50			hand1_2			-1			4	4.5						1																																			
Convoy22329	ConvoyNpc	梁百青		110	1	50		1			4	1	6	0	npc\worldnpc403		0.910314	icon\funcnpc\worldnpc403.png					1	20	470	1295	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy22438	ConvoyNpc	林笙柳		110	1	29		1			4	1	6	0	npc\worldnpc181		0.864959	icon\funcnpc\worldnpc181.png					1	9	890	787	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																																			
Convoy22447	ConvoyNpc	庄明珠		110	1	29		1			4	1	6	0	npc\monster195		0.865	icon\monster\monster195.png					1	9	896	920	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																																			
Convoy22449	ConvoyNpc	蛇		110	1	30		1			4	1	6	0	npc\monster117		0.989951	icon\monster\monster117.png					2	9	854	718	1	1				2	40	20	60		0	0	50			hand_0			-1			4	4						1																																			
Convoy22451	ConvoyNpc	赤邪		110	1	30		1			4	1	6	0	npc\monster047		0.906333	icon\monster\monster047.png					2	9	912	645	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																																			
Convoy22454	ConvoyNpc	徐云晟		110	1	30		1			4	1	6	0	npc\worldnpc178		1.072289	icon\funcnpc\worldnpc178.png					2	9	877	878	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy22540	ConvoyNpc	胡铁牛		110	1	30		1			4	1	6	0	npc\monster492		0.91	icon\monster\monster492.png					2	16	1210	470	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy22551	ConvoyNpc	西门三才		110	1	30		1			4	1	6	0	npc\monster601		0.905	icon\monster\monster601.png					1	16	1310.3	372.1	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy22553	ConvoyNpc	胡铁牛		110	1	30		1			4	1	6	0	npc\monster492		0.91	icon\monster\monster492.png					3	16	1066.8	663.7	1	0		"1,215;60,0"		2	40	20	60		0	0	50			hand1_1			-1			1.25	4						1																																			
Convoy22561	ConvoyNpc	玄清大师		110	1	30		1			4	1	6	0	npc\worldnpc152		0.903609	icon\funcnpc\worldnpc152.png					3	16	1310.3	372.1	1	0		"1,216;60,0"		2	40	20	60		0	0	50			hand_0			-1			4	4						1													monrc047906			3500																			
Convoy22569	ConvoyNpc	王府护卫		110	1	30		1			4	1	6	0	npc\monster105		1.091011	icon\monster\monster105.png					2	16	383.4	953.6	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy22724	ConvoyNpc	托朵		110	1	41		1			4	1	6	0	npc\monster445		0.975	icon\monster\monster445.png					2	26	974	1867	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy22742	ConvoyNpc	达哈		110	1	41		1			4	1	6	0	npc\monster479		1.065	icon\monster\monster479.png					2	26	1743	1612	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
					1																																																																																					
					1																																																																																					
	鸡鸣驿主线护送				1																																																																																					
Convoy28010	ConvoyNpc	阿四		110	1	50		1			4	1	6	0	npc\worldnpc158		0.838276	icon\funcnpc\worldnpc158.png			npc\npc_convoy.lua		2	4	324	371	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28039	ConvoyNpc	毛松花		110	1	50		1			4	1	6	0	npc\worldnpc514		0.838276	icon\funcnpc\worldnpc514.png			npc\npc_convoy.lua		2	4	4	992	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28045	ConvoyNpc	毛松花		110	112	50		1			4	1	6	0	npc\worldnpc514		0.838276	icon\funcnpc\worldnpc514.png			npc\task\Convoy28045.lua	"skill_Convoy28045_1,1,30;skill_Convoy28045_2,1,30;skill_Convoy28045_3,1,0"	2	4			1	1				2	40	20	60		0	0	50			lspear1_1	lsp_r_npcitem551		-1			4	4						1																1000																			
Convoy28339	ConvoyNpc	柯金		110	1	50		1			4	1	6	0	npc\worldnpc159		0.920832	icon\funcnpc\worldnpc159.png					2	16	1041	853	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28058	ConvoyNpc	庞小龙		110	1	50		1			4	1	6	0	npc\worldnpc561		0.925	icon\funcnpc\worldnpc561.png					2	6	602.3	324	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28102	ConvoyNpc	郭鹏		110	1	50		1			4	1	6	0			#N/A	#N/A					3	16			1	1		"30,0"		2	40	20	60		0	0	50			#N/A			-1			4	4						1																																			
Convoy28133	ConvoyNpc			110	1	50		1			4	1	6	0	npc\worldnpc202		0.919509	icon\funcnpc\worldnpc202.png					1	11	301.4	952.2	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28139	ConvoyNpc			110	1	50		1			4	1	6	0	npc\worldnpc132		0.911791	icon\funcnpc\worldnpc132.png					1	11	277.3	790	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28149	ConvoyNpc			110	1	50		1			4	1	6	0	npc\monster551		1.4505	icon\monster\monster551.png					1	5	211.8	516.5	1	1				2	40	20	60		0	0	50			#REF!			-1			4	4						1																																			
Convoy28164	ConvoyNpc			110	1	50		1			4	1	6	0			#N/A	#N/A					3	5			1	1		"30,0"		2	40	20	60		0	0	50			#N/A			-1			4	4						1																																			
Convoy28721	ConvoyNpc			110	1	50		1			4	1	6	0	npc\worldnpc153		0.963921	icon\funcnpc\worldnpc153.png					2	12	825.4	365.8	1	1				2	40	20	60		0	0	50			#REF!			-1			4	4						1																																			
Convoy28390	ConvoyNpc			110	1	50		1			4	1	6	0	npc\monster072		0.863286	icon\monster\monster072.png					2	20	1222	876	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy28041	ConvoyNpc	鬼神涕		110	112	50		1			4	1	6	0	npc\monster340		0.96	icon\monster\monster340.png			npc\task\Convoy28041.lua	"skill_Convoy28041_1,1,0;skill_Convoy28041_2,1,0;skill_Convoy28041_3,1,0"	2	4			1	1			1	2	40	20	60		0	0	50			knife2_1	s_l_npcitem359		-1			3	3						1																800																			
Convoy28038	ConvoyNpc	鬼神涕		110	1	50		1			4	1	6	0	npc\monster340		0.96	icon\monster\monster340.png					2	4	496	476	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																800																			
Convoy28055	ConvoyNpc	小铃铛		110	1	50		1			4	1	6	0	npc\worldnpc1124		0.96	icon\monster\monster183.png			npc\npc_convoy.lua		2	13	343	196	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	7						1																800																			
Convoy28063	ConvoyNpc	小铃铛		110	1	50		1			4	1	6	0	npc\worldnpc1124		0.96	icon\monster\monster183.png			npc\npc_convoy.lua		2	13	362	1342	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																800																			
Convoy28087	ConvoyNpc	东方世家弟子		110	1	50		1			4	1	6	0	npc\worldnpc236		0.96	icon\funcnpc\worldnpc236.png			npc\npc_convoy.lua		2	13	265	1430	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4						1																800																			
Convoy28088	ConvoyNpc	鬼神涕		110	112	67		1			4	1	6	0	npc\monster340		0.96	icon\monster\monster340.png			npc\npc_convoy.lua	"skill_Convoy28041_1,1,30;skill_Convoy28041_2,1,30;skill_Convoy28041_3,1,30"	2	13	358	1596	1	1			1	2	40	20	60		0	0	50			knife2_1	s_l_npcitem359		-1			4	4						1																800																			
					1																																																																																					
Convoy36003	ConvoyNpc	曜冰		110	1	51		1			4	1	6	0	npc\worldnpc229		0.948004	icon\funcnpc\worldnpc229.png					2	11	524	470	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4.5						1																3500																			
Convoy36019	ConvoyNpc	仇一刀		110	1	50		1			4	0	6	0			#N/A	#N/A			npc\npc_convoy.lua		3	11			1	1		"1,260;30,0"		2	40	20	60		0	0	0			#N/A			-1			4	4						1																																			
Convoy36021	ConvoyNpc	空空道人		110	1	51		1			4	1	6	0	npc\fbboss00008		0.908137	icon\funcnpc\fbboss00008.png			npc\npc_convoy.lua		2	11	413	180	1	1				2	40	20	60		0	0	50			hand_0			-1			4	4						1																																			
Convoy36027	ConvoyNpc	马萧		110	1	11		1			4	1	6	0	npc\worldnpc090		0.939861	icon\funcnpc\worldnpc090.png					3	11			0	0		"1,261;30,0"		2	40	20	60		0	0	50			hand1_1			-1			4	4						1																											115								
Convoy36013	ConvoyNpc	荣舒冰		110	1	51		1			4	1	6	0	npc\monster167		0.885	icon\monster\monster167.png					1	11	150	408	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4.5						1																3500																			
Convoy36023	ConvoyNpc	荣舒冰		110	1	51		1			4	1	6	0	npc\monster167		0.885	icon\monster\monster167.png					1	11	380	374	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4.5						1																																			
Convoy36034	ConvoyNpc	荣舒冰		110	1	51		1			4	1	6	0	npc\monster167		0.885	icon\monster\monster167.png					1	11	429	277	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4.5						1																																			
Convoy36070	ConvoyNpc	欧阳剑		110	1	51		1			4	1	6	0	npc\worldnpc090		0.97	icon\monster\monster565.png					1	11	479	327	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy36076	ConvoyNpc	凌云龙		110	1	51		1			4	1	6	0	npc\monster259		0.905	icon\monster\monster259.png					2	11	513	379	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy36562	ConvoyNpc	杭兵		110	1	20		1			4	0	6	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png					1	11	466	527	0	0				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy36562_2	ConvoyNpc	杭兵		110	1	20		1			4	0	6	0	npc\worldnpc288		0.956255	icon\funcnpc\worldnpc288.png					3	11	466	527	0	0		"1,44;100,0"		2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy36106	ConvoyNpc	霍天星		110	1	20		1			4	1	6	0	npc\worldnpc288		0.970371	icon\funcnpc\worldnpc053.png					2	11	614	788	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy36110	ConvoyNpc	林宝牛		110	1	20		1			4	1	6	0	npc\worldnpc164		0.915734	icon\funcnpc\worldnpc164.png					2	11	100	207	0	0				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy36128	ConvoyNpc	癫狂道人		110	1	20		1			4	1	6	0			#N/A	#N/A					3	11	507	717	1	1		"30,0"		2	40	20	60		0	0	50			#N/A			-1			4	#N/A						1																3500																			
Convoy36132	ConvoyNpc	宋浚清		110	1	20		1			4	1	6	0	npc\worldnpc053		0.970371	icon\funcnpc\worldnpc053.png					1	11	480	187	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy36155	ConvoyNpc	归音		110	1	20		1			4	1	6	0	npc\worldnpc079		0.887166	icon\funcnpc\worldnpc079.png					2	11	617	795	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4.5						1																3500																			
Convoy36295	ConvoyNpc	柳钰刑		110	1	15		1			4	1	6	0			#N/A	#N/A					3	11			1	1		"1,116;60,0"		2	40	20	60		0	0	50			#N/A			-1			4	#N/A						1																3500																			
Convoy36319	ConvoyNpc	柳钰刑		110	1	15		1			4	1	6				#N/A	#N/A					3	11			1	1		"1,123;80,0"		2	40	20	60		0	0	50			#N/A			-1			4	#N/A																																									
Convoy36305	ConvoyNpc	颜陆		110	1	20		1			4	1	6	0	npc\monster445		0.975	icon\monster\monster445.png					2	17	363.328	405.89	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy36328	ConvoyNpc	柳钰刑		110	1	20		1			4	1	6	0	npc\worldnpc536		0.91	icon\funcnpc\worldnpc536.png					1	11	538	420	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy36333	ConvoyNpc	柳钰刑		110	1	20		1			4	1	6	0	npc\worldnpc536		0.91	icon\funcnpc\worldnpc536.png					1	11	478	327	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy36342	ConvoyNpc	辛小蕙		110	1	20		1			4	1	6	0	npc\monster151		0.87	icon\monster\monster151.png					1	11	542	845	1	1				2	40	20	60		0	0	50			hand1_2			-1			4	4.5						1																																			
Convoy36362	ConvoyNpc	张老头		110	1	20		1			4	1	6	0			#N/A	#N/A					3	16			1	0		"1,105;50,0"		2	40	20	60		0	0	50			#N/A			-1			4	#N/A						1																																			
Convoy38008	ConvoyNpc	净德		110	1	10		1			4	0	15	0	npc\monster140		0.95833	icon\monster\monster140.png					2	12	740	583	0	0				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy38012	ConvoyNpc	引路蜂		110	1	20		1			4	0	6	0	npc\itemnpc400		0.75	icon\monster\scene_npc02.png			npc\npc_convoy.lua		2	12	847	291	1	1				2	40	20	60		0	0	50			hand_0			-1			4	5						1																3500																			
Convoy38015	ConvoyNpc	清静		110	1	20		1			4	0	6	0	npc\monster140		0.95833	icon\monster\monster140.png			npc\npc_convoy.lua		1	12	824	356	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																3500																			
Convoy38019	ConvoyNpc	净能		110	1	20		1			4	0	6	0	npc\monster140		0.95833	icon\monster\monster140.png			npc\npc_convoy.lua		2	12	902.765	299	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy38022	ConvoyNpc	西域喇嘛		110	1	20		1			4	0	6	0	npc\monster052		0.905824	icon\monster\monster052.png			npc\npc_convoy.lua		1	12	924	242	1	1				2	40	20	60		0	0	50			hand1_1			-1			5	5						2																3500																			
Convoy38025	ConvoyNpc	清静		110	1	20		1			4	0	6	0	npc\monster140		0.95833	icon\monster\monster140.png			npc\npc_convoy.lua		1	12	812	435	1	1				2	40	20	60		0	0	50			hand1_1			-1			4	4						1																																			
Convoy38045	ConvoyNpc	清心		110	1	5		1			4	0	6	0	npc\monster140		0.95833	icon\monster\monster140.png					2	12	800	401	1	0				2	40	20	60		0	0	50			hand1_1			-1			4	4						0																3500																			
