NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	初始动作固定帧播放	碰撞对话规则	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC所属势力	动作集	大逃杀专用	团队显示道具
monv033404	CommonNpc	商队侍卫		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc353		0.919563	icon\funcnpc\worldnpc353.png					0				3	0	0			20																							1	24		1					15	10	60				1					1				2000	30		2000							507		0	10																							676																					
monv033405	CommonNpc	神风帮矿工		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc468		0.91	icon\funcnpc\worldnpc468.png					0				3	0	0			20																							1	24		1					15	10	60				1					1				2000	30		2000							507		0	10																							676																					
monv033406	CommonNpc	神风帮监工		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc180		0.911586	icon\funcnpc\worldnpc180.png					0				3	0	0			20																							1	25		1					15	10	60				1					1				2000	30		2000							507		0	10																							676																					
monv033407	CommonNpc	神风帮帮主		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc496		0.905	icon\funcnpc\worldnpc496.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							507		0	10																																												
monv033408	CommonNpc	神风帮护卫		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc190		0.919566	icon\funcnpc\worldnpc190.png					0				3	0	0			20																							1	26		1					15	10	60				1					1				2000	30		2000							507		0	10																							676																					
monv033409	CommonNpc	神风帮弟子		8	14	2	2	10		1.25	4	hand1_1	npc\monster239		0.96	icon\monster\monster239.png					0				3	0	0			20																							1	26		1					15	10	60				1					1				2000	30		2000							507		0	10																							676																					
monv033410	CommonNpc	神风帮教头		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc292		0.900314	icon\funcnpc\worldnpc292.png					0				3	0	0			20																							1	27		1					15	10	60				1					1				2000	30		2000							507		0	10																							676																					
monv033411	CommonNpc	神风帮后查卫		8	12	2	2	10		1.25	4	hand1_1	npc\monster440		0.91	icon\monster\monster440.png					0				3	0	0			20																							1	24		1					15	10	60				1					1				2000	30		2000							507		0	10																																												
																																																																																																																																					
monv034100	CommonNpc	天外天密探		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc551		0.895	icon\funcnpc\worldnpc551.png					0				3	0	0			20																							1	54		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034101	CommonNpc	天外天防御者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc353		0.919563	icon\funcnpc\worldnpc353.png					0				3	0	0			20																							1	54		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034102	CommonNpc	天外天施毒者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc202		0.919509	icon\funcnpc\worldnpc202.png					0				3	0	0			20																							1	55		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034103	CommonNpc	曼陀罗暗杀者		8	14	2	2	10		1.25	4	hand1_1	npc\monster459		0.935	icon\monster\monster459.png					0				3	0	0			20																							1	56		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034104	CommonNpc	采毒者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc534		0.925	icon\funcnpc\worldnpc534.png					0				3	0	0			20																							1	56		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034200	CommonNpc	天牢防御者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc390		0.930628	icon\funcnpc\worldnpc390.png					0				3	0	0			20																							1	57		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034201	CommonNpc	天牢看守者		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc551		0.895	icon\funcnpc\worldnpc551.png					0				3	0	0			20																							1	56		1					15	10	60				1					1				2000	30		2000							508		0	10																																												
monv034202	CommonNpc	天牢牢头		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc292		0.900314	icon\funcnpc\worldnpc292.png					0				3	0	0			20																							1	57		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034300	CommonNpc	天外天弟子		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc384		0.922367	icon\funcnpc\worldnpc384.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																																												
monv034301	CommonNpc	天外天掌门		8	12	2	2	10		1.25	4	hand1_1	npc\monster242		0.945	icon\monster\monster242.png					0				3	0	0			20																							1	59		1					15	10	60				1					1				2000	30		2000							508		0	10																																												
monv034302	CommonNpc	天外天刺杀者		8	14	2	2	10		1.25	4	hand1_1	npc\monster252		0.93417	icon\monster\monster252.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034303	CommonNpc	天外天男仆		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc455		0.87	icon\funcnpc\worldnpc455.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034304	CommonNpc	天外天女仆		8	14	2	2	10		1.25	4	hand1_2	npc\worldnpc111		0.866585	icon\funcnpc\worldnpc111.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034400	CommonNpc	炼毒者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc535		0.89	icon\funcnpc\worldnpc535.png					0				3	0	0			20																							1	59		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034401	CommonNpc	被施毒的奴隶		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc409		0.758433	icon\funcnpc\worldnpc409.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034402	CommonNpc	炼毒观察者		8	14	2	2	10		1.25	4	hand1_1	npc\monster123		0.915	icon\monster\monster123.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034500	CommonNpc	天外天精英		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc112		0.911107	icon\funcnpc\worldnpc112.png					0				3	0	0			20																							1	59		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034501	CommonNpc	天外天狂心者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc563		0.905	icon\funcnpc\worldnpc563.png					0				3	0	0			20																							1	58		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv034502	CommonNpc	密室防御者		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc534		0.925	icon\funcnpc\worldnpc534.png					0				3	0	0			20																							1	59		1					15	10	60				1					1				2000	30		2000							508		0	10																							698																					
monv041100	CommonNpc	翠衫女使		8	14	2	2	10		1.25	4	hand1_2	npc\worldnpc173		0.81	icon\funcnpc\worldnpc173.png					0				3	0	0			20																							1	2		1					15	10	60			"xianfazhiren_nv,1,50"	1					1				2000	30		2000							509		0	10																							615																					
monv041101	CommonNpc	偷茶村夫		8	14	2	2	10		1.25	4	hand1_1	npc\monster413		0.905	icon\monster\monster413.png					0				3	0	0			20																							1	2		1					15	10	60				1					1				2000	30		2000							509		0	10																							617																					
monv041102	CommonNpc	千灯毒眼豹		8	14	2	2	10		1.25	4	hand1_1	npc\monster312		0.86698	icon\monster\monster312.png					0				3	0	0			20																							1	2		1					15	10	60			"saotui_nan,1,30;mengji_nan,1,30"	1					1				2000	30		2000							509		0	10																							617																					
monv041103	CommonNpc	天香茶林打手		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc550		0.925	icon\funcnpc\worldnpc550.png					0				3	0	0			20																							1	2		1					15	10	60				1					1				2000	30		2000							509		0	10																																												
monv041200	CommonNpc	紫衣采茶女		8	14	2	2	10		1.25	4	hand1_2	npc\monster226		0.88	icon\monster\monster226.png					0				3	0	0			20																							1	3		1					15	10	60				1					1				2000	30		2000							509		0	10																							615																					
monv041201	CommonNpc	黄衣茶姑		8	12	2	2	10		1.25	4	hand1_2	npc\monster227		0.86	icon\monster\monster227.png					0				3	0	0			20																							1	3		1					15	10	60				1					1				2000	30		2000							509		0	10																																												
monv041202	CommonNpc	背茶女		8	14	2	2	10		1.25	4	hand1_2	npc\monster226		0.88	icon\monster\monster226.png					0				3	0	0			20																							1	3		1					15	10	60				1					1				2000	30		2000							509		0	10																							615																					
monv041203	CommonNpc	翠衣采茶女		8	14	2	2	10		1.25	4	hand1_2	npc\monster046		0.825	icon\monster\monster046.png					0				3	0	0			20																							1	3		1					15	10	60				1					1				2000	30		2000							509		0	10																							615																					
monv041300	CommonNpc	霞衣杀手		8	12	2	2	10		1.25	4	hand1_2	npc\monster425		0.88	icon\monster\monster425.png					0				3	0	0			20																							1	4		1					15	10	60				1					1				2000	30		2000							509		0	10																																												
monv041301	CommonNpc	翠衣晒茶女		8	14	2	2	10		1.25	4	hand1_2	npc\monster046		0.825	icon\monster\monster046.png					0				3	0	0			20																							1	4		1					15	10	60				1					1				2000	30		2000							509		0	10																							615																					
monv041302	CommonNpc	茶厂监工		8	14	2	2	10		1.25	4	hand1_2	npc\monster227		0.86	icon\monster\monster227.png					0				3	0	0			20																							1	4		1					15	10	60			"saotui_nan,1,30;mengji_nan,1,40"	1					1				2000	30		2000							509		0	10																							615																					
monv041304	CommonNpc	蛇奴		8	14	2	2	10		1.25	4	hand_0	npc\fbboss004002		0.8						0				3	0	0			20																							1	4		1	task_renwu_00004				15	10	60			"mengguikoumen_nan,1,40;qiankouwuding_nan,1,40"	1					1				2000	30		2000							509		0	10																							615																					
monv041401	CommonNpc	茶奴		8	14	2	2	10		1.25	4	hand1_2	npc\monster227		0.86	icon\monster\monster227.png					0				3	0	0			20																							1	4		1					15	10	60				1					1				2000	30		2000							509		0	10																							615																					
monv041402	CommonNpc	茶林监工		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc553		0.935	icon\funcnpc\worldnpc553.png					0				3	0	0			20																							1	4		1					15	10	60			"saotui_nan,1,30;mengji_nan,1,40"	1					1				2000	30		2000							509		0	10																							615																					
monv041404	CommonNpc	茶林饲蛇女		8	14	2	2	10		1.25	4	hand1_2	npc\monster059		0.85	icon\monster\monster059.png					0				3	0	0			20																							1	4		1					15	10	60			"dumanghengkong_nv,1,50"	1					1				2000	30		2000							509		0	10																							615																					
monv041600	CommonNpc	黄衣侍女		8	14	2	2	10		1.25	4	hand1_2	npc\monster227		0.86	icon\monster\monster227.png					0				3	0	0			20																							1	7		1					15	10	60			"xianfazhiren_nv,1,50"	1					1				2000	30		2000							509		0	10																							615																					
monv041601	CommonNpc	紫衣晒茶女		8	14	2	2	10		1.25	4	hand1_2	npc\monster226		0.88	icon\monster\monster226.png					0				3	0	0			20																							1	7		1					15	10	60				1					1				2000	30		2000							509		0	10																							615																					
monv041602	CommonNpc	茶厂护卫		8	14	2	2	10		1.25	4	hand1_1	npc\monster460		0.91	icon\monster\monster460.png					0				3	0	0			20																							1	7		1					15	10	60			"mengji_nan,1,30;feiti_nan,1,40"	1					1				2000	30		2000							509		0	10																							615																					
monv041603	CommonNpc	天香茶林护卫		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc551		0.895	icon\funcnpc\worldnpc551.png					0				3	0	0			20																							1	7		1					15	10	60			"mengji_nan,1,30;feiti_nan,1,40"	1					1				2000	30		2000							509		0	10																							615																					
monv041403	CommonNpc	茶林毒蛇		8	14	2	2	10		1.25	4	hand_0	npc\petm_c_0100								0				3	0	0			20																							50	4		1					15	10	60			"skill_snake_poison2,1,50"	0					1				2000	30		2000							551		0	10																							615																					
																																																																																																																																					
monv043100	CommonNpc	七色地狱喽啰		8	12	2	2	10		1.25	4	hand1_1	npc\worldnpc390		0.930628	icon\funcnpc\worldnpc390.png					0				3	0	0			20																							1	17		1					15	10	60				1					1				2000	30		2000							510		0	10																																												
monv043300	CommonNpc	七色地狱精英		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc363		0.905816	icon\funcnpc\worldnpc363.png					0				3	0	0			20																							1	17		1					15	10	60			"mengguikoumen_nan,1,50"	1					1				2000	30		2000							510		0	10																							618																					
monv043301	CommonNpc	七色地狱精英头目		8	14	2	2	10		1.25	4	hand1_1	npc\monster114		0.930587	icon\monster\monster114.png					0				3	0	0			20																							1	17		1					15	10	60			"qiankongwudi_nan,1,50;mengguikoumen_nan,1,50"	1					1				2000	30		2000							510		0	10																							618																					
monv043400	CommonNpc	七色地狱探子		8	12	2	2	10		1.25	4	hand1_2	npc\monster078		0.892101	icon\monster\monster078.png					0				3	0	0			20																							1	15		1					15	10	60				1					1				2000	30		2000							510		0	10																																												
monv043500	CommonNpc	七色地狱恶徒		8	14	2	2	10		1.25	4	hand1_1	npc\worldnpc560		0.9	icon\funcnpc\worldnpc560.png					0				3	0	0			20																							1	16		1					15	10	60			"qiankongwudi_nan,1,50"	1					1				2000	30		2000							510		0	10																							618																					
monv043501	CommonNpc	七色地狱恶女		8	14	2	2	10		1.25	4	hand1_2	npc\monster050		0.832025	icon\monster\monster050.png					0				3	0	0			20																							1	16		1					15	10	60			"dumanghengkong_nv,1,50"	1					1				2000	30		2000							510		0	10																							618																					
monv043600	CommonNpc	七色地狱走狗		8	14	2	2	10		1.25	4	hand1_1	npc\monster262		0.92	icon\monster\monster262.png					0				3	0	0			20																							1	16		1					15	10	60			"qiankongwudi_nan,1,50"	1					1				2000	30		2000							510		0	10																							618																					
monv043601	CommonNpc	七色地狱队长		8	12	2	2	10		1.25	4	hand1_1	npc\monster123		0.915	icon\monster\monster123.png					0				3	0	0			20																							1	16		1					15	10	60				1					1				2000	30		2000							510		0	10																																												
