NPC编号	对象类型	特殊建筑类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	家园子npc类型	选择操作	鼠标形状	是否转身	走路速度	跑步速度	武器持握方式	武器名称	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	缩放	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	碰撞对话规则	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	钓鱼活动	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	是否有帮派驻地	AI编辑包	善恶参数	直接触发	表演时间（ms）	使用次数	婚宴npc类型	格挡方式(-1表示不格挡)	脱战回血	存在时间(毫秒)	退出发声对话	天气包	护卫跟随点X	护卫跟随点Z	捐献类型	是否可见	优先显示
JobSuZ001	CommonNpc		王勃雄		8	122		2	2	1	1.25	4	hand1_1		npc\worldnpc408	1		icon\funcnpc\worldnpc408.png					0				3	0	0			20			Home_134	1																																																						Shop_kg_01001			sh_kg																																
JobSuZ002	CommonNpc		朱荣		8	123		2	2	1	1.25	4	hand1_1		npc\monster235	1		icon\monster\monster235.png					0				3	0	0			20			Home_134	1																																																						Shop_tj_06001			sh_tj			1531;	1531;																												
JobSuZ003	CommonNpc		梁丘天		8	124		2	2		1.25	4	hand1_1		npc\worldnpc501	1		icon\funcnpc\worldnpc501.png					0				3	0	0			20			Home_134	1																																																						Shop_yf_01001			sh_yf	ui_sd_yugan_test01																															
JobSuZ004	CommonNpc		路骞		8	125		2	2	1	0.3	3.8	hand1_1		npc\worldnpc402	1		icon\funcnpc\worldnpc402.png					0				3	0	0			20			Home_134	1																																																						Shop_qf_01001			sh_qf																																
JobSuZ005	CommonNpc		杨立		8	126		2	2	1	1.25	4	hand1_1		npc\worldnpc568	1		icon\funcnpc\worldnpc568.png					0				3	0	0			20			Home_134	1																																																						Shop_nf_01001 			sh_nf																																
JobSuZ006	CommonNpc		黄志		8	127		2	2	1	1.25	4	hand1_1		npc\worldnpc514	1		icon\funcnpc\worldnpc514.png					0				3	0	0			20			Home_134	1																																																						Shop_lh_01001			sh_lh																																
JobSuZ007	CommonNpc		胡云娇		8	128		2	2	1	1.3	4.8	hand1_2		npc\worldnpc449	2		icon\funcnpc\worldnpc449.png					0				3	0	0			20			Home_134	1																																																						Shop_cf_06001			sh_cf			1532;	1532;																												
JobSuZ008	CommonNpc		都玥		8	129		2	2	1	1.3	4.8	hand1_2		npc\worldnpc503	2		icon\funcnpc\worldnpc503.png					0				3	0	0			20			Home_134	1																																																						Shop_jq_06001			sh_jq			1533;	1533;																												
JobSuZ009	CommonNpc		何苍浩		8	130		2	2	1	1.25	4	hand1_1		npc\worldnpc162	1		icon\funcnpc\worldnpc162.png					0				3	0	0			20			Home_134	1																																																						Shop_ys_06001			sh_ys			1534;	1534;																												
JobSuZ010	CommonNpc		丁春堂		8	131		2	2	1	1.25	4	hand1_1		npc\worldnpc447	1		icon\funcnpc\worldnpc447.png					0				3	0	0			20			Home_134	1																																																						Shop_ds_06001			sh_ds			1535;	1535;																												
JobSuZ011	CommonNpc		赵福		8	132		2	2	1	1.25	4	hand1_1		npc\WorldNpc231	1		icon\funcnpc\WorldNpc231.png					0				3	0	0			20			Home_134	1																																																						Shop_cs_06001			sh_cs			1536;70030	1536;70029																						jobsuz011_end						
JobSuZ012	CommonNpc		段丽玫		8	133		2	2	1	1.3	4.8	hand1_2		npc\worldNpc193	2		icon\funcnpc\worldNpc193.png					0				3	0	0			20			Home_134	1																																																						Shop_qs_06001			sh_qs			739;	739;																												
JobSuZ013	CommonNpc		长孙荣轩		8	134		2	2	1	1.25	4	hand1_1		npc\worldNpc399	1		icon\funcnpc\worldNpc399.png					0				3	0	0			20			Home_134	1										1	qpcj_10096																																											Shop_qis_06001			sh_qis			738;	738;																												
JobSuZ014	CommonNpc		吴名仕		8	135		2	2	1	1.25	4	hand1_1		npc\worldNpc519	1		icon\funcnpc\worldNpc519.png					0				3	0	0			20			Home_134	1																																																						Shop_ss_06001			sh_ss			736;	736;																												
JobSuZ015	CommonNpc		满皓轩		8	136		2	2	1	0.9	4	hand1_1		npc\worldNpc192	1		icon\funcnpc\worldNpc192.png					0				3	0	0			20			Home_134	1																																																						Shop_hs_06001			sh_hs			737;	737;																												
JobSuZ016	CommonNpc		项雨落		8	137		2	2	1	1.25	4	hand1_1		npc\worldNpc197	1		icon\funcnpc\worldNpc197.png					0				3	0	0			20			Home_134	1																																																						Shop_gs_01001			sh_gs																																
JobSuZ017	CommonNpc		郑有旭		8	138		2	2	1	1.25	4	hand1_1		npc\fbfunnpc00221			icon\monster\fbfunnpc00221.png					0				3	0	0			20			Home_134	1																																																						Shop_qg_01001			sh_qg																																
																																																																																																																													
	//洛阳																																																																																																																												
JobLuoY001	CommonNpc		黄寿金		8	122		2	2	1	1.25	4	hand1_1		npc\worldnpc561	1		icon\funcnpc\worldnpc561.png					0				3	0	0			20			Home_133	1																																																						Shop_kg_01001			sh_kg			766;767;	766;767;																												
JobLuoY002	CommonNpc		汪铁		8	123		2	2	1	1.25	4	hand1_1		npc\funcnpc001			icon\funcnpc\funcnpc001.png					0				3	0	0			20			Home_133	1																																																						Shop_tj_07001			sh_tj			7009;7010;7011;7012;3018;3019;3020;770;847;848;1537;	7004;7008;7009;7010;7011;7012;3018;3019;3020;770;847;848;868;1537;																												
JobLuoY003	CommonNpc		李立仁		8	124		2	2		1.25	4	hand1_1		npc\worldnpc156	1		icon\funcnpc\worldnpc156.png					0				3	0	0			20			Home_133	1																																																						Shop_yf_01001			sh_yf	ui_sd_yugan_test01		772;	772;																												
JobLuoY004	CommonNpc		百里潮		8	125		2	2	1	0.3	3.8	hand1_1		npc\worldnpc402	1		icon\funcnpc\worldnpc402.png					0				3	0	0			20			Home_133	1																																																						Shop_qf_01001			sh_qf			773;	773;																												
JobLuoY005	CommonNpc		朱间		8	126		2	2	1	1.25	4	hand1_1		npc\worldnpc501	1		icon\funcnpc\worldnpc501.png					0				3	0	0			20			Home_133	1																																																						Shop_nf_01001 			sh_nf			814;815;816;	814;815;816;																												
JobLuoY006	CommonNpc		钱四多		8	127		2	2	1	1.25	4	hand1_1		npc\worldnpc513	1		icon\funcnpc\worldnpc513.png					0				3	0	0			20			Home_133	1																																																						Shop_lh_01001			sh_lh			775;	775;1036;1046;																												
JobLuoY007	CommonNpc		谷粱漪		8	128		2	2	1	1.3	4.8	hand1_2		npc\worldnpc528	2		icon\funcnpc\worldnpc528.png					0				3	0	0			20			Home_133	1																																																						Shop_cf_07001			sh_cf			768;843;844;867;1538;	768;842;843;844;1538;																												
JobLuoY008	CommonNpc		金巧巧		8	129		2	2	1	1.3	4.8	hand1_2		npc\worldnpc508	2		icon\funcnpc\worldnpc508.png					0				3	0	0			20			Home_133	1																																																						Shop_jq_07001			sh_jq			769;845;846;868;1539;	769;845;846;867;1539;																												
JobLuoY009	CommonNpc		公孙智		8	130		2	2	1	1.25	4	hand1_1		npc\worldnpc438	1		icon\funcnpc\worldnpc438.png					0				3	0	0			20			Home_133	1																																																						Shop_ys_07001			sh_ys			762;763;1540;	762;763;1540;																												
JobLuoY010	CommonNpc		沈天君		8	131		2	2	1	1.25	4	hand1_1		npc\worldnpc564	1		icon\funcnpc\worldnpc564.png					0				3	0	0			20			Home_133	1																																																						Shop_ds_07001			sh_ds			764;765;1541;	764;765;1541;																												
JobLuoY011	CommonNpc		王强		8	132		2	2	1	1.25	4	hand1_1		npc\WorldNpc231	1		icon\funcnpc\WorldNpc231.png					0				3	0	0			20			Home_133	1																																																						Shop_cs_07001			sh_cs			771;1542;	771;1023;1056;1047;1542;																												
JobLuoY012	CommonNpc		乐香		8	133		2	2	1	1.3	4.8	hand1_2		npc\worldNpc183	2		icon\funcnpc\worldNpc183.png					0				3	0	0			20			Home_133	1																																																						Shop_qs_07001			sh_qs			779;	779;																												
JobLuoY013	CommonNpc		仲孙烨磊		8	134		2	2	1	1.25	4	hand1_1		npc\worldNpc459	1		icon\funcnpc\worldNpc459.png					0				3	0	0			20			Home_133	1										1	qpcj_10001																																											Shop_qis_07001			sh_qis			778;	778;																												
JobLuoY014	CommonNpc		张立伟		8	135		2	2	1	1.25	4	hand1_1		npc\worldNpc521	1		icon\funcnpc\worldNpc521.png					0				3	0	0			20			Home_133	1																																																						Shop_ss_07001			sh_ss			776;	776;																												
JobLuoY015	CommonNpc		公冶长义		8	136		2	2	1	1.25	4	hand1_1		npc\worldNpc556	1		icon\funcnpc\worldNpc556.png					0				3	0	0			20			Home_133	1																																																						Shop_hs_07001			sh_hs			777;	777;																												
JobLuoY016	CommonNpc		南门砾		8	137		2	2	1	1.25	4	hand1_1		npc\worldNpc197	1		icon\funcnpc\worldNpc197.png					0				3	0	0			20			Home_133	1																																																						Shop_gs_01001			sh_gs			781;	781;																												
JobLuoY017	CommonNpc		周文乞		8	138		2	2	1	1.25	4	hand1_1		npc\worldNpc492_1	1		icon\funcnpc\worldNpc492_1.png					0				3	0	0			20			Home_133	1																																																						Shop_qg_01001			sh_qg			780;	780;																												
																																																																																																																													
	//燕京																																																																																																																												
JobYanJ001	CommonNpc		张工		8	122		2	2	1	1.25	4	hand1_1		npc\worldnpc408	1		icon\funcnpc\worldnpc408.png					0				3	0	0			20			Home_133	1																																																						Shop_kg_01001			sh_kg																																
JobYanJ002	CommonNpc		钱云会		8	123		2	2	1	1.25	4	hand1_1		npc\funcnpc001			icon\funcnpc\funcnpc001.png					0				3	0	0			20			Home_133	1																																																						Shop_tj_08001			sh_tj			1543;	1543;																												
JobYanJ003	CommonNpc		苍佐		8	124		2	2		1.25	4	hand1_1		npc\worldnpc500	1		icon\funcnpc\worldnpc500.png					0				3	0	0			20			Home_133	1																																																						Shop_yf_01001			sh_yf	ui_sd_yugan_test01																															
JobYanJ004	CommonNpc		文强		8	125		2	2	1	1.25	4	hand1_1		npc\fbfunnpc004006a			icon\monster\fbfunnpc004006a.png					0				3	0	0			20			Home_133	1																																																						Shop_qf_01001			sh_qf																																
JobYanJ005	CommonNpc		袁键		8	126		2	2	1	1.25	4	hand1_1		npc\worldnpc119	1		icon\funcnpc\worldnpc119.png					0				3	0	0			20			Home_133	1																																																						Shop_nf_01001 			sh_nf																																
JobYanJ006	CommonNpc		戴力		8	127		2	2	1	1.25	4	hand1_1		npc\worldnpc514	1		icon\funcnpc\worldnpc514.png					0				3	0	0			20			Home_133	1																																																						Shop_lh_01001			sh_lh																																
JobYanJ007	CommonNpc		邓彤艳		8	128		2	2	1	1.3	4.8	hand1_2		npc\worldnpc187	2		icon\funcnpc\worldnpc187.png					0				3	0	0			20			Home_133	1																																																						Shop_cf_08001			sh_cf			1544;	1544;																												
JobYanJ008	CommonNpc		沈小岚		8	129		2	2	1	1.3	4.8	hand1_2		npc\worldnpc502	2		icon\funcnpc\worldnpc502.png					0				3	0	0			20			Home_133	1																																																						Shop_jq_08001			sh_jq			1545;	1545;																												
JobYanJ009	CommonNpc		蒋中正		8	130		2	2	1	1.25	4	hand1_1		npc\worldnpc162	1		icon\funcnpc\worldnpc162.png					0				3	0	0			20			Home_133	1																																																						Shop_ys_08001			sh_ys			1546;	1546;																												
JobYanJ010	CommonNpc		弘鹏涛		8	131		2	2	1	1.25	4	hand1_1		npc\worldnpc446	1		icon\funcnpc\worldnpc446.png					0				3	0	0			20			Home_133	1																																																						Shop_ds_08001			sh_ds			1547;	1547;																												
JobYanJ011	CommonNpc		孙胜		8	132		2	2	1	1.25	4	hand1_1		npc\WorldNpc231	1		icon\funcnpc\WorldNpc231.png					0				3	0	0			20			Home_133	1																																																						Shop_cs_08001			sh_cs			1548;	1548;																												
JobYanJ012	CommonNpc		吕心如		8	133		2	2	1	1.3	4.8	hand1_2		npc\worldNpc448	2		icon\funcnpc\worldNpc448.png					0				3	0	0			20			Home_133	1																																																						Shop_qs_08001			sh_qs			719;	719;																												
JobYanJ013	CommonNpc		齐远航		8	134		2	2	1	1.25	4	hand1_1		npc\worldNpc398	1		icon\funcnpc\worldNpc398.png					0				3	0	0			20			Home_133	1										1	qpcj_10041																																											Shop_qis_08001			sh_qis			718;	718;																												
JobYanJ014	CommonNpc		袁立诗		8	135		2	2	1	1.25	4	hand1_1		npc\worldNpc400	1		icon\funcnpc\worldNpc400.png					0				3	0	0			20			Home_133	1																																																						Shop_ss_08001			sh_ss			716;	716;																												
JobYanJ015	CommonNpc		韦峻熙		8	136		2	2	1	1.25	4	hand1_1		npc\worldNpc138	1		icon\funcnpc\worldNpc138.png					0				3	0	0			20			Home_133	1																																																						Shop_hs_08001			sh_hs			717;	717;																												
JobYanJ016	CommonNpc		崔风起		8	137		2	2	1	1.25	4	hand1_1		npc\worldNpc197	1		icon\funcnpc\worldNpc197.png					0				3	0	0			20			Home_133	1																																																						Shop_gs_01001			sh_gs																																
JobYanJ017	CommonNpc		王探才		8	138		2	2	1	1.25	4	hand1_1		npc\fbfunnpc00221			icon\monster\fbfunnpc00221.png					0				3	0	0			20			Home_133	1																																																						Shop_qg_01001			sh_qg																																
																																																																																																																													
	//金陵																																																																																																																												
JobJinL001	CommonNpc		李秋明		8	122		2	2	1	1.25	4	hand1_1		npc\worldnpc561	1		icon\funcnpc\worldnpc561.png					0				3	0	0			20			Home_133	1																																																						Shop_kg_01001			sh_kg																																
JobJinL002	CommonNpc		司空才		8	123		2	2	1	1.25	4	hand1_1		npc\monster235	1		icon\monster\monster235.png					0				3	0	0			20			Home_133	1																																																						Shop_tj_09001			sh_tj			1549;	1549;																												
JobJinL003	CommonNpc		欧阳冀		8	124		2	2		1.25	4	hand1_1		npc\worldnpc485	1		icon\funcnpc\worldnpc485.png					0				3	0	0			20			Home_133	1																																																						Shop_yf_01001			sh_yf	ui_sd_yugan_test01																															
JobJinL004	CommonNpc		端木嘉		8	125		2	2	1	0.3	3.8	hand1_1		npc\worldnpc402	1		icon\funcnpc\worldnpc402.png					0				3	0	0			20			Home_133	1																																																						Shop_qf_01001			sh_qf																																
JobJinL005	CommonNpc		沙英华		8	126		2	2	1	1.25	4	hand_0		npc\worldnpc567a	1		icon\funcnpc\worldnpc567a.png					0				3	0	0			20			Home_133	1																																																						Shop_nf_01001 			sh_nf																																
JobJinL006	CommonNpc		戴玉强		8	127		2	2	1	1.25	4	hand1_1		npc\worldnpc513	1		icon\funcnpc\worldnpc513.png					0				3	0	0			20			Home_133	1																																																						Shop_lh_01001			sh_lh																																
