NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	刷新时间	格挡类型	世界触发器相关	使用轻功	NPC绑定点	破防几率	破防技能	防御CD	世界战场声威	拾取半径	超过距离就脱战	脱战回血	存在时间	是否理会玩家	优先显示	缩放尺寸	跟随距离	跟随位置	时间轴	动作集	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
bossworld003d_wsjnh	铁剑童	BossNpc		393	96	50		3			1.25	5	hand_0		npc\boss066d	2	0.9	icon\monster\boss066.png			npc\boss\test\bossworld003a.lua	"jn_boss_qqgz13,1,30"	7	1	30	1	1	2	300	300	300	npc_foundplayer					s_r_248			1																	1		1000	1	2000	0					100		jn_boss_qqgz12	1		2631	1	-1	-1		3		1					1	1			1									
bossworld003e_wsjnh	轿子	BossNpc		52	96	120		4			1.25	5	hand_0		npc\npcitem577	0	4				npc\boss\test\bossworld003e.lua	"jn_boss_qqgz_jieti,1,0;jn_boss_qqgz_jieti2,1,0;jn_boss_qqgz_heti,1,0;jn_boss_qqgz01,1,0;jn_boss_qqgz02,1,0;jn_boss_qqgz03,1,0;jn_boss_qqgz04,1,0;jn_boss_qqgz05,1,0"	7	1		1	1	1	300	300	300	npc_foundplayer		15						1																	0		1000	1	2000	0					100			1		2632		-1	-1			"bossworld003_wsjnh,0,0,0,0,2,0;bossworld003a_wsjnh,-0.7,0,1.89,0,1,0;bossworld003b_wsjnh,0.7,0,1.89,0,1,0;bossworld003c_wsjnh,-0.7,0,-1.89,0,1,0;bossworld003d_wsjnh,0.7,0,-1.89,0,1,0"	1					1	1			1							20		
																																																																																																	
	//新世界BOSS																																																																																																
bossnewworld001	三爪雪猿	BossNpc		608	98	160		4			1.25	10	hand_0		npc\boss064	0	2.5	icon\monster\boss064.png			npc\boss\bossworld001.lua	"jn_boss_szxy02,1,0;jn_boss_szxy03,1,0;jn_boss_szxy04,1,0;jn_boss_szxy05,1,0;jn_boss_szxy06,1,0"	7	0	30	1	1	2	300	500	300	npc_foundplayer					s_r_npcitem578			1																	0		2000	1	2000	0					100		jn_boss_szxy01	1			1	-1	-1				1					1	1			1							20		
bossnewworld002	万年火龟	BossNpc		608	98	160		4			0.5	2	hand_0		npc\boss065	0	5	icon\monster\boss065.png				"jn_boss_wnhg02,1,0;jn_boss_wnhg03,1,0;jn_boss_wnhg04,1,0;jn_boss_wnhg04a,1,0;jn_boss_wnhg05,1,0;jn_boss_wnhg06,1,0;jn_boss_wnhg07,1,0;jn_boss_wnhg08,1,0"	7	0	30	1	1	2	120	300	300	npc_foundplayer		0						1																	0		2000	1	2000	0					100		jn_boss_wnhg01	1			1	-1	-1				1					1	1			1							20		
bossnewworld001a	三爪雪猿	BossNpc		608	98	160		4			1.25	10	hand_0		npc\boss064	0	2.5	icon\monster\boss064.png			npc\boss\bossworld001.lua	"jn_boss_szxy02,1,0;jn_boss_szxy03,1,0;jn_boss_szxy04,1,0;jn_boss_szxy05,1,0;jn_boss_szxy06,1,0;jn_boss_szxy07,1,0"	7	0	30	1	1	2	300	500	300	npc_foundplayer					s_r_npcitem578			1																	0		2000	1	2000	0					100		jn_boss_szxy01	1			1	-1	-1				1					1	1			1							20		
bossnewworld002a	万年火龟	BossNpc		608	98	160		4			0.5	2	hand_0		npc\boss065	0	5	icon\monster\boss065.png				"jn_boss_wnhg02,1,0;jn_boss_wnhg03,1,0;jn_boss_wnhg04,1,0;jn_boss_wnhg04a,1,0;jn_boss_wnhg05,1,0;jn_boss_wnhg06,1,0;jn_boss_wnhg07,1,0;jn_boss_wnhg08,1,0"	7	0	30	1	1	2	300	500	300	npc_foundplayer		0						1																	0		2000	1	2000	0					100		jn_boss_wnhg01	1			1	-1	-1				1					1	1			1							20		
bossworld002_jn04	旋风	BossNpc		52	292	120		4			0.5	2	hand_0		npc\itemnpc057_wnhg04	0	5						7	1		1	1	0	120	300	300			10						1																	0		2000	1	2000	0					100			1			1	-1	-1				1					1	1			1									
bossworld002_jn08	滚沙球	BulletNpc		52	292	120		4			0.5	2	hand_0		npc\itemnpc057_wnhg08	0	5						7	1		1	1	0	120	300	300			0						1																	0		2000	1	2000	0					100			1			1	-1	-1				1					1	1			1									
																																																																																																	
	踢馆																																																																																																
	1：浣花剑派																																																																																																
bosstg01101	古啸天	BossNpc		9	133	18		3			0.75	5	sword3_1		npc\monster519		0.93	icon\monster\monster519.png			npc\tiguan\01\bosstg01101.lua	"jn_tg01_031,1,30;jn_tg01_032,1,0;jn_tg01_033,1,30;jn_tg01_034,1,30;jn_tg01_035,1,0;jn_tg01_036,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem417	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg01102	君淮明	BossNpc		9	132	18		3			0.67	5	sword2_1		npc\monster518		0.905	icon\monster\monster518.png			npc\tiguan\01\bosstg01102.lua	"jn_tg01_051,1,30;jn_tg01_052,1,30;jn_tg01_053,1,30;jn_tg01_054,1,0;jn_tg01_055,1,0;jn_tg01_056,1,0;jn_tg01_057,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem026	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg01103	江娉婷	BossNpc		9	138	18		3			1.15	4.2	sword2_2		npc\monster321		0.865	icon\monster\monster321.png			npc\tiguan\01\bosstg01103.lua	"jn_tg01_021,1,30;jn_tg01_022,1,30;jn_tg01_023,1,30;jn_tg01_024,1,0;jn_tg01_025,1,0;jn_tg01_026,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem204	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg01201	梁影峰	BossNpc		9	134	18		3			0.67	5	sword2_1		npc\monster520		0.905	icon\monster\monster520.png			npc\tiguan\01\bosstg01201.lua	"jn_tg01_041,1,30;jn_tg01_042,1,0;jn_tg01_043,1,0;jn_tg01_044,1,30;jn_tg01_045,1,30;jn_tg01_046,1,0;jn_tg01_047,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem204	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg01202	西门飞燕	BossNpc		9	138	18		3			1.15	4.2	sword1_2		npc\monster186		0.87	icon\monster\monster186.png			npc\tiguan\01\bosstg01202.lua	"jn_tg01_061,1,30;jn_tg01_062,1,0;jn_tg01_063,1,30;jn_tg01_064,1,30;jn_tg01_065,1,0;jn_tg01_066,1,0;jn_tg01_067,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem087	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg01203	李玉白	BossNpc		9	138	18		3			1.25	4	hand1_1		npc\monster517		0.905	icon\monster\monster517.png			npc\tiguan\01\bosstg01203.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg01001	江尊堂	BossNpc		9	136	18		4			0.67	5	sword2_1		npc\monster521		0.93	icon\monster\monster521.png			npc\tiguan\01\bosstg01001.lua	"jn_tg01_011,1,0;jn_tg01_012,1,30;jn_tg01_013,1,30;jn_tg01_014,1,0;jn_tg01_015,1,0;jn_tg01_016,1,0;jn_tg1_01,1,0;jn_tg1_04,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem204	2		1																			500	1	1000	0					30			1		85	1	0	2										7												
	2：天香茶林																																																																																																
bosstg02001	东方玉环	BossNpc		9	124	10		4			1.3	4.8	hand1_2		npc\worldnpc738		0.97	icon\funcnpc\worldnpc738.png			npc\tiguan\02\bosstg02001.lua	"jn_tg02_011,1,30;jn_tg02_012,1,0;jn_tg02_013,1,0;jn_tg02_014,1,30;jn_tg02_015,1,0;jn_tg02_016,1,0;jn_tg02_017,1,0;jn_tg02_018,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		500	1	1000	0					30			1		85	1	0	2										7												
bosstg02002	叶南之	BossNpc		9	124	10		3			1.25	4	hand1_1		npc\monster378		0.93	icon\monster\monster378.png			npc\tiguan\02\bosstg02002.lua	"jn_tg02_021,1,30;jn_tg02_022,1,0;jn_tg02_023,1,30;jn_tg02_024,1,0;jn_tg02_025,1,0;jn_tg02_026,1,0;jn_tg02_027,1,0;jn_tg02_028,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg02003	秦秀秀	BossNpc		9	131	10		3			1.3	4.8	hand1_2		npc\fbfunnpc015003		0.855	icon\monster\fbfunnpc015003.png			npc\tiguan\02\bosstg02003.lua	"jn_tg02_031,1,30;jn_tg02_032,1,0;jn_tg02_033,1,30;jn_tg02_034,1,0;jn_tg02_036,1,0;jn_tg02_037,1,0;jn_tg02_038,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg02004	司徒敬	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\monster500		0.895	icon\monster\monster500.png			npc\tiguan\02\bosstg02004.lua	"jn_tg02_041,1,0;jn_tg02_042,1,30;jn_tg02_043,1,30;jn_tg02_044,1,30;jn_tg02_045,1,0;jn_tg02_046,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg02005	司蔻	BossNpc		9	117	10		3			1.3	4.8	hand1_2		npc\worldnpc173		0.81	icon\funcnpc\worldnpc173.png			npc\tiguan\02\bosstg02005.lua	"jn_tg02_051,1,30;jn_tg02_052,1,30;jn_tg02_053,1,30;jn_tg02_054,1,0;jn_tg02_055,1,0;jn_tg02_056,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg02006	江尔宁	BossNpc		9	117	10		3			1.3	4.8	hand1_2		npc\monster226		0.88	icon\monster\monster226.png			npc\tiguan\02\bosstg02006.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
	3：沈家堡																																																																																																
																																																																																																	
bosstg03001	沈沧海	BossNpc		9	129	10		3			0.67	5	hand1_1		npc\worldnpc1203		0.924502	icon\funcnpc\worldnpc1203.png			npc\tiguan\03\bosstg03001.lua	"jn_tg03_0011,1,0;jn_tg03_0012,1,0;jn_tg03_0013,1,0;jn_tg03_0014,1,0;jn_tg03_0015,1,0;jn_tg03_0016,1,0;jn_tg03_0017,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		500	1	1000	0					30			1		85	1	0	2										7												
bosstg03002	沈三姑	BossNpc		9	69	10		3			1.3	4.8	hand1_2		npc\worldnpc1202		0.86	icon\funcnpc\worldnpc1202.png			npc\tiguan\03\bosstg03002.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03003	沈恋慈	BossNpc		9	69	10		3			1.3	4.8	hand1_2		npc\worldnpc1201		0.865026	icon\funcnpc\worldnpc1201.png			npc\tiguan\03\bosstg03003.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03004	沈裴珏	BossNpc		9	69	10		3			0.67	5	blade6_1		npc\worldnpc1255		0.912081	icon\monster\monster261.png			npc\tiguan\03\bosstg03004.lua	"jn_tg03_021,1,30;jn_tg03_022,1,30;jn_tg03_023,1,30;jn_tg03_025,1,0;jn_tg03_024,1,0;jn_tg03_026,1,0"	7			1	1	2	8	60	40	npc_foundplayer					b_r_npcitem318			1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03005	沈希珏	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\worldnpc1198		0.930587	icon\funcnpc\worldnpc1198.png			npc\tiguan\03\bosstg03005.lua	"jn_tg03_031,1,30;jn_tg03_032,1,0;jn_tg03_033,1,30;jn_tg03_034,1,30;jn_tg03_035,1,0;jn_tg03_036,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03006	沈小溪	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\worldnpc1200		0.93	icon\funcnpc\worldnpc1200.png			npc\tiguan\03\bosstg03006.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03007	沈珺	BossNpc		9	69	10		3			1.3	4.8	hand1_2		npc\worldnpc1197		0.865	icon\funcnpc\worldnpc1197.png			npc\tiguan\03\bosstg03007.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03008	徐心宁	BossNpc		9	131	10		3			1.3	4.8	hand1_2		npc\worldnpc1199		0.875	icon\funcnpc\worldnpc1199.png			npc\tiguan\03\bosstg03008.lua	"jn_tg03_051,1,0;jn_tg03_052,1,30;jn_tg03_053,1,30;jn_tg03_054,1,0;jn_tg03_055,1,0;jn_tg03_056,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg03009	王天怀	BossNpc		9	118	10		3			1.25	4	blade1_1		npc\worldnpc1204		0.945	icon\funcnpc\worldnpc1204.png			npc\tiguan\03\bosstg03009.lua	"jn_tg03_0091,1,20;jn_tg03_0092,1,0;jn_tg03_0093,1,0;jn_tg03_0094,1,0;jn_tg03_0095,1,0;jn_tg03_0096,1,0;jn_tg03_0097,1,0;jn_tg03_0098,1,0"	7			1	1	2	8	60	40	npc_foundplayer					b_r_88			1																	1		500	1	1000	0					30			1		85	1	0	2										7												
																																																																																																	
	4：徐家庄																																																																									0																							
bosstg04001	徐云铮	BossNpc		9	120	10		4			0.67	5	sword2_1		npc\worldnpc1174		0.92	icon\monster\monster152.png			npc\tiguan\04\bosstg04001.lua	"jn_tg04_011,1,0;jn_tg04_012,1,30;jn_tg04_013,1,30;jn_tg04_014,1,0;jn_tg04_015,1,0;jn_tg04_016,1,0;jn_tg04_017,1,0;jn_tg04_018,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem213	2		1																	1		500	1	1000	0					30			1		85	1	0	2										7												
bosstg04002	徐子卿	BossNpc		9	119	10		3			1.15	5	sword5_1		npc\worldnpc1175		0.93	icon\monster\monster378.png			npc\tiguan\04\bosstg04002.lua	"jn_tg04_021,1,30;jn_tg04_022,1,0;jn_tg04_023,1,30;jn_tg04_024,1,30;jn_tg04_025,1,0;jn_tg04_026,1,0;jn_tg04_027,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem330	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04003	徐子凌	BossNpc		9	128	10		3			1.15	5	sword6_1		npc\worldnpc1279		0.905	icon\monster\monster518.png			npc\tiguan\04\bosstg04003.lua	"jn_tg04_031,1,30;jn_tg04_032,1,30;jn_tg04_033,1,30;jn_tg04_034,1,0;jn_tg04_035,1,0;jn_tg04_036,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem388	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04004	徐子朔	BossNpc		9	117	10		3			1.25	4	hand1_1		npc\worldnpc1278		0.930587	icon\monster\monster454.png			npc\tiguan\04\bosstg04004.lua	"jn_tg04_061,1,30;jn_tg04_062,1,30;jn_tg04_063,1,30;jn_tg04_064,1,0;jn_tg04_065,1,0;jn_tg04_066,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04005	徐子汐	BossNpc		9	120	10		3			1.15	4.2	sword1_2		npc\worldnpc1176		0.925	icon\monster\monster320.png			npc\tiguan\04\bosstg04005.lua	"jn_tg04_071,1,30;jn_tg04_072,1,0;jn_tg04_073,1,30;jn_tg04_074,1,0;jn_tg04_075,1,0;jn_tg04_076,1,0"	7			1	1	2	8	60	40	npc_foundplayer					s_r_npcitem202	2		1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04006	徐冰秋	BossNpc		9	69	10		3			1.3	4.8	hand1_2		npc\monster293		0.875	icon\monster\monster293.png			npc\tiguan\04\bosstg04006.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04007	徐云藻	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\worldnpc1277		0.945	icon\monster\monster242.png			npc\tiguan\04\bosstg04007.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04008	徐天池	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\worldnpc1274		0.905	icon\monster\monster258.png			npc\tiguan\04\bosstg04008.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04009	阴平	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\fbnpc00181		0.86	icon\monster\fbnpc00181.png			npc\tiguan\04\bosstg04009.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04010	沈皓月	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\worldnpc1280		0.93	icon\monster\monster519.png			npc\tiguan\04\bosstg04010.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg04011	徐薛寒	BossNpc		9	69	10		3			1.25	4	hand1_1		npc\worldnpc1271		0.89	icon\monster\monster562.png			npc\tiguan\04\bosstg04011.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
																																																																																																	
	5：南宫世家																																																																									0																							
																																																																																																	
bosstg05001	南宫傲天	BossNpc		9	69	45		3			1.25	4	hand1_1		npc\worldnpc1589		0.960266	icon\funcnpc\worldnpc1589.png			npc\tiguan\05\bosstg05001.lua	"jn_tg05_021,1,30;jn_tg05_022,1,30;jn_tg05_024,1,0;jn_tg05_025,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg05002	东方情情	BossNpc		9	69	45		3			1.3	4.8	hand1_2		npc\worldnpc1590		0.895	icon\funcnpc\worldnpc1590.png			npc\tiguan\05\bosstg05002.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg05003	南宫俊	BossNpc		9	69	45		3			1.25	4	hand1_1		npc\worldnpc1453		0.93	icon\funcnpc\worldnpc1453.png			npc\tiguan\05\bosstg05003.lua	"jn_tg05_041,1,30;jn_tg05_042,1,30;jn_tg05_044,1,0;jn_tg05_045,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg05004	南宫平	BossNpc		9	69	45		3			0.9	5	hand1_1		npc\worldnpc1252		0.905816	icon\funcnpc\worldnpc1252.png			npc\tiguan\05\bosstg05004.lua	"jn_tg05_051,1,30;jn_tg05_052,1,30;jn_tg05_054,1,0;jn_tg05_055,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg05005	南宫烈	BossNpc		9	69	45		3			1.25	4	hand1_1		npc\monster520		0.905	icon\monster\monster520.png			npc\tiguan\05\bosstg05005.lua	"jn_tg05_071,1,30;jn_tg05_072,1,0;jn_tg05_073,1,30;jn_tg05_075,1,0"	7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
bosstg05006	南宫丑	BossNpc		9	69	45		3			1.25	4	hand1_1		npc\worldnpc1591		0.93	icon\funcnpc\worldnpc1591.png			npc\tiguan\05\bosstg05006.lua		7			1	1	2	8	60	40	npc_foundplayer								1																	1		1500	1	1000	0					30			1		85	1	0	2										7												
