NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	权重	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC配偶	采集范围	采集动作名	读条时间(ms)	最大消失时间(s)	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	开启条件	分配类型	无法跟随时自动停止	大逃杀专用TYPE	
newworld_xiyu_monster_16	CommonNpc	峨眉弟子		8	6	2	2			1.25	4	dknife1_2	npc\worldnpc525			icon\funcnpc\worldnpc527.png				dk_rl_npcitem217	0				3	0	0			50																						293	55							30	10	60		Newworld_xiyu_007	"Newworld_xiyu_xixia_2_001,1,100;Newworld_xiyu_xixia_2_002,1,100;Newworld_xiyu_xixia_2_003,1,100;Newworld_xiyu_xixia_2_004,1,100;Newworld_xiyu_xixia_2_005,1,100;Newworld_xiyu_xixia_2_006,1,100;Newworld_xiyu_xixia_2_007,1,100;Newworld_xiyu_013,1,0"		-1	newworld_xiyu_monster_08;newworld_xiyu_monster_11;newworld_xiyu_monster_12;newworld_xiyu_monster_17							1000	15		1000							800	"802,0"																							2935		1					100	Newworld_xiyu_xixia_2_003			1260000																				
newworld_xiyu_monster_17	CommonNpc	旗主护卫		8	6	2	2			1.25	4	blade1_1	npc\worldnpc795_02			icon\funcnpc\worldnpc795.png				b_r_npcitem323	0				3	0	0			30																						53	55							30	10	60		Newworld_xiyu_004	"Newworld_xiyu_xixia_3_001,1,100;Newworld_xiyu_xixia_3_002,1,100;Newworld_xiyu_xixia_3_003,1,100;Newworld_xiyu_xixia_3_004,1,100;Newworld_xiyu_xixia_3_005,1,100;Newworld_xiyu_xixia_3_006,1,100"		-1	newworld_xiyu_monster_06;newworld_xiyu_monster_07;newworld_xiyu_monster_13;newworld_xiyu_monster_14;newworld_xiyu_monster_15;newworld_xiyu_monster_16							1000	15		1000							802	"800,0;801,0"																							2927		1					100	Newworld_xiyu_xixia_3_001			1260000																				
newworld_xiyu_monster_18	CommonNpc	隐风		8	525	2	2			1.25	4	hand1_1	npc\worldnpc795_02			icon\worldnpc\worldnpc795.png				b_r_npcitem389	0				3	0	0			30																						54	55							30	10	60		Newworld_xiyu_009	"Newworld_xiyu_xixia_4_001,1,100;Newworld_xiyu_xixia_4_002,1,100;Newworld_xiyu_xixia_4_003,1,100;Newworld_xiyu_xixia_4_004,1,100;Newworld_xiyu_xixia_4_005,1,100;Newworld_xiyu_xixia_4_006,1,100;Newworld_xiyu_xixia_4_007,1,100"	0	-1								1000	15		1000							802	"800,0"																														100	Newworld_xiyu_xixia_4_005			1260000																				
newworld_xiyu_monster_19	CommonNpc	陆倩娘		8	525	2	2			1.25	4	hand1_1	npc\worldnpc090			icon\worldnpc\worldnpc090.png				b_r_npcitem389	0				3	0	0			30																						54	55							30	10	60		Newworld_xiyu_009	"Newworld_xiyu_xixia_4_001,1,100;Newworld_xiyu_xixia_4_002,1,100;Newworld_xiyu_xixia_4_003,1,100;Newworld_xiyu_xixia_4_004,1,100;Newworld_xiyu_xixia_4_005,1,100;Newworld_xiyu_xixia_4_006,1,100;Newworld_xiyu_xixia_4_007,1,100"	0	-1								1000	15		1000							802	"800,0"																														100	Newworld_xiyu_xixia_4_005			1260000																				
newworld_xiyu_monster_20	CommonNpc	雷行空		8	525	2	2			1.25	4	hand1_1	npc\worldnpc224			icon\worldnpc\worldnpc224.png				b_r_npcitem389	0				3	0	0			30																						54	55							30	10	60		Newworld_xiyu_009	"Newworld_xiyu_xixia_4_001,1,100;Newworld_xiyu_xixia_4_002,1,100;Newworld_xiyu_xixia_4_003,1,100;Newworld_xiyu_xixia_4_004,1,100;Newworld_xiyu_xixia_4_005,1,100;Newworld_xiyu_xixia_4_006,1,100;Newworld_xiyu_xixia_4_007,1,100"	0	-1								1000	15		1000							802	"800,0"																														100	Newworld_xiyu_xixia_4_005			1260000																				
newworld_xiyu_monster_21	CommonNpc	杨陪风		8	525	2	2			1.25	4	hand1_2	npc\worldnpc067			icon\worldnpc\worldnpc525.png				s_r_npcitem417	0				3	0	0			30																						54	55							30	10	60		Newworld_xiyu_010	"Newworld_xiyu_xixia_5_001,1,100;Newworld_xiyu_xixia_5_002,1,100;Newworld_xiyu_xixia_5_003,1,100;Newworld_xiyu_xixia_5_004,1,100;Newworld_xiyu_xixia_5_005,1,100;Newworld_xiyu_xixia_5_006,1,100;Newworld_xiyu_xixia_5_007,1,100;Newworld_xiyu_011,1,0"	0	-1								1000	15		1000							800	"802,0"																							2936		1					100	Newworld_xiyu_xixia_5_002			1260000																				
newworld_xiyu_monster_22	CommonNpc	徐妙真		8	525	2	2			1.25	4	hand1_2	npc\worldnpc527			icon\worldnpc\worldnpc527.png					0				3	0	0			30																														30	10	60		Newworld_xiyu_009	"Newworld_xiyu_xixia_4_001,1,100;Newworld_xiyu_xixia_4_002,1,100;Newworld_xiyu_xixia_4_003,1,100;Newworld_xiyu_xixia_4_004,1,100;Newworld_xiyu_xixia_4_005,1,100;Newworld_xiyu_xixia_4_006,1,100;Newworld_xiyu_xixia_4_007,1,100"	0	-1								1000	15		1000							800	"802,0"																																																						
newworld_xiyu_monster_23	CommonNpc	火麒麟		8	525	2	2			1.25	4	hand1_1	npc\worldnpc795_02			icon\worldnpc\worldnpc795.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_24	CommonNpc	轩辕狂浪		8	525	2	2			1.25	4	hand1_1	npc\worldnpc090			icon\worldnpc\worldnpc090.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_25	CommonNpc	轩辕楚晴		8	525	2	2			1.25	4	hand1_1	npc\worldnpc224			icon\worldnpc\worldnpc224.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_26	CommonNpc	千拙大师		8	525	2	2			1.25	4	hand1_2	npc\worldnpc525			icon\worldnpc\worldnpc525.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_27	CommonNpc	虬髯客		8	525	2	2			1.25	4	hand1_2	npc\worldnpc527			icon\worldnpc\worldnpc527.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_28	CommonNpc	毛阿四		8	525	2	2			1.25	4	hand1_1	npc\worldnpc795_02			icon\worldnpc\worldnpc795.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_29	CommonNpc	赫连璧		8	525	2	2			1.25	4	hand1_1	npc\worldnpc090			icon\worldnpc\worldnpc090.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_30	CommonNpc	九宫老人		8	525	2	2			1.25	4	hand1_1	npc\worldnpc224			icon\worldnpc\worldnpc224.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							800	"802,0"																																																						
newworld_xiyu_monster_31	CommonNpc	衣若薰		8	525	2	2			1.25	4	hand1_2	npc\worldnpc525			icon\worldnpc\worldnpc525.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_32	CommonNpc	红颜心		8	525	2	2			1.25	4	hand1_2	npc\worldnpc527			icon\worldnpc\worldnpc527.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_33	CommonNpc	魔刀老祖		8	525	2	2			1.25	4	hand1_1	npc\worldnpc795_02			icon\worldnpc\worldnpc795.png					0				3	0	0			30																														30	10	60				0	-1								1000	15		1000							802	"800,0"																																																						
newworld_xiyu_monster_34	CommonNpc	楼兰守将		8	6	2	2			1.25	4	blade1_1	npc\worldnpc789			icon\funcnpc\worldnpc792.png				b_r_npcitem389	0				3	0	0			30																						30	40			drop_newworld_xiyu_001		1	1	30	10	60		Newworld_xiyu_009	"Newworld_xiyu_xixia_4_001,1,0;Newworld_xiyu_xixia_4_002,1,0;Newworld_xiyu_xixia_4_003,1,0;Newworld_xiyu_xixia_4_004,1,0;Newworld_xiyu_xixia_4_005,1,0;Newworld_xiyu_xixia_4_006,1,0;Newworld_xiyu_xixia_4_007,1,0"		-1	newworld_xiyu_monster_06;newworld_xiyu_monster_07;newworld_xiyu_monster_13;newworld_xiyu_monster_14;newworld_xiyu_monster_15;newworld_xiyu_monster_16							1000	15		1000							802	"800,0;801,0"																							2926		1	5				100	Newworld_xiyu_xixia_4_005																							
newworld_xiyu_reword_xx	BoxNpc	西夏玩法奖励箱			161	9	28						npc\itemnpc591			icon\funcnpc\itemnpc005.png														3																										comd_drop_new2_xiyu_shijian_2				20	2	30																																																										300000								2	interact041	5000	1000	light_hold_165	light_move_513							
																																																																																																																																												
	//龟兹事件NPC																																																																																																																																											
newworld_xiyu_qiuci_01	CommonNpc	白苏尼咥		8	525	2	2			1.25	4	hand1_1	npc\worldnpc1311			icon\funcnpc\worldnpc1311.png					0				3	0	0			20																						372								30	10	60		jn_xinjianghu_001		0	-1	newworld_xiyu_qiuci_03;newworld_xiyu_qiuci_04;newworld_xiyu_qiuci_05;newworld_xiyu_qiuci_07;newworld_xiyu_qiuci_09				1			1000	15		1000							815	"1,0"																																																						
newworld_xiyu_qiuci_02	CommonNpc	乌叠巴		8	525	2	2			1.25	4	hand1_1	npc\fbboss002001			icon\funcnpc\fbboss002001.png					0				3	0	0			20																						371								30	10	60		jn_xinjianghu_001		0	-1	newworld_xiyu_qiuci_03;newworld_xiyu_qiuci_04;newworld_xiyu_qiuci_05;newworld_xiyu_qiuci_07;newworld_xiyu_qiuci_09				1			1000	15		1000							815	"1,0"																																																						
newworld_xiyu_qiuci_03	CommonNpc	石观音		8	525	2	2			1.25	4	hand1_1	npc\fbboss022007			icon\funcnpc\fbboss022007.png					0				3	0	0			20																						371								30	10	60			"jn_sgy_nrjbd_01,1,60;jn_sgy_nrjbd_02,1,60;jn_sgy_nrjbd_03,1,30;jn_sgy_nrjbd_04,1,50"	0	-1	newworld_xiyu_qiuci_01;newworld_xiyu_qiuci_02;newworld_xiyu_qiuci_06;newworld_xiyu_qiuci_08							1000	15		1000							1	"815,0"																																																						
newworld_xiyu_qiuci_04	CommonNpc	白勒霸		8	525	2	2			1.25	4	hand1_1	npc\worldnpc1145			icon\funcnpc\worldnpc1145.png					0				3	0	0			20																						373								30	10	60				0	-1	newworld_xiyu_qiuci_01;newworld_xiyu_qiuci_02;newworld_xiyu_qiuci_06;newworld_xiyu_qiuci_08							1000	15		1000							1	"815,0"																																																						
newworld_xiyu_qiuci_05	CommonNpc	则罗沙		8	525	2	2			1.25	4	hand1_1	npc\fbboss004005			icon\funcnpc\fbboss004005.png					0				3	0	0			20																						371								30	10	60				0	-1	newworld_xiyu_qiuci_01;newworld_xiyu_qiuci_02;newworld_xiyu_qiuci_06;newworld_xiyu_qiuci_08							1000	15		1000							1	"815,0"																																																						
newworld_xiyu_qiuci_06	CommonNpc	士兵		8	525	2	2			1.25	4	hand1_1	npc\fbnpc004001			icon\funcnpc\worldnpc217.png					0				3	0	0			20																						293								30	10	60		jn_xinjianghu_001		0	-1	newworld_xiyu_qiuci_03;newworld_xiyu_qiuci_04;newworld_xiyu_qiuci_05;newworld_xiyu_qiuci_07;newworld_xiyu_qiuci_09				1			1000	15		1000							815	"1,0"																																																						
newworld_xiyu_qiuci_07	CommonNpc	石观音仆从		8	525	2	2			1.25	4	hand1_1	npc\worldnpc1330			icon\funcnpc\worldnpc1330.png					0				3	0	0			20																						293								30	10	60				0	-1	newworld_xiyu_qiuci_01;newworld_xiyu_qiuci_02;newworld_xiyu_qiuci_06;newworld_xiyu_qiuci_08							1000	15		1000							1	"815,0"																																																						
newworld_xiyu_qiuci_08	CommonNpc	龟兹国精锐		8	525	2	2			1.25	4	hand1_1	npc\fbnpc004001			icon\funcnpc\fbnpc004001.png					0				3	0	0			20																						293								30	10	60		jn_xinjianghu_001		0	-1	newworld_xiyu_qiuci_03;newworld_xiyu_qiuci_04;newworld_xiyu_qiuci_05;newworld_xiyu_qiuci_07;newworld_xiyu_qiuci_09				1			1000	15		1000							815	"1,0"																																																						
newworld_xiyu_qiuci_09	CommonNpc	叛军士兵		8	525	2	2			1.25	4	hand1_1	npc\fbnpc004001			icon\funcnpc\fbnpc004001.png					0				3	0	0			20																						293								30	10	60				0	-1	newworld_xiyu_qiuci_01;newworld_xiyu_qiuci_02;newworld_xiyu_qiuci_06;newworld_xiyu_qiuci_08							1000	15		1000							1	"815,0"																																																						
newworld_xiyu_qiuci_10	CommonNpc	石观音		8	525	2	2			1.25	4	hand1_1	npc\fbboss022007			icon\funcnpc\fbboss022007.png					0				3	0	0			20																																																																																																														
newworld_xiyu_qiuci_11	CommonNpc	白勒霸		8	525	2	2			1.25	4	hand1_1	npc\worldnpc1145			icon\funcnpc\worldnpc1145.png					0				3	0	0			20																																																																																																														
																																																																																																																																												
																																																																																																																																												
	//楼兰																																																																																																																																											
newworld_xiyu_ll_01	CommonNpc	峨眉势力		8	525	2	2			1.25	4	dknife2_2	npc\worldnpc382			icon\funcnpc\worldnpc202.png				dk_r_618	0				3	0	0			20																						371	55							30	10	60			"Npc_em_lbc01,1,50;Npc_em_lbc02,1,50;Npc_em_lbc03,1,50;Npc_em_lbc04,1,50;Npc_em_lbc05,1,50;Npc_em_lbc06,1,50;Npc_em_lbc07,1,50;Npc_em_lbc08,1,50;Npc_em_lbc06_sky,1,50"		-1	newworld_xiyu_ll_07;newworld_xiyu_ll_08;newworld_xiyu_ll_09							1000	15		1000							800																										1	5																												
newworld_xiyu_ll_02	CommonNpc	武当势力		8	525	2	2			1.25	4	sword1_1	npc\worldnpc288			icon\funcnpc\worldnpc202.png				s_r_217	0				3	0	0			20																						371	55							30	10	60		Npc_wd_qfjf01	"Npc_wd_qfjf01,1,50;Npc_wd_qfjf02,1,50;Npc_wd_qfjf03,1,50;Npc_wd_qfjf04,1,50;Npc_wd_qfjf05,1,50;Npc_wd_qfjf06,1,50;Npc_wd_qfjf07,1,50;Npc_wd_qfjf02_sky,1,50;Npc_wd_qfjf06_sky,1,50"		-1	newworld_xiyu_ll_07;newworld_xiyu_ll_08;newworld_xiyu_ll_09							1000	15		1000							801																										1	5																												
newworld_xiyu_ll_03	CommonNpc	极乐谷势力		8	525	2	2			1.25	4	dsword3_1	npc\worldnpc785			icon\funcnpc\worldnpc202.png				db_rl_npcitem323	0				3	0	0			20																						371	55							30	10	60			"Npc_jl_shuangci01,1,50;Npc_jl_shuangci02,1,50;Npc_jl_shuangci03,1,50;Npc_jl_shuangci04,1,50;Npc_jl_shuangci05,1,50;Npc_jl_shuangci06,1,50;Npc_jl_shuangci07,1,50;Npc_jl_zfd07_sky,1,50;quyuboss_pugong,1,50"		-1	newworld_xiyu_ll_07;newworld_xiyu_ll_08;newworld_xiyu_ll_09							1000	15		1000							810																										1	5																												
newworld_xiyu_ll_04	CommonNpc	西夏一品堂势力		8	525	2	2			1.25	4	dsword3_1	npc\worldnpc202			icon\funcnpc\worldnpc202.png				db_rl_npcitem323	0				3	0	0			20																						371	55							30	10	60			"Npc_jh_jwdf01,1,50;Npc_jh_jwdf02,1,50;Npc_jh_jwdf03,1,50;Npc_jh_jwdf04,1,50;Npc_jh_jwdf05,1,50;Npc_jh_jwdf06,1,50;Npc_jh_jwdf07,1,50;Npc_jh_jwdf01,1,50;Npc_jh_jwdf08,1,50;"		-1	newworld_xiyu_ll_07;newworld_xiyu_ll_08;newworld_xiyu_ll_09							1000	15		1000							804																										1	5																												
newworld_xiyu_ll_05	CommonNpc	虎啸山庄势力		8	525	2	2			1.25	4	hand1_1	npc\monster036			icon\funcnpc\worldnpc202.png					0				3	0	0			20																						371	55							30	10	60			"Npc_jh_tlq01,1,50;Npc_jh_tlq02,1,50;Npc_jh_tlq03,1,50;Npc_jh_tlq04,1,50;Npc_jh_tlq05,1,50;Npc_jh_tlq06,1,50;Npc_jh_tlq07,1,50;Npc_jh_tlq04_sky,1,50;"		-1	newworld_xiyu_ll_07;newworld_xiyu_ll_08;newworld_xiyu_ll_09							1000	15		1000							803																										1	5																												
newworld_xiyu_ll_06	CommonNpc	天罗教势力		8	525	2	2			1.25	4	knife1_1	npc\worldnpc234			icon\funcnpc\worldnpc202.png				k_r_405	0				3	0	0			20																						371	55							30	10	60			"Npc_jh_ghqd01,1,50;Npc_jh_ghqd02,1,50;Npc_jh_ghqd03,1,50;Npc_jh_ghqd04,1,50;Npc_jh_ghqd05,1,50;Npc_jh_ghqd06,1,50;Npc_jh_ghqd07,1,50;"		-1	newworld_xiyu_ll_07;newworld_xiyu_ll_08;newworld_xiyu_ll_09							1000	15		1000							821																										1	5																												
