NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	Ö÷¶¯±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	Åö×²¶Ô»°¹æÔò	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ÊÇ·ñÓÐ°ïÅÉ×¤µØ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	Ö±½Ó´¥·¢	µØÎ»ÆÀ·Ö	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	ÊÀ½ç´¥·¢Æ÷Ïà¹Ø	´æÔÚÊ±¼ä	ÓÅÏÈÏÔÊ¾	²Æ¸»µ¥´ÎÔö³¤¼ä¸ô	²Æ¸»µ¥´ÎÔö³¤Öµ	²Æ¸»Ôö³¤×î´óÖµ	²Æ¸»Ë¥¼õ¼ä¸ô	²Æ¸»µ¥´ÎË¥¼õÖµ	²Æ¸»Ë¥¼õ×îµÍÖµ	½øÈëÕ½ÕùÖ±½ÓÉèÖÃ²Æ¸»	½øÈëÕ½ÕùÉèÖÃÍæ¼ÒÌìÆø	»÷É±Õâ¸öboss½øÈëÔö³¤ÆÚ	Í£Ö¹AI
WorldNpc00533	CommonNpc	Áº³ç	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00534	CommonNpc	ÅËºÀ	2	8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0				3	0	0			20	prop_QiTaMenPai_0		Home_133	1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00535	CommonNpc	ÑîÐ¡ºÚ	2	8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc190			icon\funcnpc\worldnpc190.png					0				3	0	0			20	prop_QiTaMenPai_0		Home_133	1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00536	CommonNpc	ÄþÈçÃÄ	5	8	84	2	2	1	1	4	hand1_2	npc\worldnpc013			icon\funcnpc\worldnpc013.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	4	5	talkrule070405							168;170;182;191;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
WorldNpc00537	CommonNpc	ÀîÇåÓ°	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc186			icon\funcnpc\worldnpc186.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	1	12	talkrule070112							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00538	CommonNpc	ÓàÐ¡Ìì	2	8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc110			icon\funcnpc\worldnpc110.png					0	npc\depot_npc.lua			3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	2	talkrule070502			1				167;175;190;156;157					1	2		1											1						1			2000	15		2000						1		0	10																							1				1																		
WorldNpc00539	CommonNpc	Àî¹ãè¡	1	8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc205			icon\funcnpc\worldnpc205.png					0				3	0	0			20	prop_ZhongLiMenPai_204	Call_26	Home_133	2			6	1	2	talkrule060102							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				5																		
WorldNpc00540	CommonNpc	ËïÑ©çæ	5	8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc227			icon\funcnpc\worldnpc227.png					0				3	0	0			20	prop_ZhengPaiMenPai_2	Call_113	Home_133	1			1	7	5	talkrule010705							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10								10728;	10728;														1				4																		
WorldNpc00541	CommonNpc	¶ÅÇ«	4	8	84	2	2		1.25	4	hand1_1	npc\worldnpc175			icon\funcnpc\worldnpc175.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	12	talkrule070212							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00542	CommonNpc	×¯Ã÷Öé	5	8	84	2	2	1	0.5	1.1	hand_0	npc\worldnpc169			icon\funcnpc\worldnpc169.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	4	4	talkrule070404							168;170;182;191;156					1	2		1											1						1			2000	15		2000								0	10																							1				5																		
WorldNpc00543	CommonNpc	Ç¾¶ù	5	8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc111			icon\funcnpc\worldnpc111.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	4	talkrule070504							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00544	CommonNpc	ÌÕÃÍ	1	8	84	2	2		1.25	4	hand1_1	npc\worldnpc239			icon\funcnpc\worldnpc239.png					0				3	0	0			20	prop_ZhongLiMenPai_206	Call_218	Home_133	2			4	6	2	talkrule040602							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00545	CommonNpc	½­í²ÈÃ	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc107			icon\funcnpc\worldnpc107.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	4	1	talkrule070401							163;172;177;156;157					1	2		1											1						1			2000	15		2000								0	10								10848;10851;	10847;10850;														1				6																		
WorldNpc00546	CommonNpc	ÐìÍ¥¾û		8	84	2	2		1.25	4	hand1_1	npc\worldnpc123			icon\funcnpc\worldnpc123.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	7	talkrule070207							167;169;181;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc00547	CommonNpc	Ë¾ÂíÆæ		8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc222			icon\funcnpc\worldnpc222.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	2			7	7	7	talkrule070707							162;178;186;156					1	2		1											1						1			2000	15		2000								0	10								10736;10892;26339;26341;	10741;10892;26338;26339;														1				3	3	28																
WorldNpc00548	CommonNpc	³ð»À		8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc222			icon\funcnpc\worldnpc222.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	2			7	7	7	talkrule070707							162;178;186;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00549	CommonNpc	ÉòÏ£ÖÜ		8	84	2	2	1	0.65	1.3	hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	1	17	talkrule070117							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00550	CommonNpc	»¨ÓñÄý		8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc203			icon\funcnpc\worldnpc203.png					0				3	0	0			20	prop_ZhengPaiMenPai_3	Call_18	Home_133	0			1	6	7	talkrule010607							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00551	CommonNpc	Ñî×Ï·ã		8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc227			icon\funcnpc\worldnpc227.png					0				3	0	0			20	prop_ZhengPaiMenPai_2	Call_143	Home_133	0			1	7	5	talkrule010705							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				4																		
WorldNpc00552	CommonNpc	ÑàÐ¡ÌÕ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	1	16	talkrule070116							161;169;185;156					1	2		1											1						1			2000	15		2000								0	10								10704;10705;10706;80606;	10704;10705;10706;80606;														1				3																		
WorldNpc00553	CommonNpc	¸µºÆ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc219			icon\funcnpc\worldnpc219.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	6	1	talkrule070601							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10								10723;10789;10790;10791;10792;10793;10794;	10723;10789;10790;10791;10792;10793;10794;10895;														1				2																		
WorldNpc00554	CommonNpc	¸µÎÄ		8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc158			icon\funcnpc\worldnpc158.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	6	4	talkrule070604							167;169;181;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00555	CommonNpc	»ÆÉÀ¿Í		8	84	2	2		1.25	4	hand1_1	npc\worldnpc112			icon\funcnpc\worldnpc112.png					0				3	0	0			20	prop_ZhongLiMenPai_207	Call_114	Home_133	1			6	1	2	talkrule060102							159;169;176;183;156					1	2		1											1						1			2000	15		2000								0	10								10725;	10725;														1				5																		
WorldNpc00556	CommonNpc	ËÕÑÌ»±		8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc204			icon\funcnpc\worldnpc204.png					0				3	0	0			20	prop_ZhongLiMenPai_2		Home_133	1			1	3	4	talkrule010304							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00557	CommonNpc	¶ÅÔóÏÔ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc200			icon\funcnpc\worldnpc200.png					0				3	0	0			20	prop_XieEMenPai_2		Home_133	2			1	4	4	talkrule010404							167;175;190;156					1	2		1											1						1			2000	15		2000								0	10																							4				3																		
WorldNpc00558	CommonNpc	Ãç´ó×³	3	8	84	2	2		1.25	4	hand1_1	npc\worldnpc130			icon\funcnpc\worldnpc130.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	11	talkrule070211							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00559	CommonNpc	ºÎÓêÁ«	5	8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc415			icon\funcnpc\worldnpc415.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	11	talkrule070211							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10								80605;	80605;														1				2																		
WorldNpc00560	CommonNpc	¹ùá°	5	8	84	2	2		0.8	1.2	hand_0	npc\worldnpc142			icon\funcnpc\worldnpc142.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10								80613;	80613;														1				2																		
WorldNpc00561	CommonNpc	ÏÄÐÀÈ»	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc129			icon\funcnpc\worldnpc129.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00562	CommonNpc	ÂÀÓ×ÇÉ	5	8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc406			icon\funcnpc\worldnpc406.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00563	CommonNpc	ÉÌÓïÍ®	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc116			icon\funcnpc\worldnpc116.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	6	talkrule070206							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10								10735;	10735;														1				2																		
WorldNpc00564	CommonNpc	Äþµ¤³¼	4	8	84	2	2		1.25	4	hand1_1	npc\worldnpc102			icon\funcnpc\worldnpc102.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	1	14	talkrule070114							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10								80607;	80607;														1				3																		
WorldNpc00565	CommonNpc	ÎÀ±ò	5	8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc355			icon\funcnpc\worldnpc355.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	10	talkrule070210							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10								10715;	10715;														1				3																		
WorldNpc00566	CommonNpc	ÓÝÆÅÆÅ	3	8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc009			icon\funcnpc\worldnpc009.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	2	rw_popo_01							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10									80602;80603;														1				0																		
WorldNpc00567	CommonNpc	ÕÔÐãÀ¼	5	8	84	2	2	1	1.3	4.8	hand1_2	npc\worldnpc301			icon\funcnpc\worldnpc301.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	4	talkrule070204							166;169;183;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00568	CommonNpc	ÌïÎÞµÀ		8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			20	prop_ZhongLiMenPai_208	Call_219	Home_133	2			7	7	6	talkrule070706							163;172;177;156					1	10		2											1						1			2000	20		2000								0	10								10730;10732;10891;	10731;10734;10891;														1				3																		
WorldNpc00569	CommonNpc	Ð¡Ïæ¶ù		8	84	2	2		0	-1	hand_0	npc\worldnpc121			icon\funcnpc\worldnpc121.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	8	talkrule070208							168;174;156;157					1	2		1											1						1			2000	15		2000								0	10								80620;	80620;														1				1																		
WorldNpc00570	CommonNpc	µÒ³¾		8	84	2	2	1	0.65	1.3	hand_0	npc\worldnpc140			icon\funcnpc\worldnpc140.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	1	9	talkrule070109							166;169;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00571	CommonNpc	·âÐ¡É½		8	84	2	2	1	1.25	4	hand1_1	npc\worldnpc124			icon\funcnpc\worldnpc124.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	7	talkrule070207							167;169;181;183;156					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc00572	CommonNpc	ÌïË¼Ë¼		8	84	2	2		0.7	1.2	hand_0	npc\worldnpc122			icon\funcnpc\worldnpc122.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	8	talkrule070208							168;174;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc00574	CommonNpc	¾Å¹ÃÄï		8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc749			icon\monster\monster125.png					0				3	0	0			20	prop_QiTaMenPai_2		Home_133	1			7	4	4	talkrule070404							168;170;182;191;156					1	2		1											1						1			2000	15		2000								0	10								22031;	22030;														1				5																		
WorldNpc00575	CommonNpc	Ñ¦ÄÂÈÊ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc042			icon\funcnpc\worldnpc042.png					0				3	0	0			20	prop_QiTaMenPai_2		Home_133	1			5	4	67	tg050467												1	2		1											1						1			2000	15		2000								0	10																							2				6																		
WorldNpc00576	CommonNpc	À÷»¢	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc177			icon\funcnpc\worldnpc177.png					0				3	0	0			20	prop_XieEMenPai_101		Home_133	1			7	7	3	talkrule070703			1				164;173;180;189;156					1	11		1											1						1			2000	15		2000						1		0	10																							1				3	3	11																
WorldNpc00577	CommonNpc	Â³Æ½	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc177			icon\funcnpc\worldnpc177.png					0				3	0	0			20	prop_XieEMenPai_101		Home_133	1			7	7	3	talkrule070703							164;173;180;189;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00578	CommonNpc	ºéÕÑÑô	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc178			icon\funcnpc\worldnpc178.png					0				3	0	0			20	prop_XieEMenPai_101		Home_133	1			5	26	50	tg052650	"07,bosstg07003"	zhuanyong_234	1				160;170;177;184;156					1	19		2											1						1			2000	20		2000						1		0	10								10761;10762;10763;10764;10765;10766;10767;10768;10769;10770;10838;10839;10840;10841;10842;10843;10898;80752;	10761;10762;10763;10764;10765;10766;10767;10768;10831;10837;10838;10839;10840;10841;10842;10889;80751;80752;														2				6																		
WorldNpc00579	CommonNpc	ºú²»³î	2	8	84	2	2		1.25	4	hand1_1	npc\monster115			icon\monster\monster115.png					0				3	0	0			20	prop_XieEMenPai_101		Home_133	1			5	26	52	tg052652	"07,bosstg07002"	zhuanyong_236	1				166;169;183;156					1	11		1											1						1			2000	15		2000						1		0	10								10785;10786;10787;10788;80755;	10785;10786;10787;10788;10898;80755;														2				4																		
WorldNpc00580	CommonNpc	³Â»·Ðã	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc179			icon\funcnpc\worldnpc179.png					0				3	0	0			20	prop_XieEMenPai_101		Home_133	1			5	26	51	tg052651	"07,bosstg07004"	zhuanyong_235										1	2		1											1						1			2000	15		2000								0	10								10822;10824;10826;10827;10828;10830;10886;80753;22042;	10823;10825;10826;10829;10886;80753;22041;														2				5																		
WorldNpc00581	CommonNpc	Ð¡´ä	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	4	talkrule070504							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10								10831;80754;	10827;10830;80754;														1				2																		
WorldNpc00582	CommonNpc	ÎâÐË		8	84	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc00583	CommonNpc	Ã«¸»¹ó	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	1	talkrule070501							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10								10855;26338;26350;	10854;26337;26349;														1				1																		
WorldNpc00584	CommonNpc	ÇØÓê		8	84	2	2		1	1.6	hand_0	npc\worldnpc114			icon\funcnpc\worldnpc114.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	3	talkrule070203							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00585	CommonNpc	ÎíÖ®»¨		8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc295			icon\funcnpc\worldnpc295.png					0				3	0	0			20	prop_XieEMenPai_20		Home_133	1			9	2	2	talkrule090202			1				167;175;190;156					1	2		1											1						1			1200	20		2000						1		0	10								10719;	10718;80615;														2				5																		
WorldNpc00586	CommonNpc	Ê±¾Å¹«		8	84	2	2		1.25	4	hand1_1	npc\worldnpc159			icon\funcnpc\worldnpc159.png					0				3	0	0			20	prop_ZhengPaiMenPai_4		Home_133	1			7	1	16	talkrule070116							161;169;185;156					1	20		2											1						1			1000	20		2000								0	10								10701;10702;10703;10881;	10701;10702;10703;10881;														1				3																		
WorldNpc00587	CommonNpc	·ë¸ù±¦		8	84	2	2		1.25	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	9	talkrule070209							162;178;186;156;157					1	2		1											1						1			2000	15		2000								0	10								80610;	80610;														1				4																		
WorldNpc00588	CommonNpc	°¢¹ó		8	84	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	2	talkrule070502							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc00589	CommonNpc	ÕÅÀÏÊµ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc156			icon\funcnpc\worldnpc485.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	1	3	talkrule070103							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00590	CommonNpc	¶¡Úø		8	84	2	2		1.25	4	hand1_1	npc\worldnpc165			icon\funcnpc\worldnpc165.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	3	talkrule070203			1				167;175;190;156;157					1	1		1											1						1			2000	15		2000						1		0	10								10720;10884;	10720;10884;														1				2																		
WorldNpc00591	CommonNpc	Ñ¦ÄÂÈÊ		8	84	2	2		1.25	4	hand1_1	npc\worldnpc042			icon\funcnpc\worldnpc042.png					0				3	0	0			20	prop_QiTaMenPai_2		Home_133	1			5	4	67	tg050467		zhuanyong_258										1	2		1											1						1			2000	15		2000								0	10								10801;10802;10806;10807;10808;10811;10812;10813;10814;10816;10817;10818;10819;10821;10882;10885;80609;80612;22024;22025;	10801;10805;10806;10807;10810;10811;10812;10813;10815;10816;10817;10818;10820;10821;10882;10885;80609;80612;22021;22024;														2				6																		
WorldNpc00592	CommonNpc	°¢Å£	2	8	84	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	2	13	talkrule070213							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				1																		
WorldNpc00593	CommonNpc	Æ¼¶ù	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc372			icon\funcnpc\worldnpc372.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	4	talkrule070504							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10																							1				2																		
WorldNpc00594	CommonNpc	Áø¶ù	5	8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc195			icon\funcnpc\worldnpc195.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_133	1			7	5	4	talkrule070504							167;175;190;156;157					1	2		1											1						1			2000	15		2000								0	10								10721;10804;10805;	10721;10803;10804;														1				2																		
WorldNpc00595	CommonNpc	²©Ó¢		8	84	2	2		1.25	4	hand1_1	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20	prop_QiTaMenPai_0		Home_131	1			7	5	3	talkrule070503												1	2		1											1						1			2000	15		2000								0	10								22021;	22019;														1				1																		
WorldNpc00597	CommonNpc	ÄÏ¹¬ÑÇÁâ		8	84	2	2		1.3	4.8	hand1_2	npc\worldnpc085			icon\funcnpc\worldnpc085.png					0				3	0	0			20	prop_ZhengPaiMenPai_4		Home_89	1			2	2	2	talkrule020202		zhuanyong_259					164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10								10832;10833;10834;10836;10837;10844;10845;10887;10899;	10832;10833;10835;10836;10843;10844;10845;10887;10899;														1				5																		
WorldNpc00614	CommonNpc	»ÆÉÀÉÙÅ®		8	84	2	2		1.3	4.8	hand1_2	npc\monster125			icon\monster\monster125.png					0				3	0	0			20	prop_ZhongLiMenPai_209		Home_126	1			4	1	2	talkrule040102							164;169;179;187;156					1	2		1											1						1			2000	15		2000								0	10																							1				3																		
WorldNpc00627	CommonNpc	ÕÅµ¤·ã		8	84	2	2		1.25	4	hand1_1	npc\worldnpc361			icon\funcnpc\worldnpc361.png					0				3	0	0			20	prop_QiTaMenPai_1		Home_134	1			6	2	1	talkrule060201												1	2		1											1						1			2000	15		2000								0	10								22048;	22047;														1				4																		
WorldNpc00628	CommonNpc	¾Å¹¬ÀÏÈË		8	84	2	2		0.5	4	hand_0	npc\worldnpc001			icon\funcnpc\worldnpc001.png					0				3	0	0			20	prop_QiTaMenPai_2		Home_133	1			6	2	1	talkrule060201												1	2		1											1						1			2000	15		2000								0	10								828;80602;80603;22049;	22048;														1				4																		
