NPC编号	对象类型	名称	隐藏地面贴花	模型编号	头像	类型	NPC种类ID	响应范围	脚本编号	机关npc类型	1：可反复触发，不填默认只能触发1次	初始状态	机关触发后的状态	机关的触发动作	机关的恢复动作	触发后是否需要恢复原来状态0:否    1:是	"默认是否被打开,0:可开启，1：不可开启"	恢复原来状态的时间(ms)	采集动作名	触发读条时间(ms)	触发机关需要物品和提示(物品/个数/扣除表示/不足提示id)	NPC阵营	籍贯	平生	门派	AI编号	巡逻模式	寻路是是否转向	走路速度	跑步速度	路径编号	是否可选中	鼠标形状	机关开启人数（仅SpringMachineNpc可用）（不填则默认为1人）	AI编辑包	是否预载入模型	缩放
mac_loulan_006	SpringMachineNpc	6区域机关门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000	"item_llmk_001,1,1,llmkdoor"											2	5				
mac_loulan_007	SpringMachineNpc	4区域机石门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_008	SpringMachineNpc	区域4机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_009	SpringMachineNpc	区域6机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_010	SpringMachineNpc	8区域机关门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_011	SpringMachineNpc	7区域机关门-1	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_012	SpringMachineNpc	7区域机关门-2	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
																																					
		//楼兰密窟-邪道																																			
mac_loulan_001_a	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_002_a	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_003_a	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_004_a	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_005_a	SpringMachineNpc	2区域机关门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_006_a	SpringMachineNpc	6区域机关门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000	"item_llmk_001,1,1,llmkdoor"											2	5				
mac_loulan_007_a	SpringMachineNpc	4区域机石门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_008_a	SpringMachineNpc	区域4机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_009_a	SpringMachineNpc	区域6机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_loulan_010_a	SpringMachineNpc	8区域机关门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_011_a	SpringMachineNpc	7区域机关门-1	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_loulan_012_a	SpringMachineNpc	7区域机关门-2	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
																																					
		//北原无名洞																																			
mac_beiyuan_wmd_001	SpringMachineNpc	区域2-3石门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	"wuxbsb,1,1,llmkdoor"											2	5				
mac_beiyuan_wmd_002_a	SpringMachineNpc	机关壁画	1	npc\itemnpc1022		173	4	6	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_beiyuan_wmd_002_b	SpringMachineNpc	机关壁画	1	npc\itemnpc1023		173	4	6	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_beiyuan_wmd_002_c	SpringMachineNpc	机关壁画	1	npc\itemnpc1024		173	4	6	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_beiyuan_wmd_002_d	SpringMachineNpc	机关壁画	1	npc\itemnpc1025		173	4	6	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_beiyuan_wmd_003	SpringMachineNpc	区域3-4石门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000	"item_wmd_006,1,1,llmkdoor"											2	5				
mac_beiyuan_wmd_004	SpringMachineNpc	床	1	npc\itemnpc929		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
mac_beiyuan_wmd_005	SpringMachineNpc	升降梯	1	npc\npcitem788		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041		"wuxbsb,1,1,llmkdoor"											2	5				
																																					
mac_gmzd_001	SpringMachineNpc	棺材	1	npc\itemnpc_mj002		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	1000	"wuxbsb,1,1,llmkdoor"											2	5				
mac_gmzd_001_a	SpringMachineNpc	棺材	1	npc\itemnpc_mj002		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	1000												2	5				
																																					
mac_gmxd_001	SpringMachineNpc	棺材	1	npc\itemnpc_mj002		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	1000	"wuxbsb,1,1,llmkdoor"											2	5				
mac_gmxd_001_a	SpringMachineNpc	棺材	1	npc\itemnpc_mj002		173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	1000												2	5				
																																					
mac_ssg_001	SpringMachineNpc	假箱子	1	npc\itemnpc591		173	4	2	npc\spring_machine_npc.lua	2	1	stand	closeloop	close	stand	0		7200000	interact041	3000												2	28				
mac_ssg_002	SpringMachineNpc	石门	1	npc\itemnpc1359		173	4	2	npc\spring_machine_npc.lua	2	0	closeloop	openloop	open	close	0		7200000	interact041	3000	"wuxbsb,1,1,llmkdoor"											2	5				
																																					
mac_nmp_gmpwb_016	SpringMachineNpc	碎裂地表	1	npc\npcitem842		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_017	SpringMachineNpc	碎裂地表	1	npc\npcitem843		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_018	SpringMachineNpc	碎裂地表	1	npc\npcitem844		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_019	SpringMachineNpc	碎裂地表	1	npc\npcitem845		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_020	SpringMachineNpc	碎裂地表	1	npc\npcitem846		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_021	SpringMachineNpc	碎裂地表	1	npc\npcitem847		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_022	SpringMachineNpc	碎裂地表	1	npc\npcitem848		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_023	SpringMachineNpc	碎裂地表	1	npc\npcitem849		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_024	SpringMachineNpc	碎裂地表	1	npc\npcitem850		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_025	SpringMachineNpc	碎裂地表	1	npc\npcitem851		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
																																					
mac_nmp_gmpwb_a_016	SpringMachineNpc	碎裂地表	1	npc\npcitem842		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_017	SpringMachineNpc	碎裂地表	1	npc\npcitem843		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_018	SpringMachineNpc	碎裂地表	1	npc\npcitem844		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_019	SpringMachineNpc	碎裂地表	1	npc\npcitem845		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_020	SpringMachineNpc	碎裂地表	1	npc\npcitem846		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_021	SpringMachineNpc	碎裂地表	1	npc\npcitem847		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_022	SpringMachineNpc	碎裂地表	1	npc\npcitem848		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_023	SpringMachineNpc	碎裂地表	1	npc\npcitem849		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_024	SpringMachineNpc	碎裂地表	1	npc\npcitem850		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
mac_nmp_gmpwb_a_025	SpringMachineNpc	碎裂地表	1	npc\npcitem851		173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	0		7200000	interact041	3000	wuxb																
																																					
mac_nmp_gmpwb_026	SpringMachineNpc	刷挂吓人箱	1	npc\itemnpc591		173	4	2	npc\spring_machine_npc.lua	2	1	stand	closeloop	close	stand	0		7200000	interact041	3000	"item_nmp_gmpwb_012,1,1,llmkdoor"																
																																					
mac_gmp_hd_02_01	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_gmp_hd_02_02	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
mac_gmp_hd_02_03	SpringMachineNpc	地刺机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		7200000	interact041	3000												2	5				
																																					
mac_gmp_zyb_01	SpringMachineNpc	坟墓NPC	1	npc\fbmac00036	icon\funcnpc\fbmac013023.png	173	4	2	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		10000	interact161	10000												2	5				
																																					
		//神水宫水下迷宫门																																			
mac_npc_shenshui_01	SpringMachineNpc	神水宫水门1	1	npc\fbmac00516	icon\funcnpc\fbmac00517.png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		60000	interact041	3000	"item_shenshui_km01,1,1,info_shenshui_km01"											2	5				
mac_npc_shenshui_02	SpringMachineNpc	神水宫水门2	1	npc\fbmac00516	icon\funcnpc\fbmac00517.png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		60000	interact041	3000	"item_shenshui_km02,1,1,info_shenshui_km01"											2	5				
mac_npc_shenshui_03	SpringMachineNpc	神水宫水门3	1	npc\fbmac00516	icon\funcnpc\fbmac00517.png	173	4	3	npc\spring_machine_npc.lua	2	1	closeloop	openloop	open	close	1		60000	interact041	3000	"item_shenshui_km03,1,1,info_shenshui_km01"											2	5				
																																					
		//跨服帮会战																																			
GuildWar_kuafu_mflag_001	SpringMachineNpc	得分旗帜	1	npc\itemnpc1502		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	15000												2	5				
GuildWar_kuafu_mflag_002	SpringMachineNpc	灯柱1	1	npc\itemnpc1370		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	15000												2	5				
GuildWar_kuafu_mflag_003	SpringMachineNpc	灯柱1	1	npc\itemnpc615		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	15000												2	5				
GuildWar_kuafu_mflag_004	SpringMachineNpc	灯柱1	1	npc\itemnpc780		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	15000												2	5				
GuildWar_kuafu_mflag_005	SpringMachineNpc	灯柱1	1	npc\itemnpc782		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	15000												2	5				
GuildWar_kuafu_mflag_006	SpringMachineNpc	小旗帜	1	npc\itemnpc615a		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	5000												2	5				
GuildWar_kuafu_mflag_007	SpringMachineNpc	小旗帜	1	npc\itemnpc615a		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	5000												2	5				
GuildWar_kuafu_mflag_008	SpringMachineNpc	小旗帜	1	npc\itemnpc615b		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	5000												2	5				
GuildWar_kuafu_mflag_009	SpringMachineNpc	小旗帜	1	npc\itemnpc615c		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	5000												2	5				
GuildWar_kuafu_mflag_010	SpringMachineNpc	小旗帜	1	npc\itemnpc615d		173	4	2	npc\spring_machine_npc.lua	2	1					1		60000	interact041	5000												2	5				
																																					
mac_newworldnpc_xkd_01	SpringMachineNpc	石壁1	1	npc\itemnpc667		173	4	1.2	npc\spring_machine_npc.lua	2	1					1		60000	interact024	10000												2	28				
mac_newworldnpc_xkd_02	SpringMachineNpc	石壁2	1	npc\itemnpc667		173	4	1.2	npc\spring_machine_npc.lua	2	1					1		60000	interact024	10000												2	28				
mac_newworldnpc_xkd_03	SpringMachineNpc	石壁3	1	npc\itemnpc667		173	4	1.2	npc\spring_machine_npc.lua	2	1					1		60000	interact024	10000												2	28				
mac_newworldnpc_xkd_04	SpringMachineNpc	蒲团	1	npc\putuan04		173	4	2	npc\spring_machine_npc.lua	2						1		60000	interact041	5000												2	28				
																																					
newworld_xkdnpc_065	SpringMachineNpc	宝箱木	1	npc\itemnpc586		173	4	2	npc\spring_machine_npc.lua	2						1		60000	interact041	10000												2	5				
newworld_xkdnpc_066	SpringMachineNpc	宝箱金	1	npc\itemboxnpc003_yunbiao		173	4	2	npc\spring_machine_npc.lua	2						1		60000	interact041	10000												2	5				
newworld_xkdnpc_067	SpringMachineNpc	宝箱玄铁	1	npc\itemnpc591a		173	4	2	npc\spring_machine_npc.lua	2						1		60000	interact041	10000												2	5				
																																					
MacClone034_xuanji_001	SpringMachineNpc	天隐谷玄机堡机关门	1	npc\fbmac00519		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	5000												0	5				"1.2,0.84,1"
																																					
																																					
																																					
	//外域入侵																																				
wyrq_MachineNpc_001	SpringMachineNpc	草药	1	npc\cj_106012a2		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_001_1	SpringMachineNpc	尸体	1	npc\fbmac019028a		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_001_2	SpringMachineNpc	佩剑	1	npc\itemnpc205		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_002	SpringMachineNpc	痕迹	1	npc\itemnpc162		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_002_1	SpringMachineNpc	报信地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_002_2	SpringMachineNpc	放箭地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_003	SpringMachineNpc	尸体	1	npc\fbmac019028a		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	10000												2	28				
wyrq_MachineNpc_003_1	SpringMachineNpc	画桌	1	npc\itemnpc1204		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_003_2	SpringMachineNpc	中原堂主	1	npc\monster043		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_004	SpringMachineNpc	丹药桌	1	npc\bag_wnhg02		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_004_1	SpringMachineNpc	心法口诀	1	npc\bag_wnhg01		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_004_2	SpringMachineNpc	外域小弟	1	npc\monster290		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_005	SpringMachineNpc	哨戒	1	npc\itemnpc725		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_005_1	SpringMachineNpc	井	1	npc\itemnpc182		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_005_2	SpringMachineNpc	宝箱	1	npc\bag_wnhg02		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	10000												2	28				
wyrq_MachineNpc_006	SpringMachineNpc	村民	1	npc\worldnpc110		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_006_1	SpringMachineNpc	外域堂主	1	npc\monster266		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_006_2	SpringMachineNpc	外域小弟	1	npc\monster290		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_007	SpringMachineNpc	放哨地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_007_1	SpringMachineNpc	兽皮宝箱	1	npc\bag_wnhg02		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_007_2	SpringMachineNpc	下毒地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_008	SpringMachineNpc	空白地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
wyrq_MachineNpc_008_1	SpringMachineNpc	空白地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	10000												2	28				
wyrq_MachineNpc_008_2	SpringMachineNpc	空白地点	1	npc\itemnpc057_shyb005		173	3	2	npc\spring_machine_npc.lua	2						0		-1	interact041	3000												2	28				
																																					
																																					
	//通天峰																																				
MacTower_star001	SpringMachineNpc	星位机关1	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star002	SpringMachineNpc	星位机关2	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star003	SpringMachineNpc	星位机关3	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star004	SpringMachineNpc	星位机关4	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star005	SpringMachineNpc	星位机关5	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star006	SpringMachineNpc	星位机关6	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star007	SpringMachineNpc	星位机关7	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star008	SpringMachineNpc	星位机关8	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star009	SpringMachineNpc	星位机关9	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star010	SpringMachineNpc	星位机关10	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star011	SpringMachineNpc	星位机关11	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_star000	SpringMachineNpc	星位机关空	1	npc\fbmac031012_01		173	4	3		2	1	closeloop				0	0	-1	interact041	2000												2	5				
MacTower_ri	SpringMachineNpc	太阳	1	npc\fbmac031012_03		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_yue	SpringMachineNpc	月亮	1	npc\fbmac031012_04		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_diqiu	SpringMachineNpc	地球	1	npc\fbmac031012_05		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_qiao1	SpringMachineNpc	桥1	1	npc\fbmac031012_13		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_qiao2	SpringMachineNpc	桥2	1	npc\fbmac031012_13		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_niulang	SpringMachineNpc	牛郎	1	npc\fbmac031012_11		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_zhinv	SpringMachineNpc	织女	1	npc\fbmac031012_12		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_wenqu	SpringMachineNpc	文曲	1	npc\fbmac031012_21		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_si	SpringMachineNpc	死	1	npc\fbmac031012_02		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_yaoguang	SpringMachineNpc	摇光	1	npc\fbmac031012_14		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_kaiyang	SpringMachineNpc	开阳	1	npc\fbmac031012_15		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_yuheng	SpringMachineNpc	玉衡	1	npc\fbmac031012_16		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_tianquan	SpringMachineNpc	天权	1	npc\fbmac031012_17		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_tianji	SpringMachineNpc	天玑	1	npc\fbmac031012_18		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_tianxuan	SpringMachineNpc	天璇	1	npc\fbmac031012_19		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_tianshu	SpringMachineNpc	天枢	1	npc\fbmac031012_20		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
MacTower_kong1	SpringMachineNpc	空石板	1	npc\fbmac031012_01		173	4	3		2	1	closeloop	openloop	open	close	0	1	-1	interact041	2000												0	0				
																																					
MacClone038_lastdoor	SpringMachineNpc	鬼城最终机关门	1	npc\fbmac_gc01		173	4	3		2	0	closeloop	openloop	open	close	0	1	-1	interact002	2000												0	0				"1.2,1.2,1.2"
																																					
mac_npc_lzy_cbtdrwf_zpjg001	SpringMachineNpc	机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	3000												2	5				
mac_npc_lzy_cbtdrwf_zpjg002	SpringMachineNpc	机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	3000												2	5				
mac_npc_lzy_cbtdrwf_zpjg003	SpringMachineNpc	机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	3000												2	5				
mac_npc_lzy_cbtdrwf_zpjg004	SpringMachineNpc	机关	1	npc\itemnpc1357		173	4	2	npc\spring_machine_npc.lua	2		closeloop	openloop	open	close	0		-1	interact041	3000												2	5				
																																					
		//新龙门客栈																																			
macclone002033_x	SpringMachineNpc	金怀玉厨房机关	1	npc\fbmac002018	icon\funcnpc\fbmac002018.png	173	4	2		2		closeloop	openloop	open	close	0		10000	interact041	0												2	5				
