NPC编号	对象类型	名称	模型编号	触发范围	NPC类型	走路速度	跑步速度	相对位置	子怪物	巡逻模式	AI类型	追击范围	路径编号	能否死亡	脚本编号	AI编辑包	刷新时间
Leader_event_japan07	TeamLeaderNpc	三内事件巡逻倭寇7队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_7;World_japan19;World_japan19	1	6	0	event_japan_07	1			-1
Leader_event_japan08	TeamLeaderNpc	三内事件巡逻倭寇8队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_8;World_japan19;World_japan19	1	6	0	event_japan_08	1			-1
Leader_event_japan09	TeamLeaderNpc	三内事件巡逻倭寇9队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_9;World_japan19;World_japan19	1	6	0	event_japan_09	1			-1
Leader_event_japan10	TeamLeaderNpc	三内事件巡逻倭寇10队	npc\itemnpc057		11	1.25	6	"0,2;0,0;0,-2"	World_japan18_10;World_japan19;World_japan19	1	6	0	event_japan_10	1			-1
																	
leader_korea_11	TeamLeaderNpc	镇派事件锦衣押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_11_01;leader_korea_11_02;leader_korea_11_03;leader_korea_11_04;leader_korea_11_05	1	6	20	event_korea_11				
leader_korea_12	TeamLeaderNpc	镇派事件锦衣押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_11_01;leader_korea_11_02;leader_korea_11_03;leader_korea_11_04;leader_korea_11_05	1	6	20	event_korea_12				
leader_korea_13	TeamLeaderNpc	镇派事件锦衣押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_11_01;leader_korea_11_02;leader_korea_11_03;leader_korea_11_04;leader_korea_11_05	1	6	20	event_korea_13				
																	
leader_korea_21	TeamLeaderNpc	镇派事件丐帮押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_21_01;leader_korea_21_02;leader_korea_21_03;leader_korea_21_04;leader_korea_21_05	1	6	20	event_korea_21				
leader_korea_22	TeamLeaderNpc	镇派事件丐帮押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_21_01;leader_korea_21_02;leader_korea_21_03;leader_korea_21_04;leader_korea_21_05	1	6	20	event_korea_22				
leader_korea_23	TeamLeaderNpc	镇派事件丐帮押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_21_01;leader_korea_21_02;leader_korea_21_03;leader_korea_21_04;leader_korea_21_05	1	6	20	event_korea_23				
																	
leader_korea_31	TeamLeaderNpc	镇派事件君子押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_31_01;leader_korea_31_02;leader_korea_31_03;leader_korea_31_04;leader_korea_31_05	1	6	20	event_korea_31				
leader_korea_32	TeamLeaderNpc	镇派事件君子押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_31_01;leader_korea_31_02;leader_korea_31_03;leader_korea_31_04;leader_korea_31_05	1	6	20	event_korea_32				
leader_korea_33	TeamLeaderNpc	镇派事件君子押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_31_01;leader_korea_31_02;leader_korea_31_03;leader_korea_31_04;leader_korea_31_05	1	6	20	event_korea_33				
																	
leader_korea_41	TeamLeaderNpc	镇派事件极乐押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_41_01;leader_korea_41_02;leader_korea_41_03;leader_korea_41_04;leader_korea_41_05	1	6	20	event_korea_41				
leader_korea_42	TeamLeaderNpc	镇派事件极乐押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_41_01;leader_korea_41_02;leader_korea_41_03;leader_korea_41_04;leader_korea_41_05	1	6	20	event_korea_42				
leader_korea_43	TeamLeaderNpc	镇派事件极乐押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_41_01;leader_korea_41_02;leader_korea_41_03;leader_korea_41_04;leader_korea_41_05	1	6	20	event_korea_43				
																	
leader_korea_51	TeamLeaderNpc	镇派事件唐门押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_51_01;leader_korea_51_02;leader_korea_51_03;leader_korea_51_04;leader_korea_51_05	1	6	20	event_korea_51				
leader_korea_52	TeamLeaderNpc	镇派事件唐门押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_51_01;leader_korea_51_02;leader_korea_51_03;leader_korea_51_04;leader_korea_51_05	1	6	20	event_korea_52				
leader_korea_53	TeamLeaderNpc	镇派事件唐门押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_51_01;leader_korea_51_02;leader_korea_51_03;leader_korea_51_04;leader_korea_51_05	1	6	20	event_korea_53				
																	
leader_korea_61	TeamLeaderNpc	镇派事件峨眉押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_61_01;leader_korea_61_02;leader_korea_61_03;leader_korea_61_04;leader_korea_61_05	1	6	20	event_korea_61				
leader_korea_62	TeamLeaderNpc	镇派事件峨眉押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_61_01;leader_korea_61_02;leader_korea_61_03;leader_korea_61_04;leader_korea_61_05	1	6	20	event_korea_62				
leader_korea_63	TeamLeaderNpc	镇派事件峨眉押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_61_01;leader_korea_61_02;leader_korea_61_03;leader_korea_61_04;leader_korea_61_05	1	6	20	event_korea_63				
																	
leader_korea_71	TeamLeaderNpc	镇派事件武当押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_71_01;leader_korea_71_02;leader_korea_71_03;leader_korea_71_04;leader_korea_71_05	1	6	20	event_korea_71				
leader_korea_72	TeamLeaderNpc	镇派事件武当押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_71_01;leader_korea_71_02;leader_korea_71_03;leader_korea_71_04;leader_korea_71_05	1	6	20	event_korea_72				
leader_korea_73	TeamLeaderNpc	镇派事件武当押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_71_01;leader_korea_71_02;leader_korea_71_03;leader_korea_71_04;leader_korea_71_05	1	6	20	event_korea_73				
																	
leader_korea_81	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_81_01;leader_korea_81_02;leader_korea_81_03;leader_korea_81_04;leader_korea_81_05	1	6	20	event_korea_81				
leader_korea_82	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_81_01;leader_korea_81_02;leader_korea_81_03;leader_korea_81_04;leader_korea_81_05	1	6	20	event_korea_82				
leader_korea_83	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_81_01;leader_korea_81_02;leader_korea_81_03;leader_korea_81_04;leader_korea_81_05	1	6	20	event_korea_83				
																	
leader_korea_91	TeamLeaderNpc	镇派事件明教押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_91_01;leader_korea_91_02;leader_korea_91_03;leader_korea_91_04;leader_korea_91_05	1	6	20	event_korea_91				
leader_korea_92	TeamLeaderNpc	镇派事件明教押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_91_01;leader_korea_91_02;leader_korea_91_03;leader_korea_91_04;leader_korea_91_05	1	6	20	event_korea_92				
leader_korea_93	TeamLeaderNpc	镇派事件明教押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_91_01;leader_korea_91_02;leader_korea_91_03;leader_korea_91_04;leader_korea_91_05	1	6	20	event_korea_93				
																	
leader_korea_101	TeamLeaderNpc	镇派事件明教押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_101_01;leader_korea_101_02;leader_korea_101_03;leader_korea_101_04;leader_korea_101_05	1	6	20	event_korea_101	1			
leader_korea_102	TeamLeaderNpc	镇派事件明教押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_101_01;leader_korea_101_02;leader_korea_101_03;leader_korea_101_04;leader_korea_101_05	1	6	20	event_korea_102	1			
leader_korea_103	TeamLeaderNpc	镇派事件明教押镖队伍	npc\itemnpc057		11	1.25	4	"0,4;0,0;0,2;0,-2;0,-4"	leader_korea_101_01;leader_korea_101_02;leader_korea_101_03;leader_korea_101_04;leader_korea_101_05	1	6	20	event_korea_103	1			
																	
																	
																	
leader_judas_11	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_11_01;leader_judas_11_02;leader_judas_11_03	1	6	20	event_judas_11	1			-1
leader_judas_12	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_12_01;leader_judas_12_02;leader_judas_12_03	1	6	20	event_judas_12	1			-1
leader_judas_13	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_13_01;leader_judas_13_02;leader_judas_13_03	1	6	20	event_judas_13	1			-1
leader_judas_14	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_14_01;leader_judas_14_02;leader_judas_14_03	1	6	20	event_judas_14	1			-1
leader_judas_15	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_15_01;leader_judas_15_02;leader_judas_15_03	1	6	20	event_judas_15	1			-1
leader_judas_16	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_16_01;leader_judas_16_02;leader_judas_16_03	1	6	20	event_judas_16	1			-1
leader_judas_17	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_17_01;leader_judas_17_02;leader_judas_17_03	1	6	20	event_judas_17	1			-1
leader_judas_18	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_18_01;leader_judas_18_02;leader_judas_18_03	1	6	20	event_judas_18	1			-1
leader_judas_19	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_19_01;leader_judas_19_02;leader_judas_19_03	1	6	20	event_judas_19	1			-1
leader_judas_20	TeamLeaderNpc	镇派事件环秀山庄巡逻	npc\itemnpc057		11	1.2	5.5	"0,2;0,0;0,-2"	leader_judas_20_01;leader_judas_20_02;leader_judas_20_03	1	6	20	event_judas_20	1			-1
																	
Leader_korea_g11	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g11;world_korea_g11;world_korea_g11;world_korea_g11;world_korea_g11	1	6	20	event_korea_g11	1			-1
Leader_korea_g12	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g12;world_korea_g12;world_korea_g12;world_korea_g12;world_korea_g12	1	6	20	event_korea_g12	1			-1
Leader_korea_g13	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g13;world_korea_g13;world_korea_g13;world_korea_g13;world_korea_g13	1	6	20	event_korea_g13	1			-1
Leader_korea_g14	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g14;world_korea_g14;world_korea_g14;world_korea_g14;world_korea_g14	1	6	20	event_korea_g14	1			-1
Leader_korea_g15	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g15;world_korea_g15;world_korea_g15;world_korea_g15;world_korea_g15	1	6	20	event_korea_g15	1			-1
																	
Leader_korea_g21	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g21;world_korea_g21;world_korea_g21;world_korea_g21;world_korea_g21	1	6	20	event_korea_g21	1			-1
Leader_korea_g22	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g22;world_korea_g22;world_korea_g22;world_korea_g22;world_korea_g22	1	6	20	event_korea_g22	1			-1
Leader_korea_g23	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g23;world_korea_g23;world_korea_g23;world_korea_g23;world_korea_g23	1	6	20	event_korea_g23	1			-1
Leader_korea_g24	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g24;world_korea_g24;world_korea_g24;world_korea_g24;world_korea_g24	1	6	20	event_korea_g24	1			-1
Leader_korea_g25	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g25;world_korea_g25;world_korea_g25;world_korea_g25;world_korea_g25	1	6	20	event_korea_g25	1			-1
																	
Leader_korea_g41	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g41;world_korea_g41;world_korea_g41;world_korea_g41;world_korea_g41	1	6	20	event_korea_g41	1			-1
Leader_korea_g42	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g42;world_korea_g42;world_korea_g42;world_korea_g42;world_korea_g42	1	6	20	event_korea_g42	1			-1
Leader_korea_g43	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g43;world_korea_g43;world_korea_g43;world_korea_g43;world_korea_g43	1	6	20	event_korea_g43	1			-1
Leader_korea_g44	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g44;world_korea_g44;world_korea_g44;world_korea_g44;world_korea_g44	1	6	20	event_korea_g44	1			-1
Leader_korea_g45	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g45;world_korea_g45;world_korea_g45;world_korea_g45;world_korea_g45	1	6	20	event_korea_g45	1			-1
																	
Leader_korea_g51	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g51;world_korea_g51;world_korea_g51;world_korea_g51;world_korea_g51	1	6	20	event_korea_g51	1			-1
Leader_korea_g52	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g52;world_korea_g52;world_korea_g52;world_korea_g52;world_korea_g52	1	6	20	event_korea_g52	1			-1
Leader_korea_g53	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g53;world_korea_g53;world_korea_g53;world_korea_g53;world_korea_g53	1	6	20	event_korea_g53	1			-1
Leader_korea_g54	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g54;world_korea_g54;world_korea_g54;world_korea_g54;world_korea_g54	1	6	20	event_korea_g54	1			-1
Leader_korea_g55	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	world_korea_g55;world_korea_g55;world_korea_g55;world_korea_g55;world_korea_g55	1	6	20	event_korea_g55	1			-1
																	
	//快活岛禁地																
Leader_clone031_001	TeamLeaderNpc	洗心池巡逻倭寇1	npc\itemnpc057		11	3.5	5	"0,1;0,0;1,-1;-1,-1;0,-2"	Funnpcclone031013;Funnpcclone031007;Funnpcclone031007;Funnpcclone031008;Funnpcclone031008	1	6	20	clone031_001	1			
Leader_clone031_002	TeamLeaderNpc	洗心池巡逻倭寇2	npc\itemnpc057		11	3.5	5	"0,0;0,-1;1,-2;-1,-2"	Funnpcclone031014;Funnpcclone031009;Funnpcclone031009;Funnpcclone031009	1	6	20	clone031_002	1			
Leader_clone031_003	TeamLeaderNpc	洗心池巡逻倭寇3	npc\itemnpc057		11	3.5	5	"1,0;-1,0;1,-1;-1,-1;1,-2;-1,-2;"	Funnpcclone031013;Funnpcclone031013;Funnpcclone031007;Funnpcclone031007;Funnpcclone031008;Funnpcclone031008	1	6	20	clone031_003	1			
Leader_clone031_004	TeamLeaderNpc	醉仙楼巡逻阎罗卫1	npc\itemnpc057		11	3.5	5	"0,1;0,0;1,-1;-1,-1;0,-2"	Funnpcclone031017;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020	1	6	20	clone031_006	1			
Leader_clone031_005	TeamLeaderNpc	醉仙楼巡逻阎罗卫2	npc\itemnpc057		11	3.5	5	"0,1;0,0;1,-1;-1,-1;0,-2"	Funnpcclone031017;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020	1	6	20	clone031_007	1			
Leader_clone031_006	TeamLeaderNpc	醉仙楼巡逻阎罗卫3	npc\itemnpc057		11	3.5	5	"0,1;0,0;1,-1;-1,-1;0,-2"	Funnpcclone031017;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020	1	6	20	clone031_008	1			
Leader_clone031_007	TeamLeaderNpc	醉仙楼巡逻阎罗卫4	npc\itemnpc057		11	3.5	5	"0,1;0,0;1,-1;-1,-1;0,-2"	Funnpcclone031017;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020	1	6	20	clone031_009	1			
Leader_clone031_008	TeamLeaderNpc	醉仙楼巡逻阎罗卫5	npc\itemnpc057		11	3.5	5	"0,1;0,0;1,-1;-1,-1;0,-2"	Funnpcclone031017;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020;Funnpcclone031020	1	6	20	clone031_010	1			
																	
	//华山派巡逻																
Leader_school17_001	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_002	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_003	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_004	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_005	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_006	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_007	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_008	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_009	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_010	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_011	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_012	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_013	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_014	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
Leader_school17_015	TeamLeaderNpc	华山派巡逻	npc\worldnpc124		11	3	5	"0,0;1,0"		1	6	0		1			
																	
	//华山-魔教入侵																
leadernpc_hs_mjrq01	TeamLeaderNpc	华山魔教入侵1波小怪4	npc\itemnpc057		11	3	5	"0,0;0,1;0,2;0,3"	npc_hsp_mjrq_03;npc_hsp_mjrq_08;npc_hsp_mjrq_03;npc_hsp_mjrq_08	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq02	TeamLeaderNpc	华山魔教入侵1波小怪5	npc\itemnpc057		11	3	5	"0,0;-0.5,-1.5;0.5,-1.5;-0.5,-2.5;0.5,-2.5"	npc_hsp_mjrq_03;npc_hsp_mjrq_08;npc_hsp_mjrq_03;npc_hsp_mjrq_08;npc_hsp_mjrq_08	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq03	TeamLeaderNpc	华山魔教入侵1波小怪6	npc\itemnpc057		11	3	5	"1,0;-1,0;1,1;-1,1;1,2;-1,2;"	npc_hsp_mjrq_03;npc_hsp_mjrq_08;npc_hsp_mjrq_03;npc_hsp_mjrq_08;npc_hsp_mjrq_08;npc_hsp_mjrq_03	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq04	TeamLeaderNpc	华山魔教入侵2波前小怪6	npc\itemnpc057		11	3	5	"1,0;-1,0;1,1;-1,1;1,2;-1,2;"	npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_09;;npc_hsp_mjrq_09;npc_hsp_mjrq_04	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq05	TeamLeaderNpc	华山魔教入侵2波前小怪7	npc\itemnpc057		11	3	5	"1,0;-1,0;1,1;-1,1;1,2;-1,2;0,-3"	npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_04	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq06	TeamLeaderNpc	华山魔教入侵2波前小怪8	npc\itemnpc057		11	3	5	"1,0;-1,0;1,1;-1,1;1,2;-1,2;1,3;-1,3"	npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_04;npc_hsp_mjrq_09	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq07	TeamLeaderNpc	华山魔教入侵2波后小怪3	npc\itemnpc057		11	3	5	"0,0;0,1;0,2"	npc_hsp_mjrq_05;npc_hsp_mjrq_10;npc_hsp_mjrq_05	1	6	0	hsp_mjrq_02	1			-1
leadernpc_hs_mjrq08	TeamLeaderNpc	华山魔教入侵3波前小怪8	npc\itemnpc057		11	3	5	"1,0;-1,0;1,1;-1,1;1,2;-1,2;1,3;-1,3"	npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_04;npc_hsp_mjrq_09	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq09	TeamLeaderNpc	华山魔教入侵3波前小怪9	npc\itemnpc057		11	3	5	"1,0;-1,0;1,1;-1,1;1,2;-1,2;1,3;-1,3;0.-4"	npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq10	TeamLeaderNpc	华山魔教入侵3波前小怪10	npc\itemnpc057		11	3	5	"0,0;-1,0;1,0;0,-1;1,-1;-1,-1;0,-2;1,-2;-1,-2;0,1"	npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09;npc_hsp_mjrq_04;npc_hsp_mjrq_04;npc_hsp_mjrq_09;npc_hsp_mjrq_09;npc_hsp_mjrq_04	1	6	0	hsp_mjrq_01	1			-1
leadernpc_hs_mjrq11	TeamLeaderNpc	华山魔教入侵2波后小怪4	npc\itemnpc057		11	3	5	"0,0;0,1;0,2;0,3"	npc_hsp_mjrq_05;npc_hsp_mjrq_10;npc_hsp_mjrq_05;npc_hsp_mjrq_10	1	6	0	hsp_mjrq_02	1			-1
																	
Leader_wyls_01	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	Npc_huodong_sb01;Npc_huodong_sb02;Npc_huodong_sb03;	1	6	20	AI_swdm_15	1			-1
Leader_wyls_02	TeamLeaderNpc	镇派事件少林押镖队伍	npc\itemnpc057		11	6	6	"0,4;0,2;0,0;0,-2;0,-4"	Npc_huodong_sb01;Npc_huodong_sb02;Npc_huodong_sb03;	1	6	20	AI_swdm_16	1			-1
