NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	脚本编号	采集范围	采集动作名	读条时间(ms)	掉落	掉落数量	无拾取物消失时间/秒	最大消失时间/秒	刷新时间	存在时间	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	NPC特效名称	是否可选中	鼠标形状	模型缩放	开启条件	AI编辑包	拾取规则（0为自由拾取，1为系统分配，2为队伍分配，不填默认为0）	级别	怪物强度	限制创建次数	拾取锁定时间（防止拾取者见利踢人，单位：s）
BoxClone003009	BoxNpc	柜子	npc\fbmac003024	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	NormalBox03003				-1							2	9								
BoxClone003010	BoxNpc	罐子	npc\fbmac003025	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	NormalBox02003				-1							2	9								
BoxClone003011	BoxNpc	尸体	npc\fbmac003026	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	NormalBox02003				-1							2	9								
BoxClone003012	BoxNpc	宝箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	NormalBox02005				-1							2	9								
BoxClone003013	BoxNpc	宝箱箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	161		3		2	interact041	5000	NormalBox03005				-1							2	9								
																																
BoxClone002001	BoxNpc	二楼房间箱子	npc\itemnpc201	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	BoxClone002001				-1							2	9								
BoxClone002002	BoxNpc	打发千户	npc\itemnpc201	icon\funcnpc\itemnpc201.png	161		3		2	interact041	2000	BoxClone002002				-1							2	9								
BoxClone002003	BoxNpc	干尸1	npc\itemnpc407		161		3		2	interact017	5000	NormalBox05500				-1							2	9								
BoxClone002004	BoxNpc	干尸2	npc\itemnpc408		161		3		2	interact017	5000	NormalBox06000				-1							2	9								
BoxClone002005	BoxNpc	干尸3	npc\itemnpc409		161		3		2	interact017	5000	NormalBox05500				-1							2	9								
BoxClone002006	BoxNpc	干尸4	npc\itemnpc410		161		3		2	interact017	5000	NormalBox06000				-1							2	9								
BoxClone002007	BoxNpc	干尸5	npc\itemnpc411		161		3		2	interact017	5000	NormalBox05500				-1							2	9								
BoxClone002008	BoxNpc	潮湿的草料	npc\itemnpc473	icon\funcnpc\task.png	161		3		2	interact017	2000	useitemclone002010				-1							2	9								
																																
BoxClone019003	BoxNpc	人骨法器	npc\fbmac019005	icon\funcnpc\fbmac019005.png	172		3		3	interact017	2000	NormalBox05003				-1							2	9	"0.5,0.5,0.5"							
BoxClone019004	BoxNpc	棺材	npc\fbmac019006	icon\funcnpc\fbmac019006.png	172		3		3	interact017	2000	NormalBox05003				-1							2	9	"0.2,0.2,0.2"							
BoxClone019006	BoxNpc	神仙香炉	npc\fbmac019008	icon\funcnpc\fbmac019008.png	172		3		3	interact017	2000	NormalBox05003				-1							2	9	"0.1,0.1,0.1"							
BoxClone019008	BoxNpc	冰剑	npc\fbmac019024	icon\funcnpc\fbmac019024.png	172		3		3	interact017	3000					-1				1	taskitemclone019016		2	9								
BoxClone019009	BoxNpc	火剑	npc\fbmac019023	icon\funcnpc\fbmac019023.png	172		3		3	interact017	3000					-1				1	taskitemclone019017		2	9								
BoxClone019010	BoxNpc	龙结花	npc\itemnpc066	icon\funcnpc\itemnpc005.png	202		3		3	interact017	1000	NormalBox05003	1	-1	-1	-1							2	9	"2,2,2"							
BoxClone019013	BoxNpc	小宝箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	172		3		3	interact017	2000	NormalBox05003				-1							2	9								
BoxClone019014	BoxNpc	黄金宝箱	npc\itemboxnpc003	icon\funcnpc\itemboxnpc003.png	172		3		3	interact017	2000	NormalBox05003				-1							2	9	"0.5,0.5,0.5"							
BoxClone019015	BoxNpc	棺材掉落	npc\fbmac019006		202		3		3	interact017	2000	NormalBox05003				-1							2	9								
BoxClone019019	BoxNpc	包袱	npc\fbmac009005_fb		172		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019020	BoxNpc	信件	npc\itemnpc475_fb		172		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019023	BoxNpc	水库宝箱	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019026	BoxNpc	死尸	npc\fbmac003026		202		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019027	BoxNpc	死尸	npc\fbmac021068		202		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019028	BoxNpc	死尸	npc\fbmac003026		202		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019029	BoxNpc	死尸	npc\fbmac021068		202		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
BoxClone019030	BoxNpc	死尸	npc\fbmac003026		202		3		3	interact041	2000	NormalBox05003	1	-1	-1	-1							2	9								
																																
		//销魂洞普通二内																														
BoxClone019031p	BoxNpc	鹰眼	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss001_b	1	-1	-1	-1							2	9								
BoxClone019032p	BoxNpc	何文涛	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss002_b	1	-1	-1	-1							2	9								
BoxClone019033p	BoxNpc	毒使	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss003_b	1	-1	-1	-1							2	9								
BoxClone019034p	BoxNpc	尸使	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss004_b	1	-1	-1	-1							2	9								
BoxClone019035p	BoxNpc	佛使	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss005_b	1	-1	-1	-1							2	9								
BoxClone019036p	BoxNpc	李成	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss006_b	1	-1	-1	-1							2	9								
BoxClone019037p	BoxNpc	单无量	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss007_b	1	-1	-1	-1							2	9								
		//销魂洞普通三内																														
BoxClone019038p	BoxNpc	鹰眼	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss001_c	1	-1	-1	-1							2	9								
BoxClone019039p	BoxNpc	何文涛	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss002_c	1	-1	-1	-1							2	9								
BoxClone019040p	BoxNpc	毒使	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss003_c	1	-1	-1	-1							2	9								
BoxClone019041p	BoxNpc	尸使	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss004_c	1	-1	-1	-1							2	9								
BoxClone019042p	BoxNpc	佛使	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss005_c	1	-1	-1	-1							2	9								
BoxClone019043p	BoxNpc	李成	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss006_c	1	-1	-1	-1							2	9								
BoxClone019044p	BoxNpc	单无量	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	172		3		3	interact041	2000	csjl_boss007_c	1	-1	-1	-1							2	9								
																																
																																
BoxClone004001	BoxNpc	罐子	npc\fbmac003025	icon\funcnpc\fbmac003025.png	161		3		2	interact041	2000	MuseBox004				-1							2	9								
BoxClone004002	BoxNpc	宝箱箱	npc\fbmac003021	icon\funcnpc\itemnpc005.png	161		3		2	interact041	5000	MuseMon001				-1							2	9								
BoxClone004003	BoxNpc	鱼篓	npc\fbmac003022	icon\funcnpc\fbmac003022.png	161		3		2	interact041	2000	MuseBox001				-1							2	9								
BoxClone004004	BoxNpc	水桶	npc\npcitem067	icon\prop\prop323.png	161		3		2	interact041	1000	useitemclone003001				-1							2	9								
BoxClone004005	BoxNpc	宝箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	MuseMon001				-1							2	9								
BoxClone004006	BoxNpc	宝箱	npc\itemboxnpc002	icon\funcnpc\itemnpc006.png	162		4		3	interact041	2001	MurxBox005				0							3	10								
BoxClone004007	BoxNpc	鱼篓	npc\fbmac003022	icon\funcnpc\fbmac003022.png	161		3		2	interact041	2000	MuseBox001				-1							2	9								
BoxClone004008	BoxNpc	骨骸	npc\guhai001	icon\pk\pk_eren.png	161		3		2	interact041	5000	NormalBox04501				-1							2	9								
BoxClone004009	BoxNpc	长枪	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	161		3		2	interact041	0	MurxBox005				-1							2	9								
BoxClone004010	BoxNpc	宝箱2	npc\itemboxnpc003	icon\funcnpc\itemnpc005.png	161		3		2	interact041	5000	NormalBox05000				-1							2	9								
BoxClone004011	BoxNpc	宝箱	npc\itemboxnpc002	icon\funcnpc\itemnpc006.png	162		4		3	interact041	2001	NormalBox04507				0							3	10								
BoxClone004012	BoxNpc	宝箱	npc\itemboxnpc003	icon\funcnpc\itemnpc007.png	163		5		4	interact041	2002	JLchushiBoss004				1							4	11								
BoxClone004013	BoxNpc	宝箱2	npc\itemboxnpc003	icon\funcnpc\itemnpc005.png	161		3		2	interact041	5000	NormalBox05000				-1							2	9								
BoxClone004014	BoxNpc	宝箱	npc\itemboxnpc003	icon\funcnpc\itemnpc007.png	163		5		4	interact041	2002	XxdBox002				1							4	11								
BoxClone004015	BoxNpc	宝箱	npc\itemboxnpc004	icon\funcnpc\itemnpc008.png	164		6		5	interact041	2003	NormalBox04500				2							5	12								
BoxClone004016	BoxNpc	宝箱	npc\itemboxnpc005	icon\funcnpc\itemnpc009.png	165		7		6	interact041	2004	NormalBox04500				3							6	13								
BoxClone004100	BoxNpc	石块	npc\fbmac004108	icon\funcnpc\itemnpc033.png	161		3	npc\clone\clone004\BoxClone004100.lua	3	interact041	2000	YanmenBOX_hard_1				10							2	9								
BoxClone004101	BoxNpc	木材	npc\fbmac004109	icon\funcnpc\itemnpc033.png	161		3	npc\clone\clone004\BoxClone004101.lua	3	interact041	2000	YanmenBOX_hard_2				10							2	9								
BoxClone004102	BoxNpc	火药箱	npc\fbmac003021	icon\funcnpc\itemnpc005.png	161		3		2	interact041	5000	useitemclone004002				-1				1			2	5								
BoxClone004103	BoxNpc	火堆	npc\npcitem167	icon\funcnpc\task.png	161		3		2	interact041	1000	useitemclone004001				-1							2	9								
BoxClone004104	BoxNpc	武林线火堆	npc\npcitem167	icon\funcnpc\task.png	161		3		2	interact041	1000	blade_huoba_002				-1							2	9								
BoxClone004105	BoxNpc	武林线方无恨箱子	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		0	interact041	1000					-1				1000	blade_huoba_002		4	1								
BoxClone004106	BoxNpc	草药类宝箱	npc\cj_160250a1	icon\funcnpc\cj_150001.png	161		3		2	interact041	2000	clone004_ymg_box001				-1							2	9								
BoxClone004107	BoxNpc	草药类宝箱	npc\cj_106013a1	icon\funcnpc\cj_150001.png	161		3		2	interact041	2000	clone004_ymg_box002				-1							2	9								
BoxClone004108	BoxNpc	草药类宝箱	npc\cj_106015b2	icon\funcnpc\cj_160150.png	161		3		2	interact041	2000	clone004_ymg_box003				-1							2	9								
BoxClone004110	BoxNpc	鱼篓	npc\fbmac003022	icon\funcnpc\fbmac003022.png	161		3		2	interact041	2000	NormalBox03003				-1							2	9								
BoxClone004111	BoxNpc	水桶	npc\npcitem067	icon\prop\prop323.png	161		3		2	interact041	2000	NormalBox03003				-1							2	9								
BoxClone004112	BoxNpc	被子	npc\fbmac003023	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	NormalBox04003				-1							2	9								
BoxClone004113	BoxNpc	柜子	npc\fbmac003024	icon\funcnpc\itemnpc005.png	161		3		2	interact041	2000	NormalBox04003				-1							2	9								
BoxClone004115	BoxNpc	兵器架	npc\fbmac00040		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone004116	BoxNpc	木宝箱	npc\fbmac003021		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
																																
																																
BoxClone009013	BoxNpc	赵于春宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
BoxClone009014	BoxNpc	绝冥宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
BoxClone009015	BoxNpc	张若止宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
BoxClone009016	BoxNpc	苏映雪宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
BoxClone009017	BoxNpc	绝空婆婆宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
BoxClone009018	BoxNpc	绝幽宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
BoxClone009019	BoxNpc	灭元宝箱	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox04003				-1							2	9				2				
																																
BoxClone009101	BoxNpc	赵于春宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss001_b				-1							2	9				2				
BoxClone009102	BoxNpc	绝冥宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss002_b				-1							2	9				2				
BoxClone009103	BoxNpc	张若止宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss003_b				-1							2	9				2				
BoxClone009104	BoxNpc	苏映雪宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss004_b				-1							2	9				2				
BoxClone009105	BoxNpc	绝空婆婆宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss005_b				-1							2	9				2				
BoxClone009106	BoxNpc	绝幽宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss006_b				-1							2	9				2				
BoxClone009107	BoxNpc	灭元宝箱(二内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss007_b				-1							2	9				2				
																																
BoxClone009101a	BoxNpc	赵于春宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss001_c				-1							2	9				2				
BoxClone009102a	BoxNpc	绝冥宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss002_c				-1							2	9				2				
BoxClone009103a	BoxNpc	张若止宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss003_c				-1							2	9				2				
BoxClone009104a	BoxNpc	苏映雪宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss004_c				-1							2	9				2				
BoxClone009105a	BoxNpc	绝空婆婆宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss005_c				-1							2	9				2				
BoxClone009106a	BoxNpc	绝幽宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss006_c				-1							2	9				2				
BoxClone009107a	BoxNpc	灭元宝箱（三内)	npc\itemnpc586	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	csem_boss007_c				-1							2	9				2				
																																
BoxClone009001	BoxNpc	钱袋子	npc\itemnpc439		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009002	BoxNpc	木宝箱	npc\fbmac003021		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009003	BoxNpc	蒲团	npc\itemnpc063		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009004	BoxNpc	宝箱	npc\fbmac003020		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009005	BoxNpc	酒坛子	npc\fbmac002018		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009006	BoxNpc	石块	npc\fbmac005020a		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009007	BoxNpc	木箱	npc\fbmac009008		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009008	BoxNpc	铁盒子	npc\fbmac009003		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009009	BoxNpc	白骨头颅	npc\fbmac009004		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009010	BoxNpc	破布包	npc\fbmac009005		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009011	BoxNpc	蜂箱	npc\fbmac009006		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009012	BoxNpc	台灯	npc\fbmac009007		161		3		3	interact041	2000	NormalBox05003	1			-1							2	9								
BoxClone009020	BoxNpc	蚕架	npc\cj_040203		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone009021	BoxNpc	兵器架	npc\fbmac00040		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone009022	BoxNpc	书卷	npc\itemnpc048		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone009023	BoxNpc	药瓶	npc\itemnpc014		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone009024	BoxNpc	单本书册	npc\itemnpc047		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone009025	BoxNpc	书堆	npc\itemnpc048		161		3		3	interact041	2000	NormalBox05003				-1							2	9								
																																
																																
BoxClone011001	BoxNpc	普通宝箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011002	BoxNpc	高级宝箱	npc\itemboxnpc002	icon\funcnpc\itemnpc006.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011003	BoxNpc	水瓶	npc\itemnpc014	icon\funcnpc\itemnpc175.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011004	BoxNpc	男尸	npc\itemnpc151	icon\funcnpc\worldnpc110.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011005	BoxNpc	女尸	npc\itemnpc152	icon\funcnpc\worldnpc109.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011006	BoxNpc	武器架	npc\fbmac00040	icon\funcnpc\fbmac00040.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011007	BoxNpc	锄头	npc\npcitem126	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011008	BoxNpc	破布包	npc\fbmac009005	icon\funcnpc\fbmac009005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011009	BoxNpc	骨骸	npc\guhai001	icon\pk\pk_eren.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011010	BoxNpc	剑1	npc\fbmac019023	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011011	BoxNpc	剑2	npc\fbmac019024	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011012	BoxNpc	乱柴堆	npc\itemnpc038	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011013	BoxNpc	大木箱	npc\fbmac003021	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011014	BoxNpc	小首饰箱	npc\fbmac003020	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011015	BoxNpc	小鱼篓	npc\fbmac003022	icon\funcnpc\fbmac003022.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011016	BoxNpc	被子	npc\fbmac003023	icon\funcnpc\fbmac003023.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011017	BoxNpc	棺材	npc\fbmac019006	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011018	BoxNpc	头骨	npc\fbmac009004	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	NormalBox05003				-1							2	9								
BoxClone011019	BoxNpc	五大舵主掉落宝箱	npc\fbmac009005	icon\funcnpc\fbmac009005.png	161		3		3	interact041	2000	GBchushiBoss008	3			-1							2	9								
BoxClone011020	BoxNpc	密道道具宝箱	npc\itemnpc005	icon\funcnpc\itemnpc005.png	161		3		3	interact041	2000	BoxClone011001	1			-1							2	9								
																																
																																
BoxClone015001	BoxNpc	宝箱2	npc\itemboxnpc003	icon\funcnpc\itemnpc005.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015002	BoxNpc	水桶	npc\npcitem067	icon\funcnpc\itemnpc005.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015003	BoxNpc	台灯	npc\fbmac009007	icon\funcnpc\itemnpc005.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015004	BoxNpc	宝箱	npc\itemboxnpc001	icon\funcnpc\itemnpc005.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015005	BoxNpc	石块	npc\fbmac005020a	icon\funcnpc\itemnpc033.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015006	BoxNpc	水库宝箱	npc\itemboxnpc002	icon\funcnpc\itemnpc005.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015007	BoxNpc	台灯	npc\fbmac009007	icon\funcnpc\itemnpc005.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
BoxClone015008	BoxNpc	火剑	npc\fbmac019023	icon\funcnpc\itemnpc205.png	161		3		3	interact041	1500	clonenpcdrop_jz				-1							2	9					55	8		
